Title,Rated,Director,Language,Country,imdbID,BoxOffice,IMDB_Value,RT_Value,MC_Value,Actor_1,Actor_2,Actor_3,Actor_4
We Own the Night,R,James Gray,English,United States,tt0498399,28563179.0,68.0,57.0,59.0,Joaquin Phoenix, Mark Wahlberg, Eva Mendes,
Elizabeth: The Golden Age,PG-13,Shekhar Kapur,English,United Kingdom,tt0414055,16383509.0,68.0,35.0,45.0,Cate Blanchett, Clive Owen, Geoffrey Rush,
Michael Clayton,R,Tony Gilroy,English,United States,tt0465538,49033882.0,72.0,91.0,82.0,George Clooney, Tilda Swinton, Tom Wilkinson,
Sleuth,R,Kenneth Branagh,English,United Kingdom,tt0857265,342895.0,64.0,35.0,49.0,Michael Caine, Jude Law, Harold Pinter,
Lars and the Real Girl,PG-13,Craig Gillespie,English,United States,tt0805564,5972884.0,73.0,81.0,70.0,Ryan Gosling, Emily Mortimer, Paul Schneider,
30 Days of Night,R,David Slade,English,United States,tt0389722,39569000.0,66.0,51.0,53.0,Josh Hartnett, Melissa George, Danny Huston,
Rendition,R,Gavin Hood,English,United States,tt0804522,9736045.0,68.0,47.0,55.0,Reese Witherspoon, Jake Gyllenhaal, Peter Sarsgaard,
Things We Lost in the Fire,R,Susanne Bier,English,United States,tt0469623,3287315.0,71.0,65.0,63.0,Halle Berry, Benicio Del Toro, Alison Lohman,
Reservation Road,R,Terry George,English,United States,tt0831884,121994.0,66.0,38.0,46.0,Joaquin Phoenix, Mark Ruffalo, Jennifer Connelly,
Gone Baby Gone,R,Ben Affleck,English,United States,tt0452623,20292962.0,76.0,95.0,72.0,Morgan Freeman, Ed Harris, Casey Affleck,
The Comebacks,PG-13,Tom Brady,English,United States,tt0790804,13349927.0,43.0,9.0,25.0,David Koechner, Robert Ri'chard, Carl Weathers,
Weirdsville,R,Allan Moyle,English,Canada,tt0758798,8161.0,62.0,58.0,,Scott Speedman, Wes Bentley, Taryn Manning,
Closure,R,Dan Reed,English,United Kingdom,tt0480011,,55.0,43.0,,Danny Dyer, Gillian Anderson, Adam Rayner,
The Assassination of Jesse James by the Coward Robert Ford,R,Andrew Dominik,English,United States,tt0443680,3909149.0,75.0,77.0,68.0,Brad Pitt, Casey Affleck, Sam Shepard,
Beaufort,Unrated,Joseph Cedar,Hebrew,Israel,tt0758732,102591.0,67.0,85.0,,Alon Aboutboul, Adi Adouan, Ya'akov Ahimeir,
The Killing Floor,R,Gideon Raff,English,United States,tt0756672,,55.0,,,Marc Blucas, Joel Leffert, Shiri Appleby,
Irina Palm,R,Sam Garbarski,English,Belgium,tt0762110,44383.0,72.0,66.0,55.0,Marianne Faithfull, Predrag 'Miki' Manojlovic, Kevin Bishop,
The Final Season,PG,David Mickey Evans,English,United States,tt0449018,1159691.0,65.0,25.0,43.0,Sean Astin, Powers Boothe, Rachael Leigh Cook,
Persepolis,PG-13,"Vincent Paronnaud, Marjane Satrapi",French,France,tt0808417,4445756.0,80.0,96.0,90.0,Chiara Mastroianni, Catherine Deneuve, Gena Rowlands,
Control,R,Anton Corbijn,English,United Kingdom,tt0421082,872252.0,76.0,88.0,78.0,Sam Riley, Samantha Morton, Craig Parkinson,
The Jane Austen Book Club,PG-13,Robin Swicord,English,,tt0866437,,67.0,66.0,61.0,Kathy Baker, Hugh Dancy, Amy Brenneman,
Fugitive Pieces,R,Jeremy Podeswa,English,Canada,tt0765451,635783.0,69.0,68.0,60.0,Stephen Dillane, Rade Serbedzija, Rosamund Pike,
Outlaw,R,Nick Love,English,United Kingdom,tt0758771,,57.0,,45.0,Sean Bean, Danny Dyer, Rupert Friend,
Silk,R,François Girard,English,Canada,tt0494834,1103075.0,58.0,7.0,39.0,Michael Pitt, Keira Knightley, Kôji Yakusho,
Manufacturing Dissent,R,"Rick Caine, Debbie Melnyk",English,Canada,tt0961117,,58.0,54.0,,Michael Moore, Debbie Melnyk, Rick Caine,
The Edge of Heaven,Not Rated,Fatih Akin,German,Germany,tt0880502,742349.0,77.0,90.0,85.0,Baki Davrak, Gürsoy Gemec, Cengiz Daner,
Why Did I Get Married?,PG-13,Tyler Perry,English,United States,tt0906108,55204525.0,59.0,48.0,54.0,Tyler Perry, Janet Jackson, Sharon Leal,
Saw IV,R,Darren Lynn Bousman,English,Canada,tt0890870,63300095.0,59.0,18.0,36.0,Tobin Bell, Scott Patterson, Louis Ferreira,
My Mom's New Boyfriend,PG-13,George Gallo,English,Germany,tt0780534,,52.0,,,Antonio Banderas, Meg Ryan, Colin Hanks,
For the Bible Tells Me So,Unrated,Daniel G. Karslake,English,United States,tt0912583,312751.0,78.0,98.0,73.0,Imogene Robinson, Victor Robinson, Gene Robinson,
Full of It,PG-13,Christian Charles,English,United States,tt0446752,14273.0,55.0,6.0,33.0,Ryan Pinkston, Kate Mara, Teri Polo,
My Kid Could Paint That,PG-13,Amir Bar-Lev,English,United States,tt0912592,231574.0,71.0,94.0,74.0,Marla Olmstead, Laura Olmstead, Mark Olmstead,
Secret Sunshine,Not Rated,Lee Chang-dong,Korean,South Korea,tt0817225,,75.0,94.0,84.0,Jeon Do-yeon, Song Kang-ho, Lee Dong-yong,
Elite Squad,R,José Padilha,Portuguese,Brazil,tt0861739,8744.0,80.0,51.0,33.0,Wagner Moura, André Ramiro, Caio Junqueira,
King of California,PG-13,M. Cahill,English,United States,tt0388182,268461.0,66.0,63.0,63.0,Michael Douglas, Evan Rachel Wood, Willis Burks II,
Martian Child,PG,Menno Meyjes,English,,tt0415965,,67.0,35.0,48.0,John Cusack, Amanda Peet, Bobby Coleman,
American Gangster,R,Ridley Scott,English,United States,tt0765429,130164645.0,78.0,81.0,76.0,Denzel Washington, Russell Crowe, Chiwetel Ejiofor,
Bee Movie,PG,"Simon J. Smith, Steve Hickner",English,United States,tt0389790,126631277.0,61.0,49.0,54.0,Jerry Seinfeld, Renée Zellweger, Matthew Broderick,
Before the Devil Knows You're Dead,R,Sidney Lumet,English,United States,tt0292963,7084227.0,73.0,88.0,85.0,Philip Seymour Hoffman, Ethan Hawke, Albert Finney,
The Diving Bell and the Butterfly,PG-13,Julian Schnabel,French,France,tt0401383,6003227.0,80.0,94.0,92.0,Mathieu Amalric, Emmanuelle Seigner, Marie-Josée Croze,
No Country for Old Men,R,"Ethan Coen, Joel Coen",English,United States,tt0477348,74283625.0,82.0,93.0,92.0,Tommy Lee Jones, Javier Bardem, Josh Brolin,
Be Kind Rewind,PG-13,Michel Gondry,English,United Kingdom,tt0799934,11175164.0,64.0,65.0,52.0,Jack Black, Yasiin Bey, Danny Glover,
Itty Bitty Titty Committee,Not Rated,Jamie Babbit,English,United States,tt0496328,18445.0,54.0,38.0,,Melonie Diaz, Ana Mercedes, Cecile Rivore,
Crazy Love,PG-13,"Dan Klores, Fisher Stevens",English,United States,tt0790706,301027.0,70.0,79.0,69.0,Burt Pugach, Linda Pugach, Bob Janoff,
August Rush,PG,Kirsten Sheridan,English,United States,tt0426931,31664162.0,74.0,37.0,38.0,Freddie Highmore, Keri Russell, Jonathan Rhys Meyers,
"You, the Living",Not Rated,Roy Andersson,Swedish,Sweden,tt0445336,21438.0,74.0,98.0,81.0,Elisabeth Helander, Jörgen Nohall, Jan Wikbladh,
The Man from Earth,Not Rated,Richard Schenkman,English,United States,tt0756683,,79.0,100.0,,David Lee Smith, Tony Todd, John Billingsley,
Lions for Lambs,R,Robert Redford,English,United States,tt0891527,15002854.0,62.0,27.0,47.0,Tom Cruise, Meryl Streep, Robert Redford,
Fred Claus,PG,David Dobkin,English,United States,tt0486583,72006777.0,56.0,21.0,42.0,Vince Vaughn, Paul Giamatti, Elizabeth Banks,
Beowulf,PG-13,Robert Zemeckis,English,United States,tt0442933,82280579.0,63.0,71.0,59.0,Ray Winstone, Crispin Glover, Angelina Jolie,
Mr. Magorium's Wonder Emporium,G,Zach Helm,English,United States,tt0457419,32061555.0,62.0,39.0,48.0,Natalie Portman, Dustin Hoffman, Jason Bateman,
Love in the Time of Cholera,R,Mike Newell,English,United States,tt0484740,4607608.0,64.0,27.0,43.0,Javier Bardem, Giovanna Mezzogiorno, Benjamin Bratt,
Rails & Ties,PG-13,Alison Eastwood,English,United States,tt0822849,22136.0,67.0,34.0,44.0,Kevin Bacon, Marcia Gay Harden, Miles Heizer,
Darfur Now,PG,Ted Braun,Fur,United States,tt0988102,109107.0,67.0,73.0,66.0,Don Cheadle, Ahmed Mahammed Abaka, Sheikh Ahmed Mohamad Abakar,
Smiley Face,R,Gregg Araki,English,United States,tt0780608,9397.0,57.0,66.0,71.0,Anna Faris, John Krasinski, Adam Brody,
12,PG-13,Nikita Mikhalkov,Russian,Russia,tt0488478,125120.0,76.0,77.0,72.0,Sergey Makovetskiy, Sergey Garmash, Apti Magamaev,
XXY,Not Rated,Lucía Puenzo,Spanish,Argentina,tt0995829,48334.0,70.0,84.0,67.0,Ricardo Darín, Valeria Bertuccelli, Germán Palacios,
The Mist,R,Frank Darabont,English,United States,tt0884328,25594957.0,71.0,72.0,58.0,Thomas Jane, Marcia Gay Harden, Laurie Holden,
Enchanted,PG,Kevin Lima,English,United States,tt0461770,127807262.0,71.0,93.0,75.0,Amy Adams, Susan Sarandon, James Marsden,
Hitman,R,Xavier Gens,English,France,tt0465494,39687694.0,62.0,,35.0,Timothy Olyphant, Dougray Scott, Olga Kurylenko,
This Christmas,PG-13,Preston A. Whitmore II,English,United States,tt0937375,49121934.0,63.0,55.0,63.0,Regina King, Columbus Short, Delroy Lindo,
P2,R,Franck Khalfoun,English,Canada,tt0804516,3995018.0,59.0,34.0,37.0,Rachel Nichols, Wes Bentley, Simon Reynolds,
Om Shanti Om,Not Rated,Farah Khan,Hindi,India,tt1024943,3597372.0,67.0,79.0,,Shah Rukh Khan, Deepika Padukone, Arjun Rampal,
Awake,R,Joby Harold,English,United States,tt0211933,14377198.0,65.0,23.0,33.0,Hayden Christensen, Jessica Alba, Terrence Howard,
The Golden Compass,PG-13,Chris Weitz,English,United Kingdom,tt0385752,70107728.0,61.0,43.0,51.0,Nicole Kidman, Daniel Craig, Dakota Blue Richards,
I Am Legend,PG-13,Francis Lawrence,English,United States,tt0480249,256393010.0,72.0,68.0,65.0,Will Smith, Alice Braga, Charlie Tahan,
Alvin and the Chipmunks,PG,Tim Hill,English,United States,tt0952640,217326974.0,52.0,28.0,39.0,Jason Lee, Ross Bagdasarian Jr., Janice Karman,
Margot at the Wedding,R,Noah Baumbach,English,United States,tt0757361,1959420.0,60.0,52.0,66.0,Nicole Kidman, Jennifer Jason Leigh, Flora Cross,
I'm Not There,R,Todd Haynes,English,Germany,tt0368794,4017609.0,68.0,77.0,73.0,Christian Bale, Cate Blanchett, Heath Ledger,
The Savages,R,Tamara Jenkins,English,United States,tt0775529,6623082.0,71.0,90.0,85.0,Laura Linney, Philip Seymour Hoffman, Philip Bosco,
The Orphanage,R,J.A. Bayona,Spanish,Spain,tt0464141,7161284.0,74.0,87.0,74.0,Belén Rueda, Fernando Cayo, Roger Príncep,
Juno,PG-13,Jason Reitman,English,United States,tt0467406,143495265.0,75.0,94.0,81.0,Elliot Page, Michael Cera, Jennifer Garner,
Goodbye Bafana,R,Bille August,English,Germany,tt0438859,,71.0,44.0,,Joseph Fiennes, Dennis Haysbert, Diane Kruger,
My Blueberry Nights,PG-13,Kar-Wai Wong,English,China,tt0765120,867275.0,66.0,46.0,51.0,Norah Jones, Jude Law, Natalie Portman,
Starting Out in the Evening,PG-13,Andrew Wagner,English,United States,tt0758784,898786.0,69.0,87.0,78.0,Frank Langella, Lauren Ambrose, Patti Perkins,
Redacted,R,Brian De Palma,English,United States,tt0937237,65388.0,61.0,45.0,52.0,Patrick Carroll, Rob Devaney, Izzy Diaz,
The Devil Came on Horseback,,"Ricki Stern, Anne Sundberg",English,United States,tt0912580,132782.0,77.0,96.0,78.0,Nicholas Kristof, Brian Steidle,,
Helvetica,Not Rated,Gary Hustwit,English,United Kingdom,tt0847817,,72.0,88.0,,Manfred Schulz, Massimo Vignelli, Rick Poynor,
The Bucket List,PG-13,Rob Reiner,English,United States,tt0825232,93466502.0,74.0,41.0,42.0,Jack Nicholson, Morgan Freeman, Sean Hayes,
Fall from Grace,Not Rated,K. Ryan Jones,English,United States,tt0977649,,70.0,,,Bill Bunten, Warren Carter, Kelly Franz,
The Kite Runner,PG-13,Marc Forster,Arabic,United States,tt0419887,15800078.0,76.0,65.0,61.0,Khalid Abdalla, Ahmad Khan Mahmoodzada, Atossa Leoni,
The Deaths of Ian Stone,R,Dario Piana,English,United Kingdom,tt0810823,97182.0,55.0,63.0,,Mike Vogel, Jaime Murray, Christina Cole,
Shattered,R,Mike Barker,English,United Kingdom,tt0489664,,66.0,,,Pierce Brosnan, Maria Bello, Gerard Butler,
The Go-Getter,R,Martin Hynes,English,United States,tt0479289,11931.0,65.0,44.0,69.0,Lou Taylor Pucci, Zooey Deschanel, M. Ward,
The Flock,R,Andrew Lau,English,United States,tt0473356,,57.0,,,Richard Gere, Claire Danes, KaDee Strickland,
Sweeney Todd: The Demon Barber of Fleet Street,R,Tim Burton,English,United States,tt0408236,52898073.0,73.0,86.0,83.0,Johnny Depp, Helena Bonham Carter, Alan Rickman,
National Treasure: Book of Secrets,PG,Jon Turteltaub,English,United States,tt0465234,219964115.0,65.0,36.0,48.0,Nicolas Cage, Diane Kruger, Justin Bartha,
There Will Be Blood,R,Paul Thomas Anderson,English,United States,tt0469494,40222514.0,82.0,91.0,93.0,Daniel Day-Lewis, Paul Dano, Ciarán Hinds,
Charlie Wilson's War,R,Mike Nichols,English,United States,tt0472062,66661095.0,70.0,82.0,67.0,Tom Hanks, Julia Roberts, Philip Seymour Hoffman,
Aliens vs. Predator: Requiem,R,"Colin Strause, Greg Strause",English,United States,tt0758730,41797066.0,46.0,12.0,29.0,Reiko Aylesworth, Steven Pasquale, Shareeka Epps,
Walk Hard: The Dewey Cox Story,R,Jake Kasdan,English,United States,tt0841046,18317151.0,68.0,74.0,63.0,John C. Reilly, Jenna Fischer, David Krumholtz,
Keinohrhasen,,Til Schweiger,German,Germany,tt0960790,,65.0,,,Til Schweiger, Nora Tschirner, Matthias Schweighöfer,
The Great Debaters,PG-13,Denzel Washington,English,United States,tt0427309,30236407.0,75.0,,65.0,Denzel Washington, Forest Whitaker, Kimberly Elise,
Dedication,R,Justin Theroux,English,United States,tt0490579,92853.0,66.0,40.0,50.0,Billy Crudup, Mandy Moore, Tom Wilkinson,
The Water Horse,PG,Jay Russell,English,New Zealand,tt0760329,40946255.0,64.0,,71.0,Emily Watson, David Morrissey, Alex Etel,
P.S. I Love You,PG-13,Richard LaGravenese,English,United States,tt0431308,53706790.0,70.0,,39.0,Hilary Swank, Gerard Butler, Harry Connick Jr.,
The Perfect Holiday,PG,Lance Rivera,English,United States,tt0841032,5812781.0,47.0,19.0,32.0,Gabrielle Union, Morris Chestnut, Queen Latifah,
27 Dresses,PG-13,Anne Fletcher,English,United States,tt0988595,76808654.0,61.0,41.0,47.0,Katherine Heigl, James Marsden, Malin Akerman,
Nanking,R,"Bill Guttentag, Dan Sturman",Japanese,United States,tt0893356,161182.0,77.0,96.0,76.0,Hugo Armstrong, Rosalind Chao, Stephen Dorff,
Cassandra's Dream,PG-13,Woody Allen,English,United States,tt0795493,973018.0,66.0,46.0,49.0,Colin Farrell, Ewan McGregor, Hayley Atwell,
Like Stars on Earth,PG,"Aamir Khan, Amole Gupte",Hindi,India,tt0986264,1223869.0,84.0,92.0,,Darsheel Safary, Aamir Khan, Tisca Chopra,
Dragon Wars: D-War,PG-13,Hyung-rae Shim,English,South Korea,tt0372873,10977721.0,35.0,29.0,33.0,Jason Behr, Amanda Brooks, Robert Forster,
The Band's Visit,PG-13,Eran Kolirin,Hebrew,Israel,tt1032856,3054457.0,75.0,98.0,80.0,Sasson Gabay, Ronit Elkabetz, Saleh Bakri,
REC,R,"Jaume Balagueró, Paco Plaza",Spanish,Spain,tt1038988,,74.0,90.0,71.0,Manuela Velasco, Ferran Terraza, Jorge-Yamam Serrano,
In the Name of the King: A Dungeon Siege Tale,PG-13,Uwe Boll,English,Germany,tt0460780,4775656.0,38.0,4.0,15.0,Jason Statham, Ron Perlman, Ray Liotta,
Flawless,PG-13,Michael Radford,English,United Kingdom,tt0780516,1200234.0,67.0,55.0,57.0,Demi Moore, Michael Caine, Lambert Wilson,
Cloverfield,PG-13,Matt Reeves,English,United States,tt1060277,80048433.0,70.0,78.0,64.0,Mike Vogel, Jessica Lucas, Lizzy Caplan,
Mad Money,PG-13,Callie Khouri,English,United States,tt0951216,20668843.0,58.0,22.0,41.0,Diane Keaton, Queen Latifah, Katie Holmes,
Trade,R,Marco Kreuzpaintner,English,Germany,tt0399095,214307.0,73.0,33.0,42.0,Kevin Kline, Kathleen Gati, Paulina Gaitan,
Cleaner,R,Renny Harlin,English,United States,tt0896798,,61.0,17.0,49.0,Samuel L. Jackson, Ed Harris, Eva Mendes,
Blonde Ambition,PG-13,Scott Marshall,English,United States,tt0887719,6422.0,39.0,14.0,,Jessica Simpson, Luke Wilson, Rachael Leigh Cook,
Timber Falls,R,Tony Giglio,English,United States,tt0857295,,52.0,38.0,,Josh Randall, Brianna Brown, Nick Searcy,
Arranged,Not Rated,"Diane Crespo, Stefan C. Schaefer",English,United States,tt0848542,23571.0,73.0,64.0,,Zoe Lister-Jones, Francis Benhamou, Mimi Lieber,
He Was a Quiet Man,Not Rated,Frank A. Cappello,English,United States,tt0760311,2431.0,67.0,80.0,53.0,Christian Slater, Elisha Cuthbert, William H. Macy,
Sex and Breakfast,R,Miles Brandman,English,United States,tt0837803,,48.0,8.0,,Macaulay Culkin, Kuno Becker, Alexis Dziena,
One Missed Call,PG-13,Eric Valette,English,United States,tt0479968,26890041.0,40.0,0.0,24.0,Edward Burns, Shannyn Sossamon, Ana Claudia Talancón,
First Sunday,PG-13,David E. Talbert,English,United States,tt0486578,37931869.0,45.0,,41.0,Ice Cube, Katt Williams, Tracy Morgan,
Untraceable,R,Gregory Hoblit,English,United States,tt0880578,28687835.0,62.0,16.0,32.0,Diane Lane, Colin Hanks, Joseph Cross,
Rambo,R,Sylvester Stallone,English,Germany,tt0462499,42754105.0,70.0,37.0,46.0,Sylvester Stallone, Julie Benz, Matthew Marsden,
How She Move,PG-13,Ian Iqbal Rashid,English,Canada,tt0770810,7070641.0,36.0,66.0,63.0,Rutina Wesley, Tre Armstrong, Brennan Gademans,
Meet the Spartans,PG-13,"Jason Friedberg, Aaron Seltzer",English,United States,tt1073498,38233676.0,28.0,2.0,9.0,Sean Maguire, Kevin Sorbo, Carmen Electra,
The Eye,PG-13,"David Moreau, Xavier Palud",English,United States,tt0406759,31418697.0,54.0,22.0,36.0,Jessica Alba, Alessandro Nivola, Parker Posey,
Strange Wilderness,R,Fred Wolf,English,United States,tt0489282,6575282.0,52.0,2.0,12.0,Steve Zahn, Allen Covert, Justin Long,
Over Her Dead Body,PG-13,Jeff Lowell,English,United States,tt0785007,7563670.0,52.0,14.0,30.0,Eva Longoria, Paul Rudd, Lake Bell,
The Signal,R,"David Bruckner, Dan Bush, Jacob Gentry",English,United States,tt0780607,251150.0,60.0,59.0,63.0,Anessa Ramsey, Justin Welborn, Scott Poythress,
Hellboy II: The Golden Army,PG-13,Guillermo del Toro,English,United States,tt0411477,75986503.0,70.0,86.0,78.0,Ron Perlman, Selma Blair, Doug Jones,
In Bruges,R,Martin McDonagh,English,United Kingdom,tt0780536,7800824.0,79.0,84.0,67.0,Colin Farrell, Brendan Gleeson, Ciarán Hinds,
Caramel,PG,Nadine Labaki,Arabic,France,tt0825236,1055580.0,71.0,94.0,70.0,Nadine Labaki, Joanna Moukarzel, Gisèle Aouad,
Poor Boy's Game,R,Clement Virgo,English,Canada,tt0816616,,63.0,83.0,,Rossif Sutherland, Danny Glover, Flex Alexander,
Operation Homecoming: Writing the Wartime Experience,,Richard Robbins,English,United States,tt0970184,6795.0,72.0,90.0,,Sharon D. Allen, Beau Bridges, Colby Buzzell,
Rise of the Footsoldier,R,Julian Gilbey,English,United Kingdom,tt0901507,,68.0,14.0,,Ricci Harnett, Terry Stone, Craig Fairbrass,
Joe Strummer: The Future Is Unwritten,Not Rated,Julien Temple,English,Ireland,tt0800099,248362.0,75.0,89.0,79.0,Joe Strummer, Steve Jones, Mick Jones,
Teeth,R,Mitchell Lichtenstein,English,United States,tt0780622,347578.0,54.0,80.0,57.0,Jess Weixler, John Hensley, Josh Pais,
"Welcome Home, Roscoe Jenkins",PG-13,Malcolm D. Lee,English,United States,tt0494652,42436517.0,55.0,23.0,46.0,Martin Lawrence, Louis C.K., James Earl Jones,
Fool's Gold,PG-13,Andy Tennant,English,United States,tt0770752,70231041.0,57.0,11.0,29.0,Matthew McConaughey, Kate Hudson, Donald Sutherland,
Blue State,R,Marshall Lewy,English,Canada,tt0780486,,59.0,40.0,,Breckin Meyer, Anna Paquin, Joyce Krenz,
U2,G,"Catherine Owens, Mark Pellington",English,United States,tt0892375,10363341.0,84.0,92.0,83.0,Bono, Adam Clayton, The Edge,
Jumper,PG-13,Doug Liman,English,United States,tt0489099,80172128.0,61.0,15.0,35.0,Hayden Christensen, Samuel L. Jackson, Jamie Bell,
It's a Free World...,Not Rated,Ken Loach,Persian,United Kingdom,tt0807054,,70.0,86.0,,Kierston Wareing, Juliet Ellis, Leslaw Zurek,
Already Dead,R,Joe Otting,English,United States,tt0937347,,56.0,,,Ron Eldard, Til Schweiger, Patrick Kilpatrick,
"Definitely, Maybe",PG-13,Adam Brooks,English,United Kingdom,tt0832266,32241649.0,71.0,70.0,59.0,Ryan Reynolds, Rachel Weisz, Abigail Breslin,
The Air I Breathe,R,Jieho Lee,English,United States,tt0485851,25775.0,67.0,10.0,37.0,Brendan Fraser, Sarah Michelle Gellar, Andy Garcia,
Vantage Point,PG-13,Pete Travis,English,United States,tt0443274,72266306.0,66.0,34.0,40.0,Dennis Quaid, Forest Whitaker, Matthew Fox,
The Spiderwick Chronicles,PG,Mark Waters,English,United States,tt0416236,71195053.0,65.0,81.0,62.0,Freddie Highmore, Sarah Bolger, David Strathairn,
Step Up 2: The Streets,PG-13,Jon M. Chu,English,United States,tt1023481,58017783.0,62.0,28.0,50.0,Robert Hoffman, Briana Evigan, Cassie Ventura,
Jodhaa Akbar,Not Rated,Ashutosh Gowariker,Hindi,India,tt0449994,3440718.0,75.0,75.0,69.0,Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood,
Great World of Sound,R,Craig Zobel,English,United States,tt0826547,22011.0,67.0,81.0,72.0,Pat Healy, Kene Holiday, John Baker,
Witless Protection,PG-13,Charles Robert Carner,English,United States,tt1001562,4161625.0,34.0,4.0,17.0,Larry the Cable Guy, Jenny McCarthy-Wahlberg, Richard Bull,
The Other Boleyn Girl,PG-13,Justin Chadwick,English,United Kingdom,tt0467200,26814957.0,67.0,43.0,50.0,Natalie Portman, Scarlett Johansson, Eric Bana,
Semi-Pro,R,Kent Alterman,English,United States,tt0839980,33479698.0,58.0,22.0,47.0,Will Ferrell, Woody Harrelson, André 3000,
Run Fatboy Run,PG-13,David Schwimmer,English,United Kingdom,tt0425413,6003262.0,66.0,46.0,48.0,Simon Pegg, Thandiwe Newton, Hank Azaria,
Please Vote for Me,Not Rated,Weijun Chen,Mandarin,China,tt1097256,,79.0,,,Cheng Cheng, Luo Lei, Xu Xiaofei,
Taxi to the Dark Side,R,Alex Gibney,English,United States,tt0854678,274661.0,75.0,100.0,82.0,Alex Gibney, Brian Keith Allen, Moazzam Begg,
Grace Is Gone,PG-13,Jim Strouse,English,United States,tt0772168,50899.0,67.0,63.0,65.0,John Cusack, Emily Churchill, Rebecca Spence,
Descent,NC-17,Talia Lugacy,English,United States,tt0463027,15233.0,47.0,35.0,45.0,Rosario Dawson, Chad Faust, Marcus Patrick,
