Title,Rated,Director,Language,Country,imdbID,BoxOffice,IMDB_Value,RT_Value,MC_Value,Actor_1,Actor_2,Actor_3,Actor_4
Udaan,Not Rated,Vikramaditya Motwane,Hindi,India,tt1639426,7461.0,81.0,,,Rajat Barmecha, Ronit Roy, Manjot Singh,
No,R,Pablo Larraín,Spanish,,tt2059255,,74.0,93.0,81.0,Gael García Bernal, Alfredo Castro, Antonia Zegers,
Finding Joy,Not Rated,Carlo De Rosa,English,United States,tt1975158,,52.0,,,Josh Cooke, Liane Balaban, Barry Bostwick,
The Haunting in Connecticut 2: Ghosts of Georgia,R,Tom Elkins,English,United States,tt1457765,,53.0,19.0,26.0,Abigail Spencer, Chad Michael Murray, Katee Sackhoff,
The Adonis Factor,Not Rated,Christopher Hines,English,United States,tt1563778,,52.0,,,Anthony O'Brien, Shane Stiel, Dakota Rivers,
Call Me Kuchu,Not Rated,"Katherine Fairfax Wright, Malika Zouhali-Worrall",English,United States,tt2088714,9124.0,76.0,98.0,80.0,David Bahati, David Kato, Gilles Muhame,
Starring Maja,,Teresa Fabik,Swedish,Ireland,tt1216501,,63.0,,,Zandra Andersson, Moa Silén, Anastasios Soulis,
Miss Kicki,Not Rated,Håkon Liu,English,Sweden,tt1322346,,65.0,,,Pernilla August, Ludwig Palmell, River Huang,
Side Effects,R,Steven Soderbergh,English,United States,tt2053463,32172757.0,71.0,81.0,75.0,Rooney Mara, Channing Tatum, Jude Law,
Midnight's Children,Not Rated,Deepa Mehta,English,Canada,tt1714866,190022.0,62.0,41.0,56.0,Rajat Kapoor, Vansh Bhardwaj, Anupam Kher,
Kadal,Not Rated,Mani Ratnam,Tamil,India,tt2344672,,55.0,,,Arjun Sarja, Arvind Swami, Gautham Karthik,
Identity Thief,R,Seth Gordon,English,United States,tt2024432,134506920.0,57.0,19.0,35.0,Jason Bateman, Melissa McCarthy, John Cho,
Shadow People,Not Rated,Keith Coulouris,English,United States,tt0783581,,58.0,,,Lesli Kay, Keith Coulouris, Kaela Dobkin,
The ABCs of Death,Not Rated,"Kaare Andrews, Angela Bettis, Hélène Cattet",English,United States,tt1935896,21832.0,47.0,37.0,43.0,Ingrid Bolsø Berdal, Iván González, Kyra Zagorsky,
21 Ways to Ruin a Marriage,PG-13,Johanna Vuoksenmaa,Finnish,Finland,tt2281065,,62.0,,,Armi Toivanen, Essi Hellén, Aku Hirviniemi,
Assault of the Sasquatch,R,Andrew Gernhard,English,United States,tt1251368,,35.0,,,Kevin Shea, Greg Nutcher, Sarah J. Ahearn,
The Rage,R,Robert Kurtzman,English,United States,tt0497432,,42.0,,,Andrew Divoff, Erin Brown, Ryan Hooks,
The Bang Bang Club,R,Steven Silver,English,Canada,tt1173687,,69.0,49.0,48.0,Ryan Phillippe, Malin Akerman, Taylor Kitsch,
The Gatekeepers,PG-13,Dror Moreh,Hebrew,Israel,tt2309788,2415727.0,76.0,94.0,91.0,Ami Ayalon, Avraham Shalom, Avi Dichter,
A Glimpse Inside the Mind of Charles Swan III,R,Roman Coppola,English,United States,tt2044729,45350.0,46.0,16.0,28.0,Charlie Sheen, Jason Schwartzman, Bill Murray,
Lore,Not Rated,Cate Shortland,German,Australia,tt1996310,970325.0,71.0,94.0,76.0,Saskia Rosendahl, Kai-Peter Malina, Nele Trebs,
Traffic Department,,Wojciech Smarzowski,Polish,Poland,tt2577150,,73.0,,,Bartlomiej Topa, Arkadiusz Jakubik, Julia Kijowska,
The Rumble in the Air-Conditioned Auditorium: O'Reilly vs. Stewart 2012,,Chuck O'Neil,English,USA,tt2400660,,80.0,,,Bill O'Reilly, Jon Stewart, E.D. Hill,
Right America: Feeling Wronged - Some Voices from the Campaign Trail,Not Rated,Alexandra Pelosi,English,United States,tt1372293,,72.0,,,Jonathan Alter, Carl Cameron, Katie Couric,
Game of Death,R,Giorgio Serafini,English,United States,tt1446072,,47.0,,,Wesley Snipes, Aunjanue Ellis, Zoë Bell,
Chinese Zodiac,PG-13,Jackie Chan,English,Hong Kong,tt1424310,,60.0,25.0,29.0,Jackie Chan, Shu Qi, Xingtong Yao,
The Playroom,Not Rated,Julia Dyer,English,United States,tt1815998,5964.0,53.0,54.0,59.0,Jonathan R. Freeman, Lydia Mackay, Olivia Harris,
Unfinished Song,PG-13,Paul Andrew Williams,English,United Kingdom,tt1047011,1702668.0,69.0,65.0,57.0,Terence Stamp, Gemma Arterton, Christopher Eccleston,
Beautiful Creatures,PG-13,Richard LaGravenese,English,United States,tt1559547,19452138.0,61.0,47.0,52.0,Alice Englert, Viola Davis, Emma Thompson,
Knucklehead,PG-13,Michael W. Watkins,English,United States,tt1524131,,51.0,10.0,24.0,Mark Feuerstein, Melora Hardin, Paul Wight,
A Good Day to Die Hard,R,John Moore,English,United States,tt1606378,67349198.0,52.0,15.0,28.0,Bruce Willis, Jai Courtney, Sebastian Koch,
21 & Over,R,"Jon Lucas, Scott Moore",English,United States,tt1711425,25682380.0,58.0,27.0,34.0,Miles Teller, Justin Chon, Jonathan Keltz,
War Witch,Not Rated,Kim Nguyen,French,Canada,tt1820488,70544.0,70.0,94.0,84.0,Rachel Mwanza, Alain Lino Mic Eli Bastien, Serge Kanyinda,
The World Before Her,TV-PG,Nisha Pahuja,English,Canada,tt2258685,,76.0,100.0,77.0,Pooja Chopra, Manasvi Mamgai, Marc Robinson,
Safe Haven,PG-13,Lasse Hallström,English,United States,tt1702439,71349120.0,66.0,14.0,34.0,Julianne Hough, Josh Duhamel, Cobie Smulders,
Elles,NC-17,Malgorzata Szumowska,French,France,tt1549589,157508.0,56.0,23.0,50.0,Juliette Binoche, Anaïs Demoustier, Joanna Kulig,
Bronies: The Extremely Unexpected Adult Fans of My Little Pony,TV-14,Laurent Malaquais,English,United States,tt2446192,,57.0,,,John de Lancie, Alex Tibcken, Tim Star,
The Act of Killing,Not Rated,"Joshua Oppenheimer, Anonymous, Christine Cynn",Indonesian,United Kingdom,tt2375605,486919.0,82.0,95.0,91.0,Anwar Congo, Herman Koto, Syamsul Arifin,
PressPausePlay,Not Rated,"David Dworsky, Victor Köhler",English,Sweden,tt1737674,,73.0,,,Apparat, Ólafur Arnalds, Scott Belsky,
Universal Soldier: Day of Reckoning,R,John Hyams,English,United States,tt1659343,5460.0,50.0,56.0,58.0,Jean-Claude Van Damme, Dolph Lundgren, Scott Adkins,
Room 237,Not Rated,Rodney Ascher,English,United States,tt2085910,296359.0,62.0,94.0,80.0,Bill Blakemore, Geoffrey Cocks, Juli Kearns,
Over gaden under vandet,,Charlotte Sieling,Danish,Denmark,tt1512897,,55.0,,,Sidse Babett Knudsen, Mohammed Al-Bakier, Anders W. Berthelsen,
Benji,,"Coodie, Chike Ozah",English,United States,tt2519480,,75.0,,,,,,
To Get Her,Not Rated,Erica Dunton,English,United States,tt1787828,,54.0,,,Jazzy De Lisser, Chelsea Logan, Adwoa Aboah,
Escape from Planet Earth,PG,Cal Brunker,English,United States,tt0765446,57012977.0,58.0,35.0,35.0,Brendan Fraser, Sarah Jessica Parker, Jessica Alba,
Saving Lincoln,Not Rated,Salvador Litvak,English,United States,tt2034098,,56.0,27.0,21.0,Tom Amandes, Lea Coco, Penelope Ann Miller,
Salla: Selling the Silence,,Markku Tuurna,Finnish,Finland,tt1587848,,68.0,,,Aarne Aatsinki, Juhani Aho, Ville Aho,
Before Midnight,R,Richard Linklater,English,United States,tt2209418,8114627.0,79.0,98.0,94.0,Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick,
The Oranges,R,Julian Farino,English,United States,tt1313139,366377.0,58.0,31.0,46.0,Leighton Meester, Hugh Laurie, Catherine Keener,
Fake It So Real,,Robert Greene,English,United States,tt1756511,,66.0,91.0,74.0,,,,
Which Way Home,Not Rated,Rebecca Cammisa,English,United States,tt0489342,,78.0,100.0,,,,,
Heroine,Not Rated,Madhur Bhandarkar,Hindi,India,tt1949548,598668.0,50.0,50.0,,Kareena Kapoor, Arjun Rampal, Randeep Hooda,
Snitch,PG-13,Ric Roman Waugh,English,United States,tt0882977,42930462.0,64.0,57.0,51.0,Dwayne Johnson, Susan Sarandon, Jon Bernthal,
Eye in the Sky,Not Rated,Nai-Hoi Yau,Cantonese,Hong Kong,tt0901488,,67.0,,,Simon Yam, Tony Ka Fai Leung, Kate Tsui,
TPB AFK: The Pirate Bay Away from Keyboard,Not Rated,Simon Klose,Swedish,Sweden,tt2608732,,74.0,,,Gottfrid Svartholm, Peter Sunde, Fredrik Neij,
Living in Emergency,Unrated,Mark N. Hopkins,English,United States,tt1294182,32208.0,80.0,,76.0,Davinder Gill, Tom Krueger, Chris Brasher,
Dark Skies,PG-13,Scott Stewart,English,United States,tt2387433,17418667.0,63.0,41.0,50.0,Keri Russell, Jake Brennan, Josh Hamilton,
Empty Nest,Unrated,Daniel Burman,Spanish,,tt1139664,,,50.0,49.0,Oscar Martínez, Cecilia Roth, Inés Efron,
I Am Jesus,,"Valerie Blankenbyl, Heloisa Sartorato",English,Italy,tt1937189,,65.0,,,Inri Cristo, David Shayler, Vissarion,
A Coffee in Berlin,Not Rated,Jan-Ole Gerster,German,Germany,tt1954701,150275.0,73.0,77.0,63.0,Tom Schilling, Katharina Schüttler, Justus von Dohnányi,
Journey to the West,PG-13,"Stephen Chow, Chi-Kin Kwok",Mandarin,China,tt2017561,18058.0,67.0,94.0,68.0,Zhang Wen, Shu Qi, Bo Huang,
Jack the Giant Slayer,PG-13,Bryan Singer,English,United States,tt1351685,65187603.0,63.0,52.0,51.0,Nicholas Hoult, Stanley Tucci, Ewan McGregor,
East Meets West,,Jeffrey Lau,Cantonese,Hong Kong,tt2091885,,38.0,,,Eason Chan, Ekin Cheng, Karen Mok,
The Last Exorcism Part II,PG-13,Ed Gass-Donnelly,English,France,tt2034139,15179302.0,40.0,15.0,35.0,Ashley Bell, Julia Garner, Spencer Treat Clark,
The Solitude of Prime Numbers,,Saverio Costanzo,Italian,Italy,tt1441373,,63.0,,,Alba Rohrwacher, Luca Marinelli, Arianna Nastro,
Wadjda,PG,Haifaa Al-Mansour,Arabic,Saudi Arabia,tt2258858,1347747.0,75.0,99.0,81.0,Waad Mohammed, Reem Abdullah, Abdullrahman Al Gohani,
The Unintentional Kidnapping of Mrs. Elfriede Ott,,Andreas Prochaska,German,Austria,tt1663636,,72.0,,,Elfriede Ott, Michael Ostrowski, Andreas Kiendl,
G.I. Joe: Retaliation,PG-13,Jon M. Chu,English,United States,tt1583421,122523060.0,57.0,28.0,41.0,Dwayne Johnson, Channing Tatum, Adrianne Palicki,
Kiss Me,Not Rated,Alexandra-Therese Keining,Swedish,Sweden,tt1859522,,68.0,,,Ruth Vega Fernandez, Liv Mjönes, Krister Henriksson,
Stoker,R,Park Chan-wook,English,United Kingdom,tt1682180,1714221.0,68.0,70.0,58.0,Mia Wasikowska, Nicole Kidman, Matthew Goode,
Phantom,R,Todd Robinson,English,United States,tt1922685,1034589.0,59.0,25.0,40.0,Ed Harris, Julian Adams, David Duchovny,
Sound City,Not Rated,Dave Grohl,English,United States,tt2306745,422853.0,78.0,100.0,76.0,Trent Reznor, Tom Petty, Mick Fleetwood,
Oz the Great and Powerful,PG,Sam Raimi,English,United States,tt1623205,234911825.0,63.0,56.0,44.0,James Franco, Michelle Williams, Rachel Weisz,
Tripping the Rift: The Movie,Not Rated,Bernie Denk,English,Canada,tt1212448,,54.0,,,Stephen Root, Maurice LaMarche, Jenny McCarthy, John Melendez
Fog City Mavericks,TV-14,Gary Leva,English,United States,tt0996396,,75.0,60.0,,Carroll Ballard, Brad Bird, Ronald Colby,
Dead Man Down,R,Niels Arden Oplev,English,United States,tt2101341,10895295.0,64.0,41.0,39.0,Colin Farrell, Noomi Rapace, Dominic Cooper,
The Croods,PG,"Kirk DeMicco, Chris Sanders",English,United States,tt0481499,187168425.0,72.0,71.0,55.0,Nicolas Cage, Ryan Reynolds, Emma Stone,
This Movie Is Broken,Not Rated,Bruce McDonald,English,Canada,tt1571739,,57.0,83.0,,Georgina Reilly, Gregory Ambrose Calderone, Kjartan Hewitt,
Life 2.0,Not Rated,Jason Spingarn-Koff,English,United States,tt1518809,,62.0,89.0,65.0,Teasa Copprue,,,
Sons of Perdition,R,"Tyler Measom, Jennilyn Merten",English,United States,tt1296893,,70.0,83.0,,Bruce Barlow, Deloy Bateman, Michelle Benward,
Last Call at the Oasis,PG-13,Jessica Yu,English,United States,tt2043900,42423.0,74.0,81.0,64.0,Erin Brockovich-Ellis, Jay Famiglietti, Peter H. Gleick,
Wieners,R,Mark Steilen,English,United States,tt0800268,,42.0,,,Kenan Thompson, Zachary Levi, Fran Kranz,
The Borrowers,Not Rated,Tom Harper,English,United Kingdom,tt1975269,,62.0,,,Christopher Eccleston, Sharon Horgan, Aisling Loftus,
Age of the Dragons,PG-13,Ryan Little,English,United States,tt1594917,,34.0,9.0,,Danny Glover, Vinnie Jones, Corey Sevier,
Populaire,R,Régis Roinsard,French,France,tt2070776,179091.0,68.0,73.0,58.0,Romain Duris, Féodor Atkine, Déborah François,
Emperor,PG-13,Peter Webber,English,Japan,tt2103264,3346265.0,65.0,32.0,48.0,Matthew Fox, Colin Moy, Tommy Lee Jones,
The Silence,Not Rated,Baran bo Odar,German,Germany,tt1361835,100214.0,70.0,88.0,72.0,Ulrich Thomsen, Claudia Michelsen, Wotan Wilke Möhring,
The Girl,PG-13,David Riker,Spanish,United States,tt1127883,35048.0,62.0,53.0,54.0,Abbie Cornish, Geoffrey Rivas, Austin West,
Leviathan,Not Rated,"Lucien Castaing-Taylor, Verena Paravel",English,United Kingdom,tt2332522,76202.0,65.0,83.0,81.0,Brian Jannelle, Adrian Guillette, Arthur Smith,
Burn,Not Rated,"Tom Putnam, Brenna Sanchez",English,United States,tt1781784,1109276.0,73.0,100.0,82.0,Donald Austin, Brendan Doogie Milewski, Craig Dougherty,
Elevator,Not Rated,Stig Svendsen,English,United States,tt1728975,,53.0,,,Christopher Backus, Anita Briem, John Getz,
3some,Unrated,Salvador García Ruiz,Spanish,Spain,tt1188985,,56.0,,,Adriana Ugarte, Nilo Zimmerman, Biel Duran,
Accomplices,TV-MA,Frédéric Mermoud,French,Switzerland,tt1292644,,66.0,80.0,,Gilbert Melki, Emmanuelle Devos, Cyril Descours,
May the Best Man Win,TV-MA,Adam Fleischhacker,English,United States,tt1072753,,74.0,,,Alison Becker, Kit Bland, Andrew Bowler,
9500 Liberty,Not Rated,"Eric Byler, Annabel Park",English,United States,tt1450681,,79.0,92.0,,Alanna Almeda, Charlie T. Deane, Guadencio Fernandez,
Klip,Unrated,Maja Milos,Serbian,Serbia,tt1900908,,56.0,50.0,54.0,Isidora Simijonovic, Vukasin Jasnic, Sanja Mikitisin,
Herman's House,Not Rated,Angad Bhalla,English,United States,tt2079512,4956.0,63.0,82.0,73.0,Jackie Sumell, Herman Wallace,,
A Thousand Cuts,Not Rated,Charles Evered,English,United States,tt1785277,,45.0,,,Michael O'Keefe, Olesya Rulin, James Van Patten,
Radio Rebel,TV-G,Peter Howitt,English,United States,tt2008633,,58.0,,,Debby Ryan, Sarena Parmar, Adam DiMarco,
StarStruck,TV-G,Michael Grossman,English,United States,tt1579247,,61.0,,,Sterling Knight, Danielle Campbell, Maggie Castle,
Geek Charming,TV-G,Jeffrey Hornaday,English,United States,tt1835977,,63.0,,,Sarah Hyland, Matt Prokop, Sasha Pieterse,
Elevator,Not Rated,George Dorobantu,Romanian,Romania,tt1273658,,59.0,,,Cristi Petrescu, Iulia Verdes,,
In Their Skin,Not Rated,Jeremy Power Regimbal,English,Canada,tt1790869,,53.0,40.0,50.0,Selma Blair, Joshua Close, James D'Arcy,
I Give It a Year,R,Dan Mazer,English,United Kingdom,tt2244901,34657.0,57.0,51.0,50.0,Rose Byrne, Rafe Spall, Alex Macqueen,
The Incredible Burt Wonderstone,PG-13,Don Scardino,English,United States,tt0790628,22537881.0,59.0,38.0,44.0,Steve Carell, Luke Vanek, Steve Buscemi,
Spring Breakers,R,Harmony Korine,English,United States,tt2101441,14124284.0,53.0,67.0,63.0,Vanessa Hudgens, Selena Gomez, Ashley Benson,
Shanghai Calling,PG-13,Daniel Hsia,English,United States,tt2070597,10400.0,62.0,53.0,45.0,Le Geng, Daniel Henney, Sean Gallagher,
I'm So Excited!,R,Pedro Almodóvar,Spanish,Spain,tt2243389,1368119.0,56.0,49.0,55.0,Javier Cámara, Pepa Charro, Cecilia Roth,
The Finger,,Sergio Teubal,Spanish,Argentina,tt1849759,,61.0,,,Fabián Vena, Gabriel Goity, Martín Seefeld,
The Frozen,PG-13,Andrew Hyatt,English,United States,tt2363439,,43.0,,,Brit Morgan, Seth David Mitchell, Noah Segan,
Amber Lake,Not Rated,Joe Robert Cole,English,United States,tt1737090,,57.0,,,Carmen Argenziano, Mekenna Melvin, Natalie Smyka,
Shining Night: A Portrait of Composer Morten Lauridsen,,Michael Stillwater,English,United States,tt2073077,,90.0,,,Morten Lauridsen, Dana Gioia, Paul Salamunovich,
Stolen Seas,,Thymaya Payne,English,Estonia,tt1981690,,69.0,100.0,71.0,,,,
The Atomic States of America,Not Rated,"Don Argott, Sheena M. Joyce",English,United States,tt2088919,,63.0,,,Michelle Catts, Kelly McMasters,,
Miss Farkku-Suomi,,Matti Kinnunen,Finnish,Finland,tt1804607,,65.0,,,Mikko Neuvonen, Sanni Kurkisuo, Elias Gould,
I Am Comic,R,Jordan Brady,English,United States,tt1568926,,65.0,,,Ahmed Ahmed, Franklyn Ajaye, Tim Allen,
The Call,R,Brad Anderson,English,United States,tt1911644,51872378.0,67.0,44.0,51.0,Halle Berry, Evie Thompson, Abigail Breslin,
Olympus Has Fallen,R,Antoine Fuqua,English,United States,tt2302755,98925640.0,65.0,50.0,41.0,Gerard Butler, Aaron Eckhart, Morgan Freeman,
InAPPropriate Comedy,R,Vince Offer,English,United States,tt1754811,228004.0,27.0,0.0,1.0,Adrien Brody, Lindsay Lohan, Michelle Rodriguez,
Gregory Crewdson: Brief Encounters,Not Rated,Ben Shapiro,English,United States,tt2281267,60064.0,74.0,94.0,87.0,Costanza Theodoli Braschi, Gregory Crewdson, Samantha Ressler,
Steep,PG,Mark Obenhaus,English,United States,tt1003118,260586.0,72.0,54.0,58.0,Ingrid Backstrom, Anselme Baud, Bill Briggs,
Los Marziano,,Ana Katz,Spanish,Argentina,tt1629736,,55.0,,,Arturo Puig, Guillermo Francella, María José Caracci,
My Brother the Devil,Not Rated,Sally El Hosaini,English,United Kingdom,tt2076897,44906.0,65.0,90.0,71.0,James Krishna Floyd, Elarica Johnson, Fady Elsayed,
The First Time,PG-13,Jonathan Kasdan,English,United States,tt1763303,22836.0,68.0,47.0,55.0,Dylan O'Brien, Britt Robertson, Victoria Justice,
Company,Not Rated,Lonny Price,English,United States,tt1942831,,77.0,,,Neil Patrick Harris, Patti LuPone, Martha Plimpton,
Kill for Me,R,Michael Greenspan,English,Canada,tt2085957,,55.0,,,Katie Cassidy, Tracy Spiridakos, Donal Logue, Adam DiMarco
Das Rätsel von Tunguska,,Christoph Schuch,German,Germany,tt1459858,,67.0,,,Amartscha, Mark Boslough, Christoph Brenneisen,
My Last Five Girlfriends,TV-14,Julian Kemp,English,United Kingdom,tt1050002,,57.0,32.0,,Brendan Patricks, Naomie Harris, Kelly Adams,
Trailer Park of Terror,R,Steven Goldmann,English,United States,tt0892109,,52.0,,,Nichole Hiltz, Lew Temple, Jeanette Brox,
The Task,R,Alex Orwell,English,United States,tt1621446,,42.0,,,Alexandra Staden, Victor McGuire, Sean McConaghy,
2:22,R,Phillip Guzman,English,Canada,tt1261041,,52.0,,,Mick Rossi, Robert Miano, Aaron Gallagher,
Miguel and William,Not Rated,Inés París,Spanish,Spain,tt0497411,,51.0,,,Elena Anaya, Juan Luis Galiardo, Will Kemp,
The Brussels Business,Not Rated,"Matthieu Lietaert, Friedrich Moser",English,Belgium,tt2279313,,68.0,,,Catherine Ashton, Leon Brittan, Maria Green Cowles,
Storage,,Michael Craft,English,Australia,tt1223893,,57.0,,,Matthew Scully, Robert Price, Elise Greig,
Assassin's Bullet,R,Isaac Florentine,English,United States,tt1780983,,36.0,7.0,20.0,Christian Slater, Donald Sutherland, Elika Portnoy,
In the House,R,François Ozon,French,France,tt1964624,389757.0,74.0,88.0,72.0,Fabrice Luchini, Vincent Schmitt, Ernst Umhauer,
30 Beats,R,Alexis Lloyd,English,France,tt1484521,14693.0,40.0,5.0,20.0,Condola Rashad, Justin Kirk, Jennifer Tilly,
The Place Beyond the Pines,R,Derek Cianfrance,English,United States,tt1817273,21403519.0,73.0,78.0,68.0,Ryan Gosling, Bradley Cooper, Eva Mendes,
Into the White,R,Petter Næss,English,Norway,tt1876277,704.0,71.0,45.0,,Florian Lukas, David Kross, Lachlan Nieboer,
The Brass Teapot,R,Ramaa Mosley,English,United States,tt1935902,6997.0,63.0,31.0,43.0,Juno Temple, Michael Angarano, Alexis Bledel,
Phil Spector,TV-MA,David Mamet,English,United States,tt1745862,,62.0,50.0,,Al Pacino, Helen Mirren, Jeffrey Tambor,
For the Love of a Dog,,Sheree Le Mon,English,United States,tt0903831,,51.0,,,Sherman Hemsley, Phil Vassar, Tina Witherby,
Alabama Moon,PG,Tim McCanlies,English,United States,tt1300155,47305.0,64.0,,,Jimmy Bennett, Gabriel Basso, Uriah Shelton,
The Host,PG-13,Andrew Niccol,English,United States,tt1517260,26627201.0,58.0,10.0,35.0,Saoirse Ronan, Max Irons, Jake Abel,
Ocean Heaven,Not Rated,Xiaolu Xue,Mandarin,China,tt1498858,,75.0,,,Jet Li, Zhang Wen, Gwei Lun-Mei,
Angel Dog,PG,Robin Conly,English,United States,tt1711456,,56.0,,,Jon Michael Davis, Farah White, Maurice Ripke,
The Best and the Brightest,R,Josh Shelov,English,United States,tt1438251,,48.0,26.0,26.0,Neil Patrick Harris, Amelia Talbot, Bonnie Somerville,
Deano and Nige's Best Last Day Ever,Not Rated,Robert Sarkies,English,New Zealand,tt1792643,,57.0,50.0,,Bret McKenzie, Hamish Blake, Maaka Pohatu,
A Beautiful Life,Not Rated,Alejandro Chomski,English,United States,tt1043787,,43.0,0.0,13.0,Angela Sarafyan, Dana Delany, Bai Ling,
A Bird of the Air,PG-13,Margaret Whitton,English,United States,tt0448022,10152.0,66.0,30.0,42.0,Rachel Nichols, Jackson Hurst, Anjanette Comer,
A Bag of Hammers,Not Rated,Brian Crano,English,United States,tt1509787,,66.0,62.0,50.0,Jason Ritter, Jake Sandvig, Chandler Canterbury,
The Good Doctor,PG-13,Lance Daly,English,United States,tt1582271,5206.0,55.0,66.0,52.0,Orlando Bloom, Riley Keough, Taraji P. Henson,
The Whale,G,"Suzanne Chisholm, Michael Parfit",English,Canada,tt1708537,81881.0,81.0,83.0,64.0,Ryan Reynolds, Luna, Michael Parfit,
Admission,PG-13,Paul Weitz,English,United States,tt1814621,18007317.0,57.0,39.0,48.0,Tina Fey, Paul Rudd, Nat Wolff,
Riverworld,TV-14,Stuart Gillard,English,United States,tt1419950,,49.0,,,Tahmoh Penikett, Mark Deklin, Peter Wingfield,
Kuningas Litmanen,,Arto Koskinen,Finnish,Finland,tt2316787,,75.0,,,Danny Blind, Frank de Boer, Ronald de Boer,
A Bunch of Amateurs,,Andy Cadiff,English,United Kingdom,tt1171226,,60.0,,,Burt Reynolds, Alexandra Weaver, Elesia Marie,
Night Across the Street,Not Rated,Raúl Ruiz,Spanish,Chile,tt1876360,16778.0,61.0,95.0,76.0,Christian Vadim, Sergio Hernández, Santiago Figueroa,
The Flat,Not Rated,Arnon Goldfinger,Hebrew,Israel,tt2071620,471842.0,69.0,85.0,83.0,Michael Adler, Yaron Amit, Avrham Barkai,
Patience,Not Rated,Grant Gee,English,United Kingdom,tt2118702,15941.0,70.0,90.0,75.0,Jonathan Pryce, Tacita Dean, William Firebrace,
Magadheera,Not Rated,S.S. Rajamouli,Telugu,India,tt1447500,,77.0,,,Ram Charan Teja, Kajal Aggarwal, Dev Gill,
One Life,TV-PG,"Michael Gunton, Martha Holmes",English,United Kingdom,tt1762300,,79.0,90.0,68.0,Daniel Craig, Koert-Jan de Bruijn,,
Blue Caprice,R,Alexandre Moors,English,United States,tt2027064,93995.0,59.0,84.0,76.0,Isaiah Washington, Tequan Richmond, Tim Blake Nelson,
Bad 25,Not Rated,Spike Lee,English,United States,tt2220642,,79.0,92.0,69.0,Michael Jackson, Glen Ballard, John Barnes,
Besa,,Srdjan Karanovic,Serbian,Serbia,tt1272006,,72.0,,,Predrag 'Miki' Manojlovic, Iva Krajnc, Radivoje Bukvic,
Huddersfield,,Ivan Zivkovic,Serbian,Serbia,tt0855822,,82.0,,,Goran Susljik, Nebojsa Glogovac, Vojin Cetkovic,
Underground: The Julian Assange Story,Not Rated,Robert Connolly,English,Australia,tt2357453,,67.0,,,Rachel Griffiths, Anthony LaPaglia, Alex Williams,
009 Re: Cyborg,TV-14,Kenji Kamiyama,Japanese,Japan,tt2078523,,58.0,23.0,,Chiwa Saitô, Daisuke Ono, Hiroyuki Yoshino,
Ace Attorney,,Takashi Miike,Japanese,Japan,tt1891974,,65.0,,,Hiroki Narimiya, Takumi Saitoh, Mirei Kiritani,
Loaded,R,Alan Pao,English,United States,tt0893406,,45.0,,,Jesse Metcalfe, Corey Large, Monica Keena,
Evil Dead,R,Fede Alvarez,English,United States,tt1288558,54239856.0,65.0,63.0,57.0,Jane Levy, Shiloh Fernandez, Jessica Lucas,
Trance,R,Danny Boyle,English,United Kingdom,tt1924429,2328743.0,69.0,69.0,61.0,James McAvoy, Rosario Dawson, Vincent Cassel,
Chasing Beauty,Not Rated,Brent Huff,English,United States,tt2261389,,61.0,,,Kelly Anderson, Jo Baker, William Barney,
Killing Bono,R,Nick Hamm,English,United Kingdom,tt1535101,,63.0,56.0,46.0,Ben Barnes, Robert Sheehan, Krysten Ritter,
Welcome to the Punch,R,Eran Creevy,English,United Kingdom,tt1684233,9747.0,61.0,47.0,49.0,James McAvoy, Mark Strong, Andrea Riseborough,
An Awkward Sexual Adventure,Not Rated,Sean Garrity,English,Canada,tt2112210,,61.0,63.0,,Jonas Chernick, Emily Hampshire, Sarah Manninen,
A Perfect Plan,,Pascal Chaumeil,French,France,tt1986843,,63.0,33.0,,Diane Kruger, Dany Boon, Alice Pol,
En familie,,Pernille Fischer Christensen,Danish,Denmark,tt1568815,,66.0,,,Jesper Christensen, Lene Maria Christensen, Pilou Asbæk,
Papadopoulos & Sons,Not Rated,Marcus Markou,English,,tt2006810,,60.0,71.0,,Carl Rice, Stephen Dillane, Selina Cadell,
Better This World,Not Rated,"Kelly Duane, Katie Galloway",English,United States,tt1460739,,72.0,100.0,,Scott Crow, Brandon Darby, Matthew Vadum,
A Stone's Throw Away,,Sebastián Hiriart,Spanish,Mexico,tt1720040,,69.0,,,Gabino Rodríguez, Rogelio Medina, Alejandra España,
Skylab,,Julie Delpy,French,France,tt1638350,,64.0,,,Bernadette Lafont, Emmanuelle Riva, Eric Elmosnino,
Putzel,Not Rated,Jason Chaet,English,United States,tt1980218,,61.0,,,Jack Carpenter, Melanie Lynskey, John Pankow,
The King of Texas,Not Rated,René Pinnell,English,United States,tt1185370,,70.0,,,Wayne Bell, Ray Benson, Louis Black,
About Face: Supermodels Then and Now,Not Rated,Timothy Greenfield-Sanders,English,United States,tt2085741,,67.0,,,Carmen Dell'Orefice, Isabella Rossellini, Jerry Hall,
Hitler's Stealth Fighter,,Michael Jorgensen,English,United States,tt1864353,,74.0,,,Manuel Sinor, Rainer Kahl, Ken Beleshko,
One Lucky Elephant,Not Rated,Lisa Leeman,English,United States,tt1053902,,66.0,96.0,71.0,Ivor David Balding, Flora,,
Racing Dreams,PG,Marshall Curry,English,United States,tt1152840,65082.0,72.0,100.0,78.0,Annabeth Barnes, Josh Hobson, Brandon Warren,
