imdbID,Title,Year,Month,Box_Office,IMDB_Value,RT_Value,MC_Value,Vote_Average,Rated,Director,Language,Country,Runtime,Actor_1,Actor_2,Actor_3,Genre_1,Genre_2,Genre_3
tt3039472,Return to Return to Nuke 'Em High Aka Vol. 2,2017,01,,56.0,65.37,65.37,65.37,Not Rated,Lloyd Kaufman,English,United States,72.0,Asta Paredes, Catherine Corcoran, Zac Amico,Comedy,Horror,
tt4246854,Coconut Hero,2015,08,,63.0,60.89,60.89,60.89,,Florian Cossen,English,Germany,101.0,Alex Ozerov-Meyer, Bea Santos, Krista Bridges,Comedy,Drama,
tt1929276,Estranged,2015,08,,54.0,100.0,53.64,53.64,Not Rated,Adam Levins,English,United Kingdom,92.0,Craig Conway, James Cosmo, Bob Duff,Horror,Thriller,
tt2784936,Backtrack,2015,07,,59.0,29.0,43.0,58.0,R,Michael Petroni,English,Australia,90.0,Adrien Brody, Jenni Baird, Bruce Spence,Thriller,Horror,
tt3746700,The Encounter,2015,06,,34.0,35.870000000000005,35.870000000000005,35.870000000000005,,Robert Conway,English,United States,85.0,Clint James, Owen Conway, Megan Drust,Horror,Science Fiction,
tt2600730,Maïna,2013,09,,66.0,64.09,64.09,64.09,,Michel Poulette,Inuktitut,Canada,103.0,Roseanne Supernault, Ipeelie Ootoova, Uapshkuss Thernish,Adventure,Drama,
tt3836512,Ratter,2015,01,,49.0,60.0,51.18000000000001,51.18000000000001,R,Branden Kramer,English,United States,80.0,Ashley Benson, Matt McGorry, Kaili Vernoff,Drama,Horror,Thriller
tt0982922,Road to Victory,2007,01,,48.0,78.0,20.0,20.0,Not Rated,Mike Reilly,English,United States,0.0,Mike Reilly, Julia Benson, Poppi Reiner,Drama,Romance,
tt1274596,USS Seaviper,2012,05,,23.0,30.0,30.0,30.0,Not Rated,Ralph A. Villani,English,United States,102.0,Tim Large, Jeremy King, Robb Maus,Action,War,
tt3509626,54 Days,2014,11,,63.0,0.0,0.0,0.0,,Tim R. Lea,English,Australia,87.0,Michela Carattini, Dianna La Grassa, Michael Drysdale,Thriller,,
tt5491920,Sethupathi,2016,02,,71.0,64.33,64.33,64.33,Not Rated,S.U. Arun Kumar,Tamil,India,121.0,Vijay Sethupathi, Ramya Nambeeshan, Raaghavan Murugan,Action,Thriller,
tt1992138,Force,2011,09,,65.0,50.0,65.16,65.16,R,Nishikant Kamat,Hindi,India,137.0,John Abraham, Genelia D'Souza, Vidyut Jammwal,Action,Crime,Drama
tt1606600,DC Showcase: Jonah Hex,2010,07,,73.0,71.44999999999999,71.44999999999999,71.44999999999999,PG-13,Joaquim Dos Santos,English,USA,12.0,Thomas Jane, Linda Hamilton, Jason Marsden,Animation,Action,Western
tt0837156,Pee-wee's Big Holiday,2016,03,,61.0,61.13,63.0,61.13,TV-PG,John Lee,English,United States,90.0,Paul Reubens, Jordan Black, Doug Cox,Adventure,Comedy,Family
tt4257926,Miracles from Heaven,2016,03,61705123.0,71.0,45.0,44.0,74.27,PG,Patricia Riggen,English,United States,119.0,Jennifer Garner, Kylie Rogers, Martin Henderson,Family,Drama,
tt4009492,The Answers,2015,02,,76.0,76.0,76.0,76.0,,Michael Goode,English,,8.0,Daniel Lissing, Rose McIver, Dawn Sorenson,Comedy,Drama,Fantasy
tt4210080,The Confirmation,2016,03,,64.0,91.0,65.0,64.27,PG-13,Bob Nelson,English,Canada,101.0,Clive Owen, Maria Bello, Jaeden Martell,Drama,Comedy,
tt4955294,Prologue,2015,06,,65.0,64.0,64.0,64.0,,Richard Williams,None,United Kingdom,6.0,,,,Action,Animation,
tt3922816,The Daughter,2015,10,26376.0,66.0,77.0,62.0,65.0,,Simon Stone,English,Australia,96.0,Geoffrey Rush, Nicholas Hope, Sam Neill,Drama,,
tt4143384,The Last Patrol,2014,10,,68.0,50.0,50.0,50.0,Not Rated,Sebastian Junger,English,United States,87.0,Brendan O'Byrne,,,Documentary,,
tt4131188,Test,2014,09,,73.0,82.0,70.0,70.0,,Aleksandr Kott,None,Russia,95.0,Elena An, Danila Rassomakhin, Karim Pakachakov,Drama,,
tt1982177,Exit Marrakech,2013,06,,63.0,61.18000000000001,61.18000000000001,61.18000000000001,,Caroline Link,German,Germany,123.0,Ulrich Tukur, Samuel Schneider, Hafsia Herzi,Drama,,
tt1496460,Space Tourists,2010,06,,69.0,54.0,54.0,54.0,Not Rated,Christian Frei,English,Switzerland,98.0,Anousheh Ansari, Jonas Bendiksen, Dumitru Popescu,Documentary,Adventure,History
tt4076284,Life Is Sacred,2014,11,,79.0,55.0,55.0,55.0,,"Andreas Dalsgaard, Vivana Gomez, Viviana Gómez Echeverry",Spanish,Denmark,104.0,,,,Documentary,,
tt1206485,Nuit de chien,2008,01,,57.0,63.93,63.93,63.93,,Werner Schroeter,French,Portugal,110.0,Pascal Greggory, Bruno Todeschini, Éric Caravaca,Drama,,
tt1719541,Neue Vahr Süd,2010,11,,67.0,65.0,65.0,65.0,,Hermine Huntgeburth,German,Germany,90.0,Frederick Lau, Eike Weinreich, Miriam Stein,Comedy,,
tt3687304,The Driftless Area,2015,04,,53.0,51.0,51.0,51.0,R,Zachary Sluser,English,Canada,95.0,Anton Yelchin, Zooey Deschanel, John Hawkes,Crime,Drama,Mystery
tt4273292,Under the Shadow,2016,09,31900.0,68.0,99.0,83.0,64.7,PG-13,Babak Anvari,Persian,United Kingdom,84.0,Narges Rashidi, Avin Manshadi, Bobby Naderi,Drama,Horror,Thriller
tt4309356,Ivy,2015,01,,80.0,67.0,77.99000000000001,77.99000000000001,Not Rated,Tolga Karaçelik,Turkish,Turkey,104.0,Nadir Saribacak, Hakan Karsak, Kadir Çermik,Drama,Fantasy,Thriller
tt2943910,Are You Joking?,2014,05,,52.0,0.0,0.0,0.0,Not Rated,Jake Wilson,English,United States,92.0,Josh Segarra, Katherine Waterston, Margaret Colin,Comedy,,
tt2912120,The Young Kieslowski,2014,06,,65.0,56.0,52.0,71.86,R,Kerem Sanga,English,United States,94.0,Ryan Malgarini, Haley Lu Richardson, Joshua Malina,Comedy,Drama,
tt2447842,Vinodentro,2013,12,,59.0,57.0,57.0,57.0,,Ferdinando Vicentini Orgnani,Italian,Italy,0.0,Vincenzo Amato, Pietro Sermonti, Daniela Virgilio,Thriller,,
tt5113086,Little Dead Rotting Hood,2016,01,,36.0,35.63,35.63,35.63,Unrated,Jared Cohn,English,United States,90.0,Eric Balfour, Bianca A. Santos, Romeo Miller,Fantasy,Horror,Romance
tt4586626,Showdown in Manila,2016,02,,26.0,0.0,31.560000000000002,31.560000000000002,,Mark Dacascos,English,United States,86.0,Alexander Nevsky, Casper Van Dien, Cary-Hiroyuki Tagawa,Action,,
tt4136084,Florence Foster Jenkins,2016,05,27383770.0,68.0,88.0,71.0,66.77,PG-13,Stephen Frears,English,United Kingdom,110.0,Meryl Streep, Hugh Grant, Simon Helberg,Comedy,Drama,
tt4505208,One Man and His Cow,2016,02,,67.0,67.8,67.8,67.8,G,Mohamed Hamidi,French,France,91.0,Fatsah Bouyahmed, Lambert Wilson, Jamel Debbouze,Drama,Comedy,
tt4227282,Driver from Hell,2015,11,,34.0,0.0,40.510000000000005,40.510000000000005,TV-14,Micheal Bafaro,English,Canada,83.0,Anna Hutchison, Andrea Whitburn, Jennifer Koenig,Thriller,Action,Horror
tt1678054,Underwater Love,2011,04,,55.0,51.92,51.92,51.92,Not Rated,Shinji Imaoka,Japanese,Japan,87.0,Sawa Masaki, Yoshirô Umezawa, Ai Narita,Fantasy,Romance,Comedy
tt4085084,Disorder,2015,09,51879.0,62.0,73.0,66.0,56.0,Unrated,Alice Winocour,French,France,100.0,Matthias Schoenaerts, Diane Kruger, Paul Hamy,Drama,Thriller,
tt3657832,Hinterdupfing,2014,05,,49.0,47.0,47.0,47.0,,Andreas Schmidbauer,German,Germany,0.0,Uli Bauer, Johanna Bittenbinder, Bianca Breit,Comedy,,
tt2166934,My Man Is a Loser,2014,07,,44.0,44.5,19.0,44.5,R,Mike Young,English,United States,95.0,John Stamos, Tika Sumpter, Michael Rapaport,Comedy,,
tt2230342,Gaming Instinct,2013,10,,53.0,56.0,56.0,56.0,,Gregor Schnitzler,German,Germany,102.0,Michelle Barthel, Jannik Schümann, Maximilian Brückner,Drama,,
tt3579808,The Land of Oz,2015,06,,69.0,61.41,61.41,61.41,,Vasiliy Sigarev,Russian,Russia,95.0,Yana Troyanova, Gosha Kutsenko, Andrey Ilenkov,Comedy,,
tt1259615,12 Paces Without a Head,2009,12,,54.0,65.0,65.0,65.0,,Sven Taddicken,German,Germany,108.0,Ronald Zehrfeld, Matthias Schweighöfer, Oliver Bröcker,Comedy,,
tt2302601,Evil Feed,2013,10,,40.0,43.48,43.48,43.48,Not Rated,Kimani Ray Smith,English,Canada,90.0,Laci J Mailey, Terry Chen, Akotene Chanoine,Action,Horror,
tt3306776,Bayonetta: Bloody Fate - Beyonetta buraddi feito,2013,11,,57.0,65.33,65.33,65.33,TV-MA,Fuminori Kizaki,Japanese,Japan,91.0,Atsuko Tanaka, Mie Sonozaki, Miyuki Sawashiro,Animation,Action,Fantasy
tt2390792,Shana: The Wolf's Music,2014,08,,58.0,73.0,73.0,73.0,,Nino Jacusso,English,Canada,96.0,Alana Aspinall, Marty Aspinall, Delilah Dick,Adventure,Drama,Music
tt2570224,Two-Bit Waltz,2014,11,2540.0,50.0,58.0,58.0,58.0,R,Clara Mamet,English,United States,81.0,Clara Mamet, William H. Macy, Jared Gilman,Comedy,Drama,Family
tt3760922,My Big Fat Greek Wedding 2,2016,03,59689605.0,60.0,27.0,37.0,59.28,PG-13,Kirk Jones,English,United States,94.0,Nia Vardalos, John Corbett, Michael Constantine,Romance,Comedy,
tt2133196,Born to Be Blue,2015,09,830129.0,68.0,88.0,64.0,66.24,R,Robert Budreau,English,Canada,97.0,Ethan Hawke, Carmen Ejogo, Callum Keith Rennie,Drama,Music,
tt5154100,Arrêt Pipi,2015,10,,64.0,57.0,57.0,57.0,,Maarten Groen,Dutch,Netherlands,5.0,Bo Maerten, Benjamin Moen, Pim Lambeau,Horror,,
tt3696774,Danny and the Wild Bunch,2014,02,,72.0,60.0,60.0,60.0,,Robert Rugan,English,United States,5.0,Rob Tepper, Nora Zehetner,,Action,Animation,
tt2993298,Failure,2013,06,,60.0,58.0,58.0,58.0,,Michael Cera,English,United States,4.0,Michael Cera, Aubrey Plaza,,Comedy,,
tt5310090,Irudhi Suttru,2016,01,76931.0,76.0,55.0,73.89,73.89,Not Rated,Sudha Kongara,Tamil,India,109.0,Madhavan, Nassar, Radha Ravi,Action,Drama,
tt3007898,Love's Routine,2013,06,,70.0,66.0,66.0,66.0,,Shirlyn Wong,English,United States,9.0,Willem Dafoe, George Finn, Ben Gavin,Comedy,Drama,
tt3007904,Saving Norman,2013,05,,67.0,62.5,62.5,62.5,,Hanneke Schutte,English,United States,9.0,Willem Dafoe, Nikki Deloach, Charles Kim,Comedy,Drama,
tt2266184,Fugu & Tako,2012,09,,64.0,65.0,65.0,65.0,,Ben West,Japanese,Australia,10.0,Kentaro Hara, Kuni Hashimoto, Shingo Usami,,,
tt4126604,The Gift,2014,07,,67.0,60.0,60.0,60.0,,Ivan Petukhov,English,United States,8.0,Uma Thurman, Andrew Bowen, Edie McClurg,Romance,Drama,
tt1655566,Apricot,2009,12,,71.0,60.0,60.0,60.0,,Ben Briand,English,Australia,11.0,Ewen Leslie, Laura Gordon, Joshua Rozzi,Mystery,,
tt5424898,In the Last Days of the City,2017,09,,69.0,80.0,75.0,61.0,,Tamer El Said,Arabic,Egypt,118.0,Khalid Abdalla, Laila Samy, Hanan Youssef,Drama,,
tt4899406,Neon Bull,2016,01,26734.0,68.0,88.0,80.0,68.1,Unrated,Gabriel Mascaro,Portuguese,Brazil,101.0,Juliano Cazarré, Maeve Jinkings, Josinaldo Alves,Drama,,
tt2396350,"Coffee, Kill Boss",2013,08,,64.0,80.0,80.0,80.0,Not Rated,Nathan Marshall,English,United States,0.0,Eddie Jemison, Noureen DeWulf, Peter Breitmayer,,,
tt1865335,Confession of a Child of the Century,2012,08,74.0,43.0,0.0,45.0,45.0,TV-MA,Sylvie Verheyde,English,France,120.0,Charlotte Gainsbourg, Pete Doherty, August Diehl,Drama,,
tt5352432,Hannibal Buress: Comedy Camisado,2016,02,,66.0,100.0,64.0,64.0,TV-MA,Lance Bangs,English,United States,67.0,Hannibal Buress, Al Jackson, Dan Steinhaus,Comedy,,
tt5222724,Jimmy Carr: Funny Business,2016,03,,72.0,69.0,69.0,69.0,Not Rated,Sam Wrench,English,United Kingdom,62.0,Jimmy Carr,,,Comedy,TV Movie,
tt1478841,The Buddha,2010,04,,75.0,66.15,66.15,66.15,TV-G,David Grubin,English,United States,120.0,Richard Gere, Blair Brown, The Dalai Lama,Documentary,,
tt1430633,1724 gibangnandongsageon,2008,12,,59.0,50.0,50.0,50.0,Not Rated,Kyun-dong Yeo,Korean,South Korea,103.0,Lee Jung-jae, Kim Ok-bin, Seok-hun Kim,Action,Adventure,Comedy
tt4651932,Barista,2015,11,,63.0,57.38,57.38,57.38,Not Rated,Rock Baijnauth,English,United States,103.0,Eden-Marie Abramowicz, Charles Babinski, Charlie Habegger,Documentary,,
tt1490785,I Saw the Light,2016,02,1646788.0,58.0,19.0,47.0,63.69,R,Marc Abraham,English,United States,123.0,Tom Hiddleston, Elizabeth Olsen, Maddie Hasson,Music,Drama,
tt1468846,Get a Job,2016,03,,52.0,53.48,31.0,53.48,R,Dylan Kidd,English,United States,83.0,Miles Teller, Anna Kendrick, Bryan Cranston,Comedy,,
tt3547682,What We Become,2015,09,,56.0,54.47,60.0,54.47,Not Rated,Bo Mikkelsen,Danish,Denmark,85.0,Benjamin Engell, Troels Lyby, Mille Dinesen,Horror,Thriller,
tt4139124,Keanu,2016,04,20591853.0,62.0,78.0,63.0,61.0,R,Peter Atencio,English,United States,100.0,Keegan-Michael Key, Jordan Peele, Tiffany Haddish,Action,Comedy,Crime
tt2115420,The Taiwan Oyster,2012,03,,75.0,66.25,73.0,66.25,Not Rated,Mark Jarrett,English,Taiwan,108.0,Billy Harvey, Jeff Palmiotti, Leonora Lim-Moore,Drama,,
tt3340908,Honey Night,2015,04,,69.0,65.0,65.0,65.0,,Ivo Trajkov,Macedonian,North Macedonia,90.0,Nikola Ristanovski, Verica Nedeska, Igor Angelov,Drama,Thriller,
tt3823018,Sparrows,2015,05,,68.0,83.0,64.0,64.0,,Rúnar Rúnarsson,Icelandic,Iceland,99.0,Rade Serbedzija, Ingvar Sigurdsson, Arna Magnea Danks,Drama,,
tt5278832,The Lure,2015,12,101657.0,63.0,89.0,72.0,63.0,Not Rated,Agnieszka Smoczynska,Polish,Poland,93.0,Marta Mazurek, Michalina Olszanska, Kinga Preis,Horror,Fantasy,Music
tt4129870,White Girl,2016,09,200242.0,57.0,70.0,65.0,57.160000000000004,TV-MA,Elizabeth Wood,English,United States,88.0,Morgan Saylor, Brian Marc, Justin Bartha,Drama,,
tt3838992,Yoga Hosers,2016,07,,42.0,24.0,23.0,46.68,PG-13,Kevin Smith,English,United States,88.0,Lily-Rose Depp, Harley Quinn Smith, Johnny Depp,Comedy,Fantasy,Horror
tt1608516,Lauf Junge lauf,2013,11,,71.0,70.71,70.71,70.71,Not Rated,Pepe Danquart,Polish,Germany,108.0,Andrzej Tkacz, Kamil Tkacz, Elisabeth Duda,Drama,War,
tt2551516,Google and the World Brain,2013,01,,67.0,83.0,62.0,62.0,,Ben Lewis,English,Spain,89.0,Brendan Price, Nicolas Chapman, Molly Malcolm,Documentary,,
tt0479872,Brasilintime: Batucada com Discos,2007,11,,83.0,57.0,57.0,57.0,,Brian Cross,English,United States,116.0,Babu, Cut Chemist, Ivan Conti,Documentary,Music,
tt3708886,War on Everyone,2016,10,,58.0,62.0,50.0,57.42,R,John Michael McDonagh,English,United Kingdom,98.0,Alexander Skarsgård, Michael Peña, Theo James,Action,Comedy,Mystery
tt3460064,The Notorious Mr. Bout,2014,01,,66.0,80.0,54.0,54.0,Not Rated,"Tony Gerber, Maxim Pozdorovkin",Russian,Russia,94.0,Sergei Bout, Wim Brown, Alla Vladimirovna But,Documentary,,
tt2789422,Elektro Moskva,2013,06,,70.0,51.0,51.0,51.0,Unrated,"Dominik Spritzendorfer, Elena Tikhonova",Russian,Austria,89.0,Alexey Borisov, Stanislav Kreichi, Dmitriy Morozov,Documentary,Music,
tt3146408,Wavemakers,2013,07,,84.0,70.0,70.0,70.0,Not Rated,Caroline Martel,French,Canada,96.0,Suzanne Binet-Audet, Jean-Loup Dierstein, Jonny Greenwood,Documentary,,
tt2636424,Tony Benn: Will and Testament,2014,06,,80.0,79.0,58.0,58.0,,Skip Kite,English,United Kingdom,90.0,Tony Benn,,,Documentary,,
tt1591138,Brian Eno: Another Green World,2010,01,,0.0,0.0,0.0,0.0,,Nicola Roberts,,,60.0,Brian Eno, Steve Lillywhite, Paul Morley,Documentary,Music,
tt1178658,This Is the Life,2008,02,,67.0,74.0,74.0,74.0,,Ava DuVernay,English,United States,97.0,2Mex, Chali 2na, Cut Chemist,Documentary,Music,
tt1978354,What Darwin Didn't Know,2009,11,,79.0,50.0,50.0,50.0,,,English,United Kingdom,90.0,Armand Leroi,,,Documentary,,
tt1156524,The People Speak,2009,12,,73.0,70.0,70.0,70.0,,"Anthony Arnove, Chris Moore, Howard Zinn",English,United States,113.0,Viggo Mortensen, Matt Damon, Marisa Tomei,History,Documentary,
tt3110286,When Björk Met Attenborough,2013,07,,75.0,83.0,83.0,83.0,Not Rated,Louise Hooper,English,United Kingdom,48.0,David Attenborough, Björk, Andy Cavatorta,Documentary,,
tt2468606,Aus Liebe zu Dir,2012,11,,36.0,0.0,0.0,0.0,,Udo Witte,German,Germany,89.0,Christina Plate, Isabell Gerschke, Timothy Peach,Drama,,
tt3610264,What Is Left?,2014,06,,53.0,0.0,0.0,0.0,,"Gustav Hofer, Luca Ragazzi",Italian,Italy,74.0,Gustav Hofer, Lucia Mascino, Luca Ragazzi,,,
tt1571247,The Perfect House,2012,07,,41.0,46.0,46.0,46.0,Not Rated,"Kris Hulbert, Randy Kent",English,United States,84.0,Felissa Rose, Jonathan Tiersten, John Philbin,Horror,,
tt3068194,Love & Friendship,2016,05,14016568.0,64.0,96.0,87.0,61.19,PG,Whit Stillman,English,United Kingdom,94.0,Kate Beckinsale, Chloë Sevigny, Xavier Samuel,Drama,Romance,
tt1511489,The Sentimental Engine Slayer,2010,04,,65.0,64.0,64.0,64.0,,Omar Rodriguez-Lopez,English,United States,97.0,Omar Rodriguez-Lopez, Tatiana Velazquez, Nomar Rizo,Drama,,
tt2835548,Grand Central,2013,08,,62.0,90.0,73.0,56.559999999999995,,Rebecca Zlotowski,French,France,94.0,Tahar Rahim, Léa Seydoux, Olivier Gourmet,Drama,Romance,
tt2507238,Me Him Her,2016,03,,52.0,50.0,39.0,51.0,Not Rated,Max Landis,English,United States,97.0,Dustin Milligan, Luke Bracey, Emily Meade,Comedy,,
tt4520340,Last Girl Standing,2015,08,,48.0,51.0,51.0,51.0,TV-MA,Benjamin R. Moody,English,United States,91.0,Akasha Villalobos, Danielle Evon Ploeger, Brian Villalobos,Drama,Horror,
tt3178174,Giovanni's Island,2014,02,,73.0,71.0,75.28999999999999,75.28999999999999,,Mizuho Nishikubo,Japanese,Japan,102.0,Tatsuya Nakadai, Yukie Nakama, Yûsuke Santamaria,Animation,Drama,History
tt1855417,Vdrebezgi,2011,10,,57.0,45.83,45.83,45.83,,Roman Karimov,Russian,Russia,89.0,Darya Charusha, Andris Gross, Ravshana Kurkova,Comedy,,
tt1244858,Kyûka,2008,06,,72.0,70.0,70.0,70.0,,Hajime Kadoi,Japanese,Japan,115.0,Kaoru Kobayashi, Hidetoshi Nishijima, Nene Ohtsuka,Drama,,
tt5487052,Den vyborov 2,2016,02,,62.0,65.65,65.65,65.65,,Aleksandr Barshak,Russian,Russia,105.0,Aleksandr Demidov, Vasiliy Utkin, Leonid Barats,Comedy,,
tt3096858,They're Watching,2016,03,,56.0,47.0,39.0,53.760000000000005,Not Rated,"Jay Lender, Micah Wright",English,United States,95.0,Mia Marcon, Kris Lemche, David Alpay,Thriller,Comedy,Horror
tt3792124,Barolo Boys. The Story of a Revolution,2014,10,,68.0,75.0,75.0,75.0,G,"Paolo Casalis, Tiziano Gaia",English,Italy,64.0,Joe Bastianich, Oscar Farinetti, Carlo Petrini,Documentary,,
tt5153260,Kryptonite,2015,12,,54.0,50.38,50.38,50.38,,Nicanor Loreti,Spanish,Argentina,80.0,Diego Velázquez, Juan Palomino, Susana Varela,Fantasy,Science Fiction,Comedy
tt1236194,Flicker,2009,07,,63.0,68.0,68.0,68.0,Not Rated,Nik Sheehan,English,Canada,75.0,Brion Gysin, Kenneth Anger, Marcus Boon,Documentary,,
tt3448526,Prospect,2014,03,,69.0,61.3,61.3,61.3,,"Christopher Caldwell, Zeek Earl",English,United States,14.0,Thomas Castle, Tony Doupe, Callie Harlow,Action,Science Fiction,Drama
tt1308678,Varde,2008,06,,71.0,74.0,74.0,74.0,,Hanne Larsen,Norwegian,Norway,15.0,Bjorge Bondevik, Magnar Gustavsen, Henrik Carlyle,Drama,,
tt2094883,Mad Ship,2013,03,,54.0,62.0,62.0,62.0,,David Mortin,English,Canada,90.0,Nikolaj Lie Kaas, Gil Bellows, Line Verndal,Drama,,
tt4071282,Spawn: The Recall,2014,09,,68.0,63.949999999999996,63.949999999999996,63.949999999999996,,Michael Paris,English,France,7.0,Johanna Genet, Tom Maurice, Gregory Paris,Horror,Thriller,
tt5091548,Justice League vs. Teen Titans,2016,05,,70.0,80.0,73.47,73.47,PG-13,Sam Liu,English,USA,78.0,Rosario Dawson, Christopher Gorham, Shemar Moore,Science Fiction,Action,Animation
tt2978576,Bill,2015,03,,65.0,90.0,60.0,70.59,Not Rated,Richard Bracewell,English,United Kingdom,94.0,Mathew Baynton, Simon Farnaby, Martha Howe-Douglas,Comedy,Family,
tt2444508,Emergency Exit,2012,10,,5.0,5.0,5.0,5.0,Not Rated,Mathieu Orcel,Spanish,Argentina,62.0,,,,,,
tt2704816,Who Took Johnny,2014,01,16595.0,72.0,69.22,69.22,69.22,Not Rated,"David Beilinson, Michael Galinsky, Suki Hawley",English,United States,80.0,Noreen Gosch, Nancy Allen, Paul Bonacci,Documentary,,
tt2914890,No Más,2013,10,,70.0,63.0,63.0,63.0,TV-G,Eric Drath,English,,79.0,Christie Brinkley, Mike Tyson, Jane Pauley,Documentary,,
tt3711684,Three Touches,2014,11,,55.0,45.0,45.0,45.0,Unrated,Marco Risi,Italian,Italy,100.0,Massimiliano Benvenuto, Leandro Amato, Emiliano Ragno,Drama,,
tt4147684,La Once,2014,09,,77.0,69.72,69.72,69.72,,Maite Alberdi,Spanish,Chile,70.0,María Teresa Muñoz, Alicia Pérez, Angélica Charpentier,Documentary,,
tt5480340,Ice Age: The Great Egg-Scapade,2016,03,,59.0,64.0,64.0,64.0,TV-G,"Paul Stodolny, Ricardo Curtis, Steve Martino",English,United States,25.0,Blake Anderson, Steve Apostolina, Tyree Brown,Adventure,Animation,Comedy
tt2118701,On Air,2012,01,,63.0,58.0,58.0,58.0,,Pierre Pinaud,French,France,89.0,Karin Viard, Nicolas Duvauchelle, Nadia Barentin,Comedy,Drama,
tt2081266,The Adventures of Huck Finn,2012,12,,58.0,57.0,57.0,57.0,PG,Hermine Huntgeburth,German,,99.0,Leon Seidel, Jacky Ido, August Diehl,Adventure,Family,
tt0963328,Redland,2009,03,,70.0,60.0,55.0,55.0,Not Rated,Asiel Norton,English,United States,105.0,Mark Aaron, Lucy Adden, Sean Thomas,Western,Drama,
tt0489793,OrAngeLove,2007,05,,65.0,64.17,64.17,64.17,,Alan Badoev,Russian,Ukraine,92.0,Aleksey Chadov, Olga Makeeva, Aleksey Vertinskiy,Drama,Romance,
tt1718835,My Worst Nightmare,2011,09,21952.0,60.0,67.0,52.0,54.28,Not Rated,Anne Fontaine,French,France,103.0,Isabelle Huppert, Benoît Poelvoorde, André Dussollier,Comedy,,
tt1322313,Sunshine Superman,2015,05,88097.0,69.0,92.0,70.0,67.0,PG,Marah Strauch,English,Norway,100.0,Carl Boenish, Phil Donahue, Pat Sajak,Documentary,,
tt3470790,The Woods Are Still Green,2014,09,,59.0,0.0,0.0,0.0,,Marko Nabersnik,German,Austria,107.0,Kristian Hodko, Michael Kristof, Clemens Aap Lindenberg,Drama,History,War
tt1384925,Ardor,2014,05,18565.0,51.0,36.0,48.0,47.0,R,Pablo Fendrik,Spanish,Mexico,101.0,Gael García Bernal, Alice Braga, Claudio Tolcachir,Western,Drama,
tt2831414,Everything Is Copy,2015,09,,74.0,100.0,88.0,76.25,TV-14,"Jacob Bernstein, Nick Hooker",English,United States,89.0,Tom Hanks, Steven Spielberg, Amy Adams,Documentary,,
tt3908344,From Caligari to Hitler: German Cinema in the Age of the Masses,2015,05,,73.0,72.61999999999999,72.61999999999999,72.61999999999999,,Rüdiger Suchsland,German,Germany,114.0,Rüdiger Suchsland, Hans Henrik Wöhler, Fritz Lang,Documentary,History,
tt1069228,Ghouls,2008,07,,29.0,36.0,36.0,36.0,R,Gary Jones,English,United States,88.0,William Atherton, Erin Gray, James DeBello,Fantasy,Horror,
tt4530884,I Spit on Your Grave: Vengeance Is Mine,2015,10,,51.0,57.089999999999996,57.089999999999996,57.089999999999996,Unrated,R.D. Braunstein,English,United States,91.0,Sarah Butler, Jen Landon, Doug McKeon,Horror,Thriller,
tt1587406,Circle of Fury,2010,09,,37.0,20.0,20.0,20.0,TV-MA,John Bacchus,English,USA,91.0,Randy Spence, Adonis Williams, Anatoli Grigoriadou,Action,Adventure,
tt1822239,Jock the Hero Dog,2011,07,,44.0,43.5,43.5,43.5,PG,Duncan MacNeillie,English,United States,89.0,Bryan Adams, Donald Sutherland, Helen Hunt,Animation,Adventure,Family
tt0882797,For Those We Love,2007,05,,58.0,64.0,64.0,64.0,,Taku Shinjô,Japanese,Japan,135.0,Ryôhei Abe, Tôru Emori, Dennis Falt,War,Drama,
tt3587396,Only the Dead,2015,06,,77.0,89.0,73.83,73.83,TV-MA,"Bill Guttentag, Michael Ware",English,Australia,78.0,Abu Musab Al-Zarqawi, Michael Ware,,Documentary,,
tt3673764,Princess Jellyfish,2014,12,,61.0,69.06,69.06,69.06,,Taisuke Kawamura,Japanese,Japan,126.0,Non, Masaki Suda, Hiroki Hasegawa,Comedy,,
tt5446858,Zero Days,2016,07,109649.0,77.0,90.0,77.0,73.02,PG-13,Alex Gibney,English,United States,116.0,David Sanger, Emad Kiyaei, Eric Chien,Documentary,,
tt2937696,Everybody Wants Some!!,2016,03,3400278.0,69.0,87.0,83.0,63.54,R,Richard Linklater,English,United States,116.0,Blake Jenner, Tyler Hoechlin, Ryan Guzman,Comedy,,
tt1179782,Mithya,2008,01,,71.0,63.0,63.0,63.0,,Rajat Kapoor,Hindi,India,110.0,Ranvir Shorey, Neha Dhupia, Naseeruddin Shah,Drama,Comedy,Crime
tt1321861,Carjacked,2011,11,,49.0,52.0,52.0,52.0,R,John Bonito,English,United States,89.0,Maria Bello, Stephen Dorff, Connor Hill,Action,Thriller,
tt3358998,Sign Painters,2014,05,,72.0,72.0,72.0,72.0,Not Rated,"Faythe Levine, Sam Macon",English,United States,90.0,,,,Documentary,,
tt3544112,Sing Street,2016,03,3237118.0,79.0,95.0,79.0,78.97999999999999,PG-13,John Carney,English,Ireland,106.0,Ferdia Walsh-Peelo, Aidan Gillen, Maria Doyle Kennedy,Comedy,Romance,Drama
tt3113448,All Stars,2014,10,,62.0,67.69,67.69,67.69,TV-14,Lance Kinsey,English,United States,98.0,Fred Willard, Miriam Flynn, Logan Kinsey,Comedy,,
