Title,Rated,Director,Language,Country,imdbID,BoxOffice,IMDB_Value,RT_Value,MC_Value,Actor_1,Actor_2,Actor_3,Actor_4
The Babysitter,R,Guy Ferland,English,United States,tt0112438,,43.0,29.0,,Alicia Silverstone, Jeremy London, J.T. Walsh,
Boys on the Side,R,Herbert Ross,English,United States,tt0112571,23440188.0,64.0,75.0,61.0,Whoopi Goldberg, Mary-Louise Parker, Drew Barrymore,
The Cure,PG-13,Peter Horton,English,United States,tt0112757,2568425.0,77.0,45.0,,Joseph Mazzello, Brad Renfro, Aeryk Egan,
Castle Freak,R,Stuart Gordon,English,USA,tt0112643,,60.0,57.0,,Jeffrey Combs, Barbara Crampton, Jonathan Fuller, Jessica Dollarhide
Circle of Friends,PG-13,Pat O'Connor,English,Ireland,tt0112679,23389975.0,66.0,78.0,70.0,Chris O'Donnell, Minnie Driver, Geraldine O'Rawe,
Clerks,R,Kevin Smith,English,United States,tt0109445,3151130.0,77.0,90.0,70.0,Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti,
Don Juan DeMarco,PG-13,Jeremy Leven,English,United States,tt0112883,22150451.0,67.0,72.0,63.0,Johnny Depp, Marlon Brando, Faye Dunaway,
Disclosure,R,Barry Levinson,English,United States,tt0109635,83015089.0,61.0,60.0,58.0,Michael Douglas, Demi Moore, Donald Sutherland,
Drop Zone,R,John Badham,English,United States,tt0109676,28735315.0,56.0,39.0,,Wesley Snipes, Gary Busey, Yancy Butler,
Destiny Turns on the Radio,R,Jack Baran,English,United States,tt0112854,1176982.0,45.0,16.0,,Dylan McDermott, Nancy Travis, Quentin Tarantino,
Death and the Maiden,R,Roman Polanski,English,United Kingdom,tt0109579,3103716.0,73.0,82.0,72.0,Sigourney Weaver, Ben Kingsley, Stuart Wilson,
Dolores Claiborne,R,Taylor Hackford,English,United States,tt0109642,24361867.0,74.0,85.0,62.0,Kathy Bates, Jennifer Jason Leigh, Christopher Plummer,
Dumb and Dumber,PG-13,"Peter Farrelly, Bobby Farrelly",English,United States,tt0109686,127190327.0,73.0,68.0,41.0,Jim Carrey, Jeff Daniels, Lauren Holly,
Eat Drink Man Woman,Not Rated,Ang Lee,Mandarin,Taiwan,tt0111797,7294403.0,78.0,88.0,79.0,Sihung Lung, Kuei-Mei Yang, Yu-Wen Wang,
Exotica,R,Atom Egoyan,English,Canada,tt0109759,4221036.0,70.0,95.0,71.0,Bruce Greenwood, Elias Koteas, Don McKellar,
Exit to Eden,R,Garry Marshall,English,United States,tt0109758,6841570.0,42.0,5.0,,Dana Delany, Dan Aykroyd, Rosie O'Donnell,
Ed Wood,R,Tim Burton,English,United States,tt0109707,5887457.0,78.0,93.0,70.0,Johnny Depp, Martin Landau, Sarah Jessica Parker,
French Kiss,PG-13,Lawrence Kasdan,English,United Kingdom,tt0113117,38896854.0,66.0,48.0,50.0,Meg Ryan, Kevin Kline, Timothy Hutton,
Forget Paris,PG-13,Billy Crystal,English,United States,tt0113097,33177694.0,65.0,48.0,,Billy Crystal, Debra Winger, Joe Mantegna,
Far from Home: The Adventures of Yellow Dog,PG,Phillip Borsos,English,United States,tt0113028,11642946.0,63.0,57.0,,Jesse Bradford, Mimi Rogers, Bruce Davison,
A Goofy Movie,G,Kevin Lima,English,United States,tt0113198,35348597.0,69.0,61.0,53.0,Bill Farmer, Jason Marsden, Jim Cummings,
Hideaway,R,Brett Leonard,English,United States,tt0113303,12201255.0,53.0,20.0,,Jeff Goldblum, Christine Lahti, Alicia Silverstone,
Fluke,PG,Carlo Carlei,English,United States,tt0113089,3987768.0,66.0,25.0,,Matthew Modine, Nancy Travis, Samuel L. Jackson,
Farinelli,R,Gérard Corbiau,French,France,tt0109771,1573411.0,68.0,60.0,,Stefano Dionisi, Enrico Lo Verso, Elsa Zylberstein,
Gordy,G,Mark Lewis,English,United States,tt0113199,3941146.0,37.0,21.0,,Kristy Young, Doug Stone, James Donadio,
Hoop Dreams,PG-13,Steve James,English,United States,tt0110057,7830611.0,83.0,98.0,98.0,William Gates, Arthur Agee, Emma Gates,
Heavenly Creatures,R,Peter Jackson,English,New Zealand,tt0110005,3049135.0,73.0,93.0,86.0,Melanie Lynskey, Kate Winslet, Sarah Peirse,
Houseguest,PG,Randall Miller,English,United States,tt0110066,26325256.0,59.0,14.0,,Sinbad, Phil Hartman, Kim Greist,
Immortal Beloved,R,Bernard Rose,English,United Kingdom,tt0110116,9914409.0,74.0,57.0,,Gary Oldman, Jeroen Krabbé, Isabella Rossellini,
Heavyweights,PG,Steven Brill,English,United States,tt0110006,17689177.0,66.0,29.0,42.0,Tom McGowan, Aaron Schwartz, Ben Stiller,
The Hunted,R,J.F. Lawton,English,United States,tt0113360,6609661.0,59.0,8.0,,Christopher Lambert, John Lone, Joan Chen,
I.Q.,PG,Fred Schepisi,English,United States,tt0110099,26381221.0,62.0,43.0,66.0,Tim Robbins, Meg Ryan, Walter Matthau,
Interview with the Vampire: The Vampire Chronicles,R,Neil Jordan,English,United States,tt0110148,105264608.0,75.0,64.0,59.0,Brad Pitt, Tom Cruise, Antonio Banderas,
Jefferson in Paris,PG-13,James Ivory,English,France,tt0113463,2473668.0,57.0,31.0,45.0,Nick Nolte, Greta Scacchi, Gwyneth Paltrow,
The Jerky Boys,R,James Melkonian,English,United States,tt0110189,7557877.0,47.0,17.0,,John G. Brennan, Kamal Ahmed, Alan Arkin,
Junior,PG-13,Ivan Reitman,English,United States,tt0110216,36763355.0,47.0,39.0,59.0,Arnold Schwarzenegger, Danny DeVito, Emma Thompson,
Just Cause,R,Arne Glimcher,English,United States,tt0113501,36853222.0,64.0,26.0,48.0,Sean Connery, Laurence Fishburne, Kate Capshaw,
A Kid in King Arthur's Court,PG,Michael Gottlieb,English,United Kingdom,tt0113538,13406717.0,47.0,5.0,34.0,Thomas Ian Nicholas, Joss Ackland, Art Malik,
Kiss of Death,R,Barbet Schroeder,English,United States,tt0113552,14942422.0,59.0,68.0,72.0,David Caruso, Samuel L. Jackson, Nicolas Cage,
Star Wars: Episode IV - A New Hope,PG,George Lucas,English,United States,tt0076759,460998507.0,86.0,93.0,90.0,Mark Hamill, Harrison Ford, Carrie Fisher,
Little Women,PG,Gillian Armstrong,English,United States,tt0110367,50083616.0,73.0,,87.0,Susan Sarandon, Winona Ryder, Kirsten Dunst,
A Little Princess,G,Alfonso Cuarón,English,United States,tt0113670,10015449.0,76.0,97.0,83.0,Liesel Matthews, Eleanor Bron, Liam Cunningham,
Ladybird Ladybird,R,Ken Loach,English,United Kingdom,tt0110296,152457.0,74.0,67.0,,Crissy Rock, Vladimir Vega, Sandie Lavelle,
Like Water for Chocolate,R,Alfonso Arau,Spanish,Mexico,tt0103994,21665468.0,71.0,87.0,86.0,Marco Leonardi, Lumi Cavazos, Regina Torné,
Legends of the Fall,R,Edward Zwick,English,United States,tt0110322,66638883.0,75.0,,45.0,Brad Pitt, Anthony Hopkins, Aidan Quinn,
Major Payne,PG-13,Nick Castle,English,United States,tt0110443,29412050.0,62.0,29.0,34.0,Damon Wayans, Michael Ironside, Bam Bam Bigelow,
Mi vida loca,R,Allison Anders,English,United States,tt0107566,3267313.0,65.0,74.0,,Angel Aviles, Seidy Lopez, Jacob Vargas,
Love Affair,PG-13,Glenn Gordon Caron,English,United States,tt0110391,18272894.0,60.0,28.0,55.0,Warren Beatty, Annette Bening, Katharine Hepburn,
Losing Isaiah,R,Stephen Gyllenhaal,English,United States,tt0113691,7603766.0,64.0,45.0,,Jessica Lange, Halle Berry, David Strathairn,
The Madness of King George,PG-13,Nicholas Hytner,English,United Kingdom,tt0110428,15238689.0,72.0,94.0,89.0,Nigel Hawthorne, Helen Mirren, Rupert Graves,
Mary Shelley's Frankenstein,R,Kenneth Branagh,English,United States,tt0109836,22006296.0,63.0,42.0,49.0,Robert De Niro, Kenneth Branagh, Helena Bonham Carter,
Man of the House,PG,James Orr,English,United States,tt0113755,40070995.0,52.0,14.0,,Chevy Chase, Farrah Fawcett, Jonathan Taylor Thomas,
Mixed Nuts,PG-13,Nora Ephron,English,United States,tt0110538,6821850.0,54.0,13.0,14.0,Steve Martin, Madeline Kahn, Robert Klein,
Milk Money,PG-13,Richard Benjamin,English,United States,tt0110516,18137661.0,56.0,12.0,,Melanie Griffith, Ed Harris, Michael Patrick Carter,
Miracle on 34th Street,PG,Les Mayfield,English,United States,tt0110527,17320136.0,65.0,60.0,,Richard Attenborough, Elizabeth Perkins, Dylan McDermott,
Miami Rhapsody,PG-13,David Frankel,English,United States,tt0113808,5221281.0,54.0,45.0,,Sarah Jessica Parker, Mia Farrow, Antonio Banderas,
My Family,R,Gregory Nava,English,,tt0113896,,,79.0,,Jimmy Smits, Esai Morales, Edward James Olmos,
Murder in the First,R,Marc Rocco,English,,tt0113870,,,54.0,,Christian Slater, Kevin Bacon, Gary Oldman,
Nobody's Fool,R,Robert Benton,English,United States,tt0110684,39491975.0,73.0,91.0,86.0,Paul Newman, Bruce Willis, Jessica Tandy,
Nell,PG-13,Michael Apted,English,United States,tt0110638,33683817.0,65.0,57.0,60.0,Jodie Foster, Liam Neeson, Natasha Richardson,
New Jersey Drive,R,Nick Gomez,English,United States,tt0113967,3565508.0,66.0,64.0,,Shar-Ron Corley, Gabriel Casseus, Saul Stein,
New York Cop,R,Tôru Murakawa,English,Japan,tt0117169,,42.0,,,Tôru Nakamura, Chad McQueen, Mira Sorvino,
Beyond Bedlam,R,Vadim Jean,English,United Kingdom,tt0106402,,32.0,,,Craig Fairbrass, Elizabeth Hurley, Keith Allen,
Nina Takes a Lover,R,Alan Jacobs,English,United States,tt0110671,189509.0,55.0,50.0,,Laura San Giacomo, Paul Rhys, Michael O'Keefe,
Natural Born Killers,R,Oliver Stone,English,United States,tt0110632,50282766.0,72.0,48.0,74.0,Woody Harrelson, Juliette Lewis, Tom Sizemore,
Only You,PG,Norman Jewison,English,United States,tt0110737,20059210.0,65.0,53.0,,Marisa Tomei, Robert Downey Jr., Bonnie Hunt,
Once Were Warriors,R,Lee Tamahori,English,New Zealand,tt0110729,1608570.0,79.0,93.0,77.0,Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell,
Poison Ivy II,R,Anne Goursaud,English,United States,tt0114151,,44.0,14.0,,Alyssa Milano, Johnathon Schaech, Xander Berkeley,
Outbreak,R,Wolfgang Petersen,English,United States,tt0114069,67659560.0,66.0,59.0,64.0,Dustin Hoffman, Rene Russo, Morgan Freeman,
Léon: The Professional,R,Luc Besson,English,France,tt0110413,19501238.0,85.0,74.0,64.0,Jean Reno, Gary Oldman, Natalie Portman,
The Perez Family,R,Mira Nair,English,United States,tt0114113,2832826.0,60.0,60.0,,Marisa Tomei, Anjelica Huston, Alfred Molina,
A Pyromaniac's Love Story,PG,Joshua Brand,English,United States,tt0114210,345972.0,53.0,0.0,,William Baldwin, John Leguizamo, Sadie Frost,
Pulp Fiction,R,Quentin Tarantino,English,United States,tt0110912,107928762.0,89.0,92.0,94.0,John Travolta, Uma Thurman, Samuel L. Jackson,
Pushing Hands,Not Rated,Ang Lee,Mandarin,Taiwan,tt0105652,152322.0,72.0,100.0,,Sihung Lung, Lai Wang, Bozhao Wang,
Priest,R,Antonia Bird,Latin,,tt0110889,,71.0,64.0,,Linus Roache, Tom Wilkinson, Robert Carlyle,
Quiz Show,PG-13,Robert Redford,English,,tt0110932,,75.0,96.0,92.0,Ralph Fiennes, John Turturro, Rob Morrow,
Picture Bride,PG-13,Kayo Hatta,English,Japan,tt0114129,1238905.0,66.0,82.0,,Yûki Kudô, Akira Takayama, Cary-Hiroyuki Tagawa,
Queen Margot,R,Patrice Chéreau,French,France,tt0110963,1304237.0,74.0,82.0,,Isabelle Adjani, Daniel Auteuil, Jean-Hugues Anglade,
The Quick and the Dead,R,Sam Raimi,English,United States,tt0114214,18636537.0,65.0,58.0,49.0,Sharon Stone, Gene Hackman, Russell Crowe,
Roommates,PG,Peter Yates,English,United States,tt0114296,12096881.0,64.0,29.0,,Peter Falk, D.B. Sweeney, Julianne Moore,
Ready to Wear,R,Robert Altman,English,United States,tt0110907,11300653.0,52.0,24.0,48.0,Sophia Loren, Julia Roberts, Marcello Mastroianni,
Three Colors: Red,R,Krzysztof Kieslowski,French,Switzerland,tt0111495,3581969.0,81.0,100.0,100.0,Irène Jacob, Jean-Louis Trintignant, Frédérique Feder,
Three Colors: Blue,R,Krzysztof Kieslowski,French,France,tt0108394,1324974.0,79.0,98.0,85.0,Juliette Binoche, Zbigniew Zamachowski, Julie Delpy,
Three Colors: White,R,Krzysztof Kieslowski,Polish,Switzerland,tt0111507,1237219.0,76.0,88.0,88.0,Zbigniew Zamachowski, Julie Delpy, Janusz Gajos,
Rent-a-Kid,G,Fred Gerber,English,Canada,tt0114268,,54.0,,,Leslie Nielsen, Christopher Lloyd, Matt McCoy,
Relative Fear,R,George Mihalka,English,Canada,tt0110965,,56.0,,,Darlanne Fluegel, Martin Neufeld, James Brolin,
Stuart Saves His Family,PG-13,Harold Ramis,English,Germany,tt0114571,912082.0,53.0,30.0,54.0,Al Franken, Laura San Giacomo, Vincent D'Onofrio,
The Swan Princess,G,Richard Rich,English,United States,tt0111333,9771658.0,64.0,50.0,70.0,Jack Palance, Howard McGillin, Michelle Nicastro,
The Secret of Roan Inish,PG,John Sayles,English,United States,tt0111112,6159269.0,74.0,96.0,,Jeni Courtney, Eileen Colgan, Mick Lally,
The Specialist,R,Luis Llosa,English,United States,tt0111255,57362582.0,56.0,10.0,,Sylvester Stallone, Sharon Stone, James Woods,
Stargate,PG-13,Roland Emmerich,English,United States,tt0111282,71567262.0,70.0,52.0,42.0,Kurt Russell, James Spader, Jaye Davidson,
The Santa Clause,PG,John Pasquin,English,United States,tt0111070,145539357.0,65.0,73.0,57.0,Tim Allen, Judge Reinhold, Wendy Crewson,
The Shawshank Redemption,R,Frank Darabont,English,United States,tt0111161,28767189.0,93.0,91.0,81.0,Tim Robbins, Morgan Freeman, Bob Gunton,
Shallow Grave,R,Danny Boyle,English,United Kingdom,tt0111149,2079569.0,73.0,71.0,67.0,Kerry Fox, Christopher Eccleston, Ewan McGregor,
Suture,Not Rated,"Scott McGehee, David Siegel",English,United States,tt0108260,102780.0,65.0,71.0,,Dennis Haysbert, Mel Harris, Sab Shimono,
Strawberry & Chocolate,R,"Tomás Gutiérrez Alea, Juan Carlos Tabío",Spanish,Cuba,tt0106966,2080805.0,74.0,80.0,,Jorge Perugorría, Vladimir Cruz, Mirta Ibarra,
Swimming with Sharks,R,George Huang,English,United States,tt0114594,382928.0,70.0,76.0,66.0,Kevin Spacey, Frank Whaley, Michelle Forbes,
The Sum of Us,R,"Geoff Burton, Kevin Dowling",English,Australia,tt0111309,766464.0,73.0,63.0,,Jack Thompson, Russell Crowe, John Polson,
National Lampoon's Senior Trip,R,Kelly Makin,English,Canada,tt0113936,4686937.0,56.0,0.0,,Matt Frewer, Valerie Mahaffey, Lawrence Dane,
To Live,Not Rated,Yimou Zhang,Mandarin,China,tt0110081,2332728.0,83.0,87.0,,You Ge, Gong Li, Ben Niu,
Tank Girl,R,Rachel Talalay,English,United States,tt0114614,4064495.0,53.0,41.0,46.0,Lori Petty, Ice-T, Naomi Watts,
Tales from the Crypt: Demon Knight,R,Ernest R. Dickerson,English,United States,tt0114608,21089146.0,67.0,37.0,48.0,Billy Zane, William Sadler, Jada Pinkett Smith,
Star Trek: Generations,PG,David Carson,English,United States,tt0111280,75671125.0,66.0,48.0,55.0,Patrick Stewart, William Shatner, Malcolm McDowell,
Tales from the Hood,R,Rusty Cundieff,English,United States,tt0114609,11837928.0,65.0,58.0,,Clarence Williams III, Corbin Bernsen, Joe Torry,
Tom & Viv,PG-13,Brian Gilbert,English,United Kingdom,tt0111454,538534.0,63.0,36.0,,Willem Dafoe, Miranda Richardson, Rosemary Harris,
Village of the Damned,R,John Carpenter,English,United States,tt0114852,9418365.0,56.0,30.0,41.0,Christopher Reeve, Kirstie Alley, Linda Kozlowski,
Tommy Boy,PG-13,Peter Segal,English,United States,tt0114694,32679899.0,71.0,41.0,46.0,Chris Farley, David Spade, Brian Dennehy,
Vanya on 42nd Street,PG,Louis Malle,English,United States,tt0111590,1746050.0,74.0,89.0,,Wallace Shawn, Phoebe Brand, George Gaynes,
The Underneath,R,Steven Soderbergh,English,United States,tt0114788,536023.0,61.0,62.0,69.0,Peter Gallagher, Elisabeth Shue, Alison Elliott,
The Walking Dead,R,Preston A. Whitmore II,English,United States,tt0114888,6014341.0,48.0,0.0,,Allen Payne, Eddie Griffin, Joe Morton,
What's Eating Gilbert Grape,PG-13,Lasse Hallström,English,United States,tt0108550,10032765.0,77.0,90.0,73.0,Johnny Depp, Leonardo DiCaprio, Juliette Lewis,
Virtuosity,R,Brett Leonard,English,United States,tt0114857,24047675.0,55.0,30.0,39.0,Denzel Washington, Russell Crowe, Kelly Lynch,
While You Were Sleeping,PG,Jon Turteltaub,English,United States,tt0114924,81057016.0,68.0,81.0,67.0,Sandra Bullock, Bill Pullman, Peter Gallagher,
The War,PG-13,Jon Avnet,English,United States,tt0111667,16928556.0,67.0,25.0,,Elijah Wood, Kevin Costner, Mare Winningham,
Double Happiness,PG-13,Mina Shum,English,Canada,tt0109655,759393.0,71.0,73.0,,Sandra Oh, Stephen Chang, Alannah Ong,
Muriel's Wedding,R,P.J. Hogan,English,Australia,tt0110598,15119639.0,72.0,80.0,63.0,Toni Collette, Rachel Griffiths, Bill Hunter,
The Baby-Sitters Club,PG,Melanie Mayron,English,United States,tt0112435,9685976.0,57.0,67.0,48.0,Schuyler Fisk, Bre Blair, Rachael Leigh Cook,
Ace Ventura: Pet Detective,PG-13,Tom Shadyac,English,United States,tt0109040,72217396.0,69.0,48.0,37.0,Jim Carrey, Courteney Cox, Sean Young,
"The Adventures of Priscilla, Queen of the Desert",R,Stephan Elliott,English,Australia,tt0109045,11220670.0,75.0,94.0,70.0,Hugo Weaving, Guy Pearce, Terence Stamp,
Backbeat,R,Iain Softley,English,United Kingdom,tt0106339,2392589.0,66.0,68.0,,Stephen Dorff, Sheryl Lee, Ian Hart,
Bitter Moon,R,Roman Polanski,English,France,tt0104779,1862805.0,72.0,63.0,62.0,Hugh Grant, Kristin Scott Thomas, Emmanuelle Seigner,
Bullets Over Broadway,R,Woody Allen,English,United States,tt0109348,13383747.0,74.0,95.0,,John Cusack, Dianne Wiest, Jennifer Tilly,
Clear and Present Danger,PG-13,Phillip Noyce,English,United States,tt0109444,122187717.0,69.0,80.0,74.0,Harrison Ford, Willem Dafoe, Anne Archer,
The Client,PG-13,Joel Schumacher,English,United States,tt0109446,92115211.0,67.0,80.0,65.0,Susan Sarandon, Tommy Lee Jones, Brad Renfro,
"Corrina, Corrina",PG,Jessie Nelson,English,United States,tt0109484,20164171.0,66.0,37.0,,Ray Liotta, Whoopi Goldberg, Tina Majorino,
Crooklyn,PG-13,Spike Lee,English,United States,tt0109504,13642861.0,70.0,78.0,65.0,Alfre Woodard, Delroy Lindo, David Patrick Kelly,
The Crow,R,Alex Proyas,English,United States,tt0109506,50693129.0,75.0,84.0,71.0,Brandon Lee, Michael Wincott, Rochelle Davis,
Cobb,R,Ron Shelton,English,United States,tt0109450,1007583.0,64.0,65.0,66.0,Tommy Lee Jones, Robert Wuhl, Lolita Davidovich,
The Flintstones,PG,Brian Levant,English,United States,tt0109813,130531208.0,49.0,21.0,38.0,John Goodman, Rick Moranis, Rosie O'Donnell,
Forrest Gump,PG-13,Robert Zemeckis,English,United States,tt0109830,330455270.0,88.0,71.0,82.0,Tom Hanks, Robin Wright, Gary Sinise,
Four Weddings and a Funeral,R,Mike Newell,English,United Kingdom,tt0109831,52700832.0,71.0,96.0,81.0,Hugh Grant, Andie MacDowell, James Fleet,
Higher Learning,R,John Singleton,English,United States,tt0113305,38290723.0,65.0,45.0,54.0,Omar Epps, Kristy Swanson, Michael Rapaport,
I Like It Like That,R,Darnell Martin,English,United States,tt0110091,1760527.0,67.0,88.0,,Luna Lauren Velez, Jon Seda, Tomas Melly,
I Love Trouble,PG,Charles Shyer,English,United States,tt0110093,30806194.0,53.0,22.0,,Nick Nolte, Julia Roberts, Saul Rubinek,
It Could Happen to You,PG,Andrew Bergman,English,United States,tt0110167,37939757.0,64.0,71.0,64.0,Nicolas Cage, Bridget Fonda, Rosie Perez,
The Jungle Book,PG,Stephen Sommers,English,United States,tt0110213,43229904.0,60.0,80.0,63.0,Jason Scott Lee, Cary Elwes, Lena Headey,
"The Wonderful, Horrible Life of Leni Riefenstahl",,Ray Müller,German,France,tt0107472,449707.0,82.0,96.0,,Leni Riefenstahl, Marlene Dietrich, Arnold Fanck,
The Lion King,G,"Roger Allers, Rob Minkoff",English,United States,tt0110357,422783777.0,85.0,93.0,88.0,Matthew Broderick, Jeremy Irons, James Earl Jones,
Little Buddha,PG,Bernardo Bertolucci,English,France,tt0107426,4858139.0,61.0,65.0,,Keanu Reeves, Bridget Fonda, Ruocheng Ying,
New Nightmare,R,Wes Craven,English,United States,tt0111686,18090181.0,64.0,79.0,64.0,Heather Langenkamp, Robert Englund, Jf Davis,
The Mask,PG-13,Chuck Russell,English,United States,tt0110475,119938730.0,69.0,80.0,56.0,Jim Carrey, Cameron Diaz, Peter Riegert,
Maverick,PG,Richard Donner,English,United States,tt0110478,101631272.0,70.0,67.0,62.0,Mel Gibson, Jodie Foster, James Garner,
Mrs. Parker and the Vicious Circle,R,Alan Rudolph,English,United States,tt0110588,2144667.0,64.0,76.0,66.0,Jennifer Jason Leigh, Campbell Scott, Matthew Broderick,
Naked Gun 33 1/3: The Final Insult,PG-13,Peter Segal,English,United States,tt0110622,51132598.0,65.0,56.0,63.0,Leslie Nielsen, Priscilla Presley, George Kennedy,
The Paper,R,Ron Howard,English,United States,tt0110771,38824341.0,66.0,88.0,70.0,Michael Keaton, Glenn Close, Robert Duvall,
Reality Bites,PG-13,Ben Stiller,English,United States,tt0110950,20982557.0,66.0,63.0,67.0,Winona Ryder, Ethan Hawke, Janeane Garofalo,
Red Rock West,R,John Dahl,English,United States,tt0105226,2502551.0,70.0,97.0,79.0,Nicolas Cage, Dennis Hopper, Lara Flynn Boyle,
Richie Rich,PG,Donald Petrie,English,United States,tt0110989,38087756.0,54.0,26.0,49.0,Macaulay Culkin, Edward Herrmann, John Larroquette,
The River Wild,PG-13,Curtis Hanson,English,United States,tt0110997,46816343.0,65.0,57.0,63.0,Meryl Streep, Kevin Bacon, David Strathairn,
Speed,R,Jan de Bont,English,United States,tt0111257,121248145.0,73.0,94.0,78.0,Keanu Reeves, Dennis Hopper, Sandra Bullock,
