imdbID,Title,Year,Month,Box_Office,IMDB_Value,RT_Value,MC_Value,Vote_Average,Rated,Director,Language,Country,Runtime,Actor_1,Actor_2,Actor_3,Genre_1,Genre_2,Genre_3,Awards,Nominations,Adj_Box_Office,Log_Box_Office,Genre,Sub_Genre
tt1587422,Five Senses of Eros,2009,7,2484095.0,51.0,51.0,51.0,51.0,Not Rated,"Hyuk Byun, Jin-ho Hur, Kyu-dong Min",Korean,South Korea,130.0,Cha Hyeon-jeong, Nan-Hee Kim, Soo-Yeon Cha,Romance,Drama,Unknown,0.0,0.0,3137525.098933984,14.958944862050414,Drama,Romance
tt1260937,Fure fure shôjo,2008,10,648770.0,52.0,52.0,52.0,52.0,Unknown,Kensaku Watanabe,Japanese,Japan,114.0,Yui Aragaki, Tokio Emoto, Ryô Katô,Comedy,Unknown,Unknown,0.0,0.0,816510.716989545,13.612795316829535,Comedy,Unknown
tt2319760,Girlfriend Boyfriend,2012,8,64414.0,70.0,62.0,66.62,66.62,Not Rated,Ya-che Yang,Min Nan,Taiwan,105.0,Gwei Lun-Mei, Hsiao-chuan Chang, Rhydian Vaughan,Drama,Comedy,Romance,0.0,0.0,76022.28969398155,11.238781861715823,Drama,Comedy
tt1427241,Jûryoku piero,2009,5,3548304.0,68.0,65.0,65.0,65.0,Unknown,Jun'ichi Mori,Japanese,Japan,118.0,Ryô Kase, Masaki Okada, Fumiyo Kohinata,Drama,Unknown,Unknown,0.0,0.0,4481669.524977044,15.31550619679523,Drama,Unknown
tt3579990,Hot Young Bloods,2014,1,10614399.0,66.0,73.0,73.0,73.0,PG-13,Yeon-woo Lee,Korean,South Korea,121.0,Park Bo-young, Da-Sol Han, Kim Hee-won,Romance,Drama,Comedy,0.0,0.0,12149329.620463302,16.31278455095811,Comedy,Romance
tt3949936,The Secret Society of Souptown,2015,5,346139.0,67.0,58.64,58.64,58.64,Unknown,Margus Paju,Estonian,Estonia,105.0,Olivia Viikant, Arabella Antons, Hugo Soosaar,Family,Family,Action/Adventure,0.0,0.0,395723.8714100677,12.888471952594772,Action/Adventure,Family
tt1374989,Pride and Prejudice and Zombies,2016,2,10938134.0,58.0,46.0,45.0,61.52,PG-13,Burr Steers,English,United States,108.0,Lily James, Sam Riley, Jack Huston,Romance,Thriller/Horror,Comedy,0.0,0.0,12349248.855158392,16.329105797743896,Comedy,Romance
tt1535110,When Harry Tries to Marry,2011,4,35100.0,46.0,13.0,35.0,56.0,PG-13,Nayan Padrai,English,United States,93.0,Rahul Rai, Stefanie Estes, Freishia Bomanbehram,Comedy,Romance,Unknown,0.0,0.0,42282.78333237012,10.65213526876278,Comedy,Romance
tt1289432,SM-rechter,2009,3,1142211.0,68.0,68.0,68.0,68.0,Unknown,Erik Lamens,Dutch,Belgium,84.0,Gene Bervoets, Veerle Dobbelaere, Axel Daeseleire,Drama,Unknown,Unknown,0.0,0.0,1442664.5038851108,14.1820023116838,Drama,Unknown
tt1772947,The Invader,2011,11,29232.0,66.0,58.0,58.0,58.0,Unknown,Nicolas Provost,French,Belgium,95.0,Issaka Sawadogo, Stefania Rocca, Serge Riaboukine,Drama,Unknown,Unknown,0.0,0.0,35213.96929834311,10.46919813792661,Drama,Unknown
tt1301308,Mixed Kebab,2012,2,96217.0,63.0,61.73,61.73,61.73,Not Rated,Guy Lee Thys,Flemish,Belgium,98.0,Cem Akkanat, Simon Van Buyten, Gamze Tazim,Drama,Romance,Unknown,0.0,0.0,113556.62817843672,11.640056918163324,Drama,Romance
tt1286784,Dossier K.,2009,12,3647079.0,67.0,66.0,66.0,66.0,Unknown,Jan Verheyen,Dutch,Belgium,120.0,Koen De Bouw, Werner De Smedt, Blerim Destani,Action/Adventure,Crime,Drama,0.0,0.0,4606426.847723237,15.342963027175625,Action/Adventure,Crime
tt1194628,Unspoken,2008,10,24138.0,59.0,26.67,26.67,26.67,Unknown,Fien Troch,French,Belgium,97.0,Déborah Amsens, Emmanuelle Devos, Chloé Henry,Drama,Unknown,Unknown,0.0,0.0,30378.92579295226,10.321504416503956,Drama,Unknown
tt0940723,Linkeroever,2008,3,372486.0,60.0,83.0,59.0,59.0,Not Rated,Pieter Van Hees,Flemish,Belgium,102.0,Eline Kuppens, Matthias Schoenaerts, Sien Eggers,Drama,Thriller/Horror,Mystery,0.0,0.0,468792.9634979541,13.057916507528954,Drama,Thriller/Horror
tt1538545,Zot van A.,2010,10,4145696.0,58.0,57.0,57.0,57.0,Unknown,Jan Verheyen,Dutch,Belgium,120.0,Michel van Dousselaere, Lotte Heijtenis, Kevin Janssens,Romance,Comedy,Unknown,0.0,0.0,5151700.687529809,15.454837448714112,Comedy,Romance
tt1381112,Sister Smile,2009,4,1140428.0,65.0,64.86,64.86,64.86,Unknown,Stijn Coninx,French,Belgium,120.0,Cécile de France, Sandrine Blancke, Chris Lomme,Drama,Unknown,Unknown,0.0,0.0,1440412.4936957262,14.180440084487447,Drama,Unknown
tt1817088,"Allez, Eddy!",2012,3,599888.0,64.0,65.0,65.0,65.0,Unknown,Gert Embrechts,Dutch,Belgium,100.0,Jelte Blommaert, Peter Van den Begin, Barbara Sarafian,Comedy,Drama,Family,0.0,0.0,707996.0772494056,13.470193832052324,Comedy,Drama
tt1511329,Bo,2010,2,1524017.0,61.0,53.0,53.0,53.0,Unknown,Hans Herbots,Flemish,Belgium,100.0,Laura Ballyn, Peter Bastiaensen, Mia Boels,Drama,Unknown,Unknown,0.0,0.0,1893838.6767160727,14.4541163731322,Drama,Unknown
tt1470860,Adem,2010,9,859532.0,72.0,63.57,63.57,63.57,Not Rated,Hans Van Nuffel,Dutch,Belgium,98.0,Stef Aerts, Wouter Hendrickx, Marie Vinck,Drama,Unknown,Unknown,0.0,0.0,1068108.128370694,13.881399537170257,Drama,Unknown
tt1784458,Groenten uit Balen,2011,12,1729514.0,70.0,67.0,67.0,67.0,Unknown,Frank van Mechelen,Dutch,Belgium,110.0,Stany Crets, Tiny Bertels, Michel van Dousselaere,Drama,History,Unknown,0.0,0.0,2083437.7701510189,14.549529861460512,Drama,History
tt1678044,Frits en Freddy,2010,12,4419099.0,63.0,60.0,60.0,60.0,Unknown,Guy Goossens,Flemish,Belgium,89.0,Frank Aendenboom, Stan Lee Cole, Damiaan De Schrijver,Comedy,Unknown,Unknown,0.0,0.0,5491448.325338446,15.518702590230626,Comedy,Unknown
tt1272041,My Queen Karo,2009,10,102161.0,64.0,55.36,55.36,55.36,Unknown,Dorothée Van Den Berghe,Flemish,Netherlands,101.0,Anna Franziska Jaeger, Déborah François, Matthias Schoenaerts,Drama,Unknown,Unknown,0.0,0.0,129033.99492861373,11.76783117520518,Drama,Unknown
tt1757710,Code 37,2011,10,2770574.0,62.0,62.92,62.92,62.92,Unknown,Jakob Verbruggen,Dutch,Belgium,100.0,Veerle Baetens, Michael Pas, Marc Lauwrys,Drama,Unknown,Unknown,0.0,0.0,3337537.895962906,15.020743936221807,Drama,Unknown
tt2123996,Little Black Spiders,2012,9,209875.0,63.0,67.0,67.0,67.0,Unknown,Patrice Toye,Dutch,Belgium,90.0,Line Pillet, Charlotte De Bruyne, Dolores Bouckaert,Drama,Unknown,Unknown,0.0,0.0,247697.3646959416,12.41996297632494,Drama,Unknown
tt0472477,Man zkt vrouw,2007,8,1044138.0,64.0,30.0,30.0,30.0,Unknown,Miel Van Hoogenbemt,Dutch,Belgium,107.0,Jan Decleir, Wim Opbrouck, Maria Popistasu,Comedy,Drama,Romance,0.0,0.0,1364557.4647683536,14.12634073240158,Comedy,Drama
tt1081964,Dirty Mind,2009,1,204933.0,67.0,62.0,62.0,62.0,Unknown,Pieter Van Hees,Flemish,Belgium,103.0,Wim Helsen, Robbie Cleiren, Kristine Van Pellicom,Comedy,Drama,Unknown,0.0,0.0,258839.7106792768,12.46396427141164,Comedy,Drama
tt1731230,Turquaze,2010,9,393082.0,61.0,59.0,59.0,59.0,Unknown,Kadir Ferati Balci,Flemish,Belgium,96.0,Burak Balci, Charlotte Vandermeersch, Nihat Altinkaya,Drama,Family,Romance,0.0,0.0,488468.2354074183,13.099029723596257,Drama,Family
tt2248805,Frits & Franky,2013,2,1618520.0,56.0,56.0,56.0,56.0,Unknown,Marc Punt,Dutch,Belgium,94.0,Eva Laurenssen, Georgina Verbaan, Peter Van den Begin,Comedy,Unknown,Unknown,0.0,0.0,1882623.6790480649,14.4481769358596,Comedy,Unknown
tt1825974,Hotel Swooni,2011,8,161338.0,59.0,70.0,70.0,70.0,Unknown,Kaat Beels,Dutch,Belgium,90.0,Sara de Roo, Geert Van Rampelberg, Enrique De Roeck,Drama,Unknown,Unknown,0.0,0.0,194353.83752928572,12.177435681540976,Drama,Unknown
tt1405808,Lost Persons Area,2009,5,12860.0,55.0,47.0,47.0,47.0,Not Rated,Caroline Strubbe,English,Belgium,109.0,Zoltán Miklós Hajdu, Kimke Desart, Lisbeth Gruwez,Drama,Unknown,Unknown,0.0,0.0,16242.765583559014,9.695402893771323,Drama,Unknown
tt1086214,Los,2008,9,616534.0,60.0,52.0,52.0,52.0,Unknown,Jan Verheyen,Dutch,Belgium,100.0,Pepijn Caudron, Koen De Graeve, Sana Mouziane,Drama,Comedy,Unknown,0.0,0.0,775940.0379000758,13.561830525432493,Drama,Comedy
tt2572160,Bingo,2013,3,455065.0,49.0,72.0,72.0,72.0,Unknown,Rudi Van Den Bossche,Dutch,Belgium,87.0,Ruud De Ridder, Nicole Laurent, Sven De Ridder,Comedy,Drama,Unknown,0.0,0.0,529320.7031769812,13.179349771339556,Comedy,Drama
tt1801071,See You in Montevideo,2014,1,2120944.0,81.0,73.43,73.43,73.43,Unknown,Dragan Bjelogrlic,Serbian,Serbia,141.0,Milos Bikovic, Petar Strugar, Armand Assante,Action/Adventure,Comedy,Unknown,0.0,0.0,2427650.1912679104,14.70243434799288,Action/Adventure,Comedy
tt1198144,Summer,2008,12,59447.0,67.0,78.0,62.0,62.0,Unknown,Kenneth Glenaan,English,United Kingdom,83.0,Robert Carlyle, Steve Evets, Rachael Blake,Drama,Unknown,Unknown,0.0,0.0,74817.13487503659,11.222802213598172,Drama,Unknown
tt5290524,Quo vado?,2016,1,72601522.0,66.0,60.0,68.2,68.2,Unknown,Gennaro Nunziante,Italian,Italy,86.0,Checco Zalone, Eleonora Giovanardi, Sonia Bergamasco,Comedy,Unknown,Unknown,0.0,0.0,81967752.67529696,18.22183646782416,Comedy,Unknown
tt3142958,Water and Fire,2013,11,5128581.0,60.0,79.05,79.05,79.05,Unknown,Özcan Deniz,Turkish,Turkey,113.0,Özcan Deniz, Yasemin Kay Allen, Kaan Çakir,Drama,Romance,Unknown,0.0,0.0,5965442.521881722,15.601493797163435,Drama,Romance
tt1720044,Baby and I,2008,8,2399660.0,65.0,63.07000000000001,63.07000000000001,63.07000000000001,Unknown,Kim Jin Young,Korean,South Korea,96.0,Keun-Suk Jang, Shin-Ho Byun, Jae-Hwan Choi,Comedy,Family,Unknown,0.0,0.0,3020096.655411212,14.92079939394195,Comedy,Family
tt3463014,Halam Geldi,2014,1,289013.0,72.0,79.0,79.0,79.0,Unknown,Erhan Kozan,Turkish,Turkey,100.0,Miray Akay, Melisa Celayir, Tunç Oral,Drama,Unknown,Unknown,0.0,0.0,330806.6901949852,12.709289466216722,Drama,Unknown
tt4306308,Cute & Dangerous,2015,2,3564246.0,60.0,65.54,65.54,65.54,Unknown,"Özcan Deniz, Reyhan Pekar",Turkish,Turkey,113.0,Sükrü Özyildiz, Ayça Aysin Turan, Türkan Kiliç,Romance,Comedy,Unknown,0.0,0.0,4074828.972689723,15.220339333884247,Comedy,Romance
tt4935372,The Devil's Candy,2017,3,489718.0,64.0,92.0,72.0,63.0,Not Rated,Sean Byrne,English,United States,79.0,Ethan Embry, Shiri Appleby, Pruitt Taylor Vince,Thriller/Horror,Drama,Mystery,0.0,0.0,541362.950636423,13.201845221305808,Drama,Thriller/Horror
tt2140037,Jane Got a Gun,2015,12,1513793.0,59.0,42.0,49.0,57.92,R,Gavin O'Connor,English,United States,98.0,Natalie Portman, Joel Edgerton, Ewan McGregor,Western,Action/Adventure,Drama,0.0,0.0,1730645.8575123306,14.364005224846196,Drama,Western
tt1454545,More Than Blue,2009,3,3463423.0,75.0,73.64,73.64,73.64,Not Rated,Won Tae-yeon,Korean,South Korea,105.0,Kwon Sang-woo, Lee Bo-young, Beom-su Lee,Drama,Romance,Unknown,0.0,0.0,4374460.956897878,15.29129386033098,Drama,Romance
tt4535650,Dilwale,2015,12,4871263.0,50.0,20.0,66.01,66.01,Not Rated,Rohit Shetty,Hindi,India,158.0,Shah Rukh Khan, Kajol, Varun Dhawan,Action/Adventure,Action/Adventure,Comedy,0.0,0.0,5569077.893611007,15.532740049475429,Action/Adventure,Action/Adventure
tt4183692,Woodlawn,2015,10,14394097.0,64.0,73.0,57.0,70.16,PG,"Andrew Erwin, Jon Erwin",English,United States,123.0,Caleb Castille, Sean Astin, Jon Voight,Drama,Unknown,Unknown,0.0,0.0,16456070.510089995,16.61620499507058,Drama,Unknown
tt3268668,Captive,2015,9,2583301.0,54.0,27.0,36.0,57.33,PG-13,Jerry Jameson,English,United States,97.0,Kate Mara, David Oyelowo, Mimi Rogers,Drama,Drama,Thriller/Horror,0.0,0.0,2953362.2987802564,14.898454841578465,Drama,Drama
tt4642044,Riot,2015,9,124358.0,51.0,58.0,58.0,58.0,Not Rated,John Lyde,English,United States,88.0,Matthew Reese, Dolph Lundgren, Danielle C. Ryan,Action/Adventure,Unknown,Unknown,0.0,0.0,142172.44864292437,11.864796026826182,Action/Adventure,Unknown
tt2141773,Hell and Back,2015,10,157768.0,53.0,52.0,52.0,52.0,R,"Tom Gianas, Ross Shuman",English,United States,86.0,Nick Swardson, Mila Kunis, Bob Odenkirk,Sci-Fi/Fantasy,Comedy,Animation,0.0,0.0,180368.47551019548,12.102757123614309,Comedy,Sci-Fi/Fantasy
tt1037223,Everyday,2012,11,25644.0,62.0,74.0,55.0,55.83,Unrated,Michael Winterbottom,English,United Kingdom,120.0,Shirley Henderson, John Simm, Shaun Kirk,Drama,Unknown,Unknown,0.0,0.0,30265.40188332448,10.317760487052244,Drama,Unknown
tt2091235,My Straight Son,2012,11,66679.0,74.0,78.52000000000001,78.52000000000001,78.52000000000001,Not Rated,Miguel Ferrari,Spanish,Venezuela,114.0,Guillermo Garcia, Ignacio Montes, Hilda Abrahamz,Drama,Unknown,Unknown,0.0,0.0,78695.47387997946,11.273340921696771,Drama,Unknown
tt3387542,The Forest,2016,1,26594261.0,48.0,10.0,34.0,52.12,PG-13,Jason Zada,English,United States,95.0,Natalie Dormer, Eoin Macken, Stephanie Vogt,Thriller/Horror,Thriller/Horror,Mystery,0.0,0.0,30025153.029578306,17.217546022655995,Thriller/Horror,Thriller/Horror
tt1438298,Guzaarish,2010,11,1017335.0,74.0,67.0,73.59,73.59,Unknown,Sanjay Leela Bhansali,Hindi,India,126.0,Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel,Drama,Romance,Unknown,0.0,0.0,1264203.9886542908,14.049953224097065,Drama,Romance
tt3477480,Only You,2014,3,3562110.0,73.0,74.4,74.4,74.4,Unknown,Hakan Yonat,Turkish,Turkey,105.0,Belçim Bilgin, Ibrahim Celikkol, Kerem Can,Action/Adventure,Drama,Romance,0.0,0.0,4077220.814324818,15.220926141317031,Action/Adventure,Drama
tt2187203,Wonderful Radio,2012,1,5857353.0,61.0,64.0,64.0,64.0,Unknown,Chil-in Kwon,Korean,South Korea,120.0,Lee Min-Jung, Lee Jung-Jin, Kwang-Soo Lee,Drama,Unknown,Unknown,0.0,0.0,6912928.658457974,15.748903934963543,Drama,Unknown
tt1369667,Me and Kaminski,2015,9,970869.0,66.0,62.0,62.0,62.0,Unknown,Wolfgang Becker,German,Unknown,124.0,Daniel Brühl, Jesper Christensen, Amira Casar,Comedy,Drama,Unknown,0.0,0.0,1109947.2735289033,13.91982307083498,Comedy,Drama
tt2193782,Do Not Disturb,2012,10,832150.0,48.0,42.06,42.06,42.06,Unknown,Yvan Attal,French,France,120.0,François Cluzet, Yvan Attal, Laetitia Casta,Comedy,Romance,Unknown,0.0,0.0,982114.8875841704,13.79746357395997,Comedy,Romance
tt1334470,Raavan,2010,6,708726.0,54.0,46.0,46.0,46.0,Not Rated,Mani Ratnam,Hindi,India,138.0,Abhishek Bachchan, Aishwarya Rai Bachchan, Govinda,Action/Adventure,Action/Adventure,Crime,0.0,0.0,880707.1771471549,13.688480474126932,Action/Adventure,Action/Adventure
tt1532957,Paa,2009,12,199228.0,71.0,50.0,30.0,63.85,Unknown,R. Balki,Hindi,India,133.0,Amitabh Bachchan, Abhishek Bachchan, Vidya Balan,Drama,Family,Unknown,0.0,0.0,251634.03590056728,12.435731072483398,Drama,Family
tt2077833,Rowdy Rathore,2012,6,777373.0,58.0,50.0,60.74,60.74,Not Rated,Prabhu Deva,Hindi,India,143.0,Akshay Kumar, Sonakshi Sinha, Nassar,Action/Adventure,Comedy,Crime,0.0,0.0,917466.3179786928,13.729371147587084,Action/Adventure,Comedy
tt2586682,Ask Kirmizi,2013,3,1582230.0,51.0,44.0,44.0,44.0,Unknown,Osman Sinav,Turkish,Turkey,114.0,Nurgül Yesilçay, Tayanç Ayaydin, Ezgi Asaroglu,Drama,Romance,Unknown,0.0,0.0,1840412.0206733432,14.42550002879686,Drama,Romance
tt3554418,Khoobsurat,2014,9,710508.0,64.0,80.0,67.33,67.33,Unknown,Shashanka Ghosh,Hindi,India,130.0,Sonam Kapoor, Fawad Khan, Ratna Pathak Shah,Comedy,Romance,Unknown,0.0,0.0,813253.3825020277,13.608798003567069,Comedy,Romance
tt0315642,Wazir,2016,1,1124045.0,71.0,56.0,67.0,67.0,Not Rated,Bejoy Nambiar,Hindi,India,103.0,Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari,Thriller/Horror,Action/Adventure,Crime,0.0,0.0,1269056.62605674,14.053784368283113,Action/Adventure,Thriller/Horror
tt2905838,Bang Bang,2014,10,2546172.0,56.0,14.0,61.37,61.37,Not Rated,Siddharth Anand,Hindi,India,153.0,Hrithik Roshan, Katrina Kaif, Pawan Malhotra,Action/Adventure,Action/Adventure,Comedy,0.0,0.0,2914369.706508516,14.885164130204585,Action/Adventure,Action/Adventure
tt4315956,Love Forecast,2015,1,32211.0,61.0,68.86,68.86,68.86,G,Jin-pyo Park,Korean,South Korea,118.0,Moon Chae-Won, Joon-young Jung, Kim Kap-su,Comedy,Romance,Unknown,0.0,0.0,36825.26852504251,10.51393953322665,Comedy,Romance
tt2642524,Mr. Kaplan,2014,11,73518.0,65.0,58.89,58.89,58.89,Not Rated,Álvaro Brechner,Spanish,Spain,98.0,Héctor Noguera, Néstor Guzzini, Rolf Becker,Drama,Comedy,Unknown,0.0,0.0,84149.31594687754,11.340348070612382,Drama,Comedy
tt3958072,The Lesson,2014,9,9045.0,72.0,83.0,68.0,70.0,Unrated,"Kristina Grozeva, Petar Valchanov",Bulgarian,Bulgaria,111.0,Margita Gosheva, Ivan Barnev, Ivan Savov,Drama,Unknown,Unknown,0.0,0.0,10352.98243613139,9.245029915264276,Drama,Unknown
tt1206479,Del amor y otros demonios,2009,3,19176.0,61.0,60.0,60.0,60.0,Unknown,Hilda Hidalgo,Spanish,Costa Rica,95.0,Pablo Derqui, Eliza Triana, Jordi Dauder,Drama,Unknown,Unknown,0.0,0.0,24220.161184317854,10.094940672093934,Drama,Unknown
tt1849027,Onigamiden - Legend of the Millennium Dragon,2011,4,1000626.0,56.0,54.0,54.0,54.0,PG-13,Hirotsugu Kawasaki,Japanese,Japan,98.0,Kenshô Ono, Satomi Ishihara, Takashi Kondô,Action/Adventure,Sci-Fi/Fantasy,Animation,0.0,0.0,1205391.804978239,14.00231522141683,Action/Adventure,Sci-Fi/Fantasy
tt1039651,Yona Yona Penguin,2009,12,27790.0,52.0,53.75,53.75,53.75,TV-G,Rintarô,Japanese,Japan,85.0,Monica Rial, Jason Douglas, David Matranga,Family,Animation,Action/Adventure,0.0,0.0,35100.035425124806,10.465957418716265,Action/Adventure,Family
tt3797004,Chronicle of a Blood Merchant,2015,1,6702181.0,68.0,72.32000000000001,72.32000000000001,72.32000000000001,Unknown,Ha Jung-woo,Korean,South Korea,124.0,Ha Jung-woo, Ha Ji-Won, Hwang Bo-ra,Romance,Drama,History,0.0,0.0,7662277.328503864,15.85181979890274,Drama,Romance
tt3853452,Ansatsu kyôshitsu,2015,3,20000000.0,62.0,73.0,73.0,73.0,M,Eiichirô Hasumi,Japanese,Japan,110.0,Ryôsuke Yamada, Masaki Suda, Maika Yamamoto,Action/Adventure,Action/Adventure,Comedy,0.0,0.0,22865026.559276342,16.94511907664267,Action/Adventure,Action/Adventure
tt3511596,Close Range,2015,12,248978.0,50.0,86.0,66.69,66.69,TV-MA,Isaac Florentine,English,United States,80.0,Scott Adkins, Nick Chinlund, Caitlin Keats,Action/Adventure,Crime,Unknown,0.0,0.0,284644.4291337753,12.5589960632542,Action/Adventure,Crime
tt1429313,Africa United,2010,10,1043690.0,65.0,89.0,64.52,64.52,Unknown,Debs Paterson,English,United Kingdom,88.0,Eriya Ndayambaje, Roger Jean Nsengiyumva, Sanyu Joanita Kintu,Drama,Action/Adventure,Comedy,0.0,0.0,1296954.357137616,14.075529271574975,Drama,Action/Adventure
tt3004278,Un fantastico via vai,2013,12,11846676.0,56.0,59.73,59.73,59.73,Unknown,Leonardo Pieraccioni,Italian,Italy,95.0,Leonardo Pieraccioni, Serena Autieri, Maurizio Battista,Comedy,Unknown,Unknown,0.0,0.0,13779769.638688687,16.438712106333764,Comedy,Unknown
tt2871116,"2 Autumns, 3 Winters",2013,12,5819.0,66.0,78.0,75.0,59.0,Unknown,Sébastien Betbeder,French,France,90.0,Vincent Macaigne, Maud Wyler, Bastien Bouillon,Comedy,Unknown,Unknown,0.0,0.0,6768.521358018863,8.820037931123391,Comedy,Unknown
tt2992524,Hoodies vs. Hooligans,2014,6,168588.0,57.0,38.0,53.06,53.06,Not Rated,Gabe Turner,English,United Kingdom,95.0,Tom Davis, Martin Hancock, Jay Simpson,Thriller/Horror,Thriller/Horror,Unknown,0.0,0.0,192967.2308394161,12.170275665074533,Thriller/Horror,Thriller/Horror
tt4048668,Band of Robbers,2016,1,20555.0,60.0,78.0,57.0,60.67999999999999,TV-MA,"Aaron Nee, Adam Nee",English,United States,95.0,Kyle Gallner, Adam Nee, Matthew Gray Gubler,Action/Adventure,Comedy,Crime,0.0,0.0,23206.77459407434,10.05219952339353,Action/Adventure,Comedy
tt2103171,The Girl and Death,2012,11,90477.0,64.0,31.0,44.0,54.690000000000005,Unknown,Jos Stelling,German,Netherlands,127.0,Sylvia Hoeks, Dieter Hallervorden, Henri Garcin,Drama,Romance,Unknown,0.0,0.0,106782.20114637144,11.578546535686735,Drama,Romance
tt1322354,Protéger & servir,2010,1,3705893.0,43.0,46.03,46.03,46.03,Unknown,Eric Lavaine,French,France,90.0,Kad Merad, Clovis Cornillac, Carole Bouquet,Comedy,Crime,Action/Adventure,0.0,0.0,4605174.020480978,15.34269101642138,Comedy,Crime
tt5051390,Ahwak,2015,9,1157752.0,53.0,63.85,63.85,63.85,Unknown,Mohamed Samy,Arabic,Egypt,120.0,Tamer Hosny, Ghadah Adel, Intesar,Comedy,Unknown,Unknown,0.0,0.0,1323601.5114527652,14.095866996954571,Comedy,Unknown
tt0969694,The Sperm,2007,3,28125.0,59.0,70.0,70.0,70.0,Unknown,Taweewat Wantha,Thai,Thailand,85.0,Leo Putt, Pimpaporn Leenutapong, Nattawat Srimawk,Comedy,Sci-Fi/Fantasy,Unknown,0.0,0.0,36755.84903203404,10.512052649311055,Comedy,Sci-Fi/Fantasy
tt4404474,Potato Salad,2015,7,2727552.0,13.0,27.22,27.22,27.22,Unknown,Michael David Pate,German,Germany,81.0,Joyce Ilg, Torge Oelrich, Otto Waalkes,Thriller/Horror,Comedy,Unknown,0.0,0.0,3118277.4460903653,14.95279130670994,Comedy,Thriller/Horror
tt1690368,All for One,2011,2,5548993.0,56.0,59.8,59.8,59.8,Not Rated,Rasmus Heide,Danish,Denmark,82.0,Jon Lange, Jonatan Spang, Rasmus Bjerg,Comedy,Unknown,Unknown,0.0,0.0,6684526.174696252,15.715305887127508,Comedy,Unknown
tt1699135,The Reunion,2011,10,6787644.0,58.0,8.0,49.0,49.0,Not Rated,Niels Nørløv Hansen,Danish,Denmark,105.0,Nicolaj Kopernikus, Anders W. Berthelsen, Troels Lyby,Comedy,Unknown,Unknown,0.0,0.0,8176651.868639943,15.91679331777772,Comedy,Unknown
tt3667798,The Breakup Guru,2014,6,208959.0,42.0,35.24,35.24,35.24,Unknown,"Chao Deng, Baimei Yu",Mandarin,China,114.0,Chao Deng, Mi Yang, Chao Liang,Romance,Comedy,Unknown,0.0,0.0,239176.21413726688,12.384955856888734,Comedy,Romance
tt4439120,Tag,2015,5,980317.0,61.0,92.0,67.0,67.0,Unknown,Sion Sono,Japanese,Japan,85.0,Reina Triendl, Mariko Shinoda, Erina Mano,Action/Adventure,Sci-Fi/Fantasy,Thriller/Horror,0.0,0.0,1120748.7120755054,13.92950751285397,Action/Adventure,Sci-Fi/Fantasy
tt1726252,The Dark Side of the Moon,2016,1,371613.0,62.0,56.34,56.34,56.34,Unknown,Stephan Rick,English,Germany,97.0,Jürgen Prochnow, Moritz Bleibtreu, Nora Waldstätten,Thriller/Horror,Unknown,Unknown,0.0,0.0,419554.3238738871,12.946948293225056,Thriller/Horror,Unknown
tt2842470,¡Asu Mare!,2013,4,11852786.0,64.0,72.96000000000001,72.96000000000001,72.96000000000001,Unknown,Ricardo Maldonado,Spanish,Peru,90.0,Carlos Alcántara, Tatiana Astengo, Carlos Cabrera,Comedy,Unknown,Unknown,0.0,0.0,13786876.64427341,16.439227729864403,Comedy,Unknown
tt2056501,80 Millions,2011,11,680834.0,66.0,56.0,56.0,56.0,Unknown,Waldemar Krzystek,Polish,Poland,80.0,Filip Bobek, Marcin Bosak, Wojciech Solarz,Action/Adventure,Drama,History,0.0,0.0,820158.3050515918,13.617252655548697,Action/Adventure,Drama
tt1118084,Wszystko bedzie dobrze,2007,10,59185.0,72.0,70.0,70.0,70.0,Unknown,Tomasz Wiszniewski,Polish,Poland,98.0,Robert Wieckiewicz, Adam Werstak, Beata Kawka,Drama,Unknown,Unknown,0.0,0.0,77347.3751097221,11.25606192019233,Drama,Unknown
tt1808045,Czarny czwartek. Janek Wisniewski padl,2011,2,3204531.0,66.0,66.0,66.0,66.0,Unknown,Antoni Krauze,Polish,Poland,100.0,Piotr Andruszkiewicz, Justyna Bartoszewicz, Magdalena Bochan,Drama,Unknown,Unknown,0.0,0.0,3860298.859112916,15.166255163084532,Drama,Unknown
tt2113820,Walesa: Man of Hope,2013,9,4965231.0,65.0,57.0,56.0,56.0,Unknown,Andrzej Wajda,Polish,Unknown,127.0,Robert Wieckiewicz, Agnieszka Grochowska, Iwona Bielska,Drama,Unknown,Unknown,0.0,0.0,5775437.71627382,15.569124606525603,Drama,Unknown
tt1420543,General Nil,2009,4,999465.0,69.0,68.0,68.0,68.0,Unknown,Ryszard Bugajski,Polish,Poland,125.0,Olgierd Lukaszewicz, Alicja Jachiewicz, Magdalena Emilianowicz,Drama,History,Unknown,0.0,0.0,1262369.8059076057,14.048501310780424,Drama,History
tt2282989,Supermarket,2012,12,282072.0,56.0,46.0,46.0,46.0,Unknown,Maciej Zak,Polish,Poland,84.0,Mikolaj Roznerski, Marian Dziedziel, Wojciech Zielinski,Thriller/Horror,Unknown,Unknown,0.0,0.0,332905.2581513454,12.715613218425895,Thriller/Horror,Unknown
