original_title,imdb_id,release_date,revenue,runtime,vote_average,original_language,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,Year,Month
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,tt8075256,2018-05-25,0,74,66.27,en,Comedy,Music,,,,,,,,2018,05
A Haunting in Cawdor,tt3268790,2015-05-01,0,100,46.0,en,Thriller,Horror,,,,,,,,2015,05
The Tale,tt4015500,2018-01-20,0,115,71.11,en,Drama,TV Movie,,,,,,,,2018,01
Happily Ever After,tt3326096,2016-03-18,0,112,48.0,en,Drama,,,,,,,,,2016,03
Vølvens forbandelse,tt1345782,2009-03-26,0,92,54.5,da,Adventure,Family,,,,,,,,2009,03
Ang Napakaigsing Buhay ng Alipato,tt5849982,2016-07-22,0,88,66.0,tl,Crime,Drama,Thriller,,,,,,,2016,07
God Don't Make the Laws,tt1799537,2011-12-01,0,100,46.0,en,Drama,,,,,,,,,2011,12
Горько! 2,tt4156700,2014-10-23,0,96,51.03,ru,Comedy,,,,,,,,,2014,10
See You Yesterday,tt6003934,2017-05-31,0,15,74.0,en,Science Fiction,Comedy,Drama,,,,,,,2017,05
Derrière les murs,tt1642194,2011-07-05,0,90,47.809999999999995,fr,Thriller,Drama,Horror,Mystery,,,,,,2011,07
Mula sa Kung Ano ang Noon,tt3303310,2014-07-03,0,338,82.0,tl,Drama,,,,,,,,,2014,07
Дубровский,tt3298690,2014-03-06,1677946,123,52.0,ru,Drama,,,,,,,,,2014,03
ഭാസ്കർ ദി റാസ്കൽ,tt4584862,2015-04-14,0,154,47.0,ml,Comedy,Drama,Family,,,,,,,2015,04
The Misandrists,tt5518756,2017-02-13,0,91,34.0,en,Drama,,,,,,,,,2017,02
Show Dogs,tt5691024,2018-05-18,38830219,92,62.0,en,Adventure,Crime,Family,Comedy,,,,,,2018,05
La novia del desierto,tt6147512,2017-09-21,0,78,61.0,es,Drama,,,,,,,,,2017,09
Les Gardiennes,tt6213362,2017-12-06,0,135,61.239999999999995,fr,Drama,,,,,,,,,2017,12
Class Rank,tt5219972,2017-04-21,0,101,71.7,en,Comedy,,,,,,,,,2017,04
Anything,tt6213952,2017-06-17,0,94,55.36,en,Drama,Romance,,,,,,,,2017,06
Pandas,tt7860270,2018-04-06,7635778,40,82.0,en,Documentary,,,,,,,,,2018,04
Spiral,tt5359048,2018-06-22,0,78,40.0,en,Documentary,,,,,,,,,2018,06
Love & Bananas: An Elephant Story,tt6069620,2018-04-22,0,77,79.0,en,Documentary,TV Movie,,,,,,,,2018,04
The Escape of Prisoner 614,tt7375578,2018-04-27,0,97,55.910000000000004,en,Adventure,Comedy,Crime,Western,,,,,,2018,04
They Remain,tt4991112,2018-01-28,0,102,50.0,en,Drama,Horror,Mystery,Thriller,,,,,,2018,01
Souvenir,tt2387692,2016-12-21,0,90,59.0,fr,Comedy,Drama,,,,,,,,2016,12
ラーメンヘッズ,tt6764122,2017-11-15,0,93,64.0,ja,Documentary,,,,,,,,,2017,11
Maineland,tt6303872,2017-03-11,0,90,46.0,en,Documentary,,,,,,,,,2017,03
Izzy Gets the F*ck Across Town,tt5198796,2018-06-22,0,86,55.88,en,Comedy,,,,,,,,,2018,06
What We Started,tt6191876,2018-03-23,0,70,72.0,en,Music,Documentary,,,,,,,,2018,03
Birthmarked,tt4702826,2018-03-30,0,90,59.0,en,Comedy,,,,,,,,,2018,03
After Louie,tt5974044,2017-03-17,0,104,53.33,en,Romance,Drama,,,,,,,,2017,03
McKellen: Playing the Part,tt6127326,2018-05-25,0,92,72.94,en,Documentary,History,,,,,,,,2018,05
Az ajtó,tt1194577,2012-03-08,0,97,57.86,en,Drama,,,,,,,,,2012,03
Pocket Listing,tt3417854,2016-03-23,0,92,65.63,en,Action,Comedy,Crime,,,,,,,2016,03
Le Ciel étoilé au-dessus de ma tête,tt6899330,2018-05-23,0,80,50.0,fr,Comedy,,,,,,,,,2018,05
1812. Уланская баллада,tt2388755,2012-11-01,0,96,41.0,ru,Adventure,History,,,,,,,,2012,11
V Tsenturiya. V Poiskakh Zacharovannykh Sokrovishch,tt1603447,2010-03-18,0,107,45.0,ru,Adventure,Comedy,,,,,,,,2010,03
Black Water,tt5622412,2018-05-18,0,105,56.589999999999996,en,Action,Thriller,,,,,,,,2018,05
Газгольдер,tt3956396,2014-04-24,1782801,119,29.0,ru,Crime,,,,,,,,,2014,04
Дерзкие дни,tt1696176,2007-04-05,0,84,25.0,en,Comedy,Adventure,Crime,,,,,,,2007,04
Bach Ke Zara,tt1825665,2008-12-31,0,99,20.0,hi,Music,Horror,,,,,,,,2008,12
Born in the USSR: 28 Up,tt2224083,2012-05-27,0,103,67.0,ru,Documentary,,,,,,,,,2012,05
Реальная сказка,tt2093218,2011-11-03,0,110,58.0,ru,Comedy,Fantasy,Family,,,,,,,2011,11
A Dangerous Son,tt8294204,2018-05-07,0,90,61.0,en,Documentary,,,,,,,,,2018,05
Brutti e cattivi,tt5450524,2017-10-19,0,85,57.76,it,Comedy,Crime,,,,,,,,2017,10
Черновик,tt6270596,2018-05-25,0,116,53.19,ru,Fantasy,Action,,,,,,,,2018,05
Recep İvedik 5,tt6439558,2017-02-16,28952258,114,47.27,tr,Comedy,,,,,,,,,2017,02
Dixie y la rebelión zombi,tt3789946,2014-10-06,1000000,88,72.5,es,Fantasy,Animation,Horror,,,,,,,2014,10
과속스캔들,tt1360795,2008-12-03,0,108,72.0,ko,Comedy,Drama,Music,,,,,,,2008,12
Waar is het paard van Sinterklaas?,tt0926766,2007-10-10,0,90,69.58,nl,Family,,,,,,,,,2007,10
Wait for Your Laugh,tt5710688,2017-11-10,0,85,74.0,en,Documentary,,,,,,,,,2017,11
Edie,tt3823098,2018-05-25,0,102,64.23,en,Drama,,,,,,,,,2018,05
Cover Versions,tt6109874,2018-01-03,0,84,69.58,en,Mystery,Thriller,,,,,,,,2018,01
Revelation Road: The Beginning of the End,tt2412746,2013-03-25,0,88,52.0,en,Action,Drama,Thriller,,,,,,,2013,03
Revelation Road 2: The Sea of Glass and Fire,tt2825924,2013-07-12,0,91,52.14,en,Drama,,,,,,,,,2013,07
The Black Rider: Revelation Road,tt3505812,2014-10-07,0,112,59.0,en,Action,Drama,Fantasy,,,,,,,2014,10
Upgrade,tt6499752,2018-05-31,16593554,100,75.0,en,Action,Thriller,Science Fiction,,,,,,,2018,05
Action Point,tt6495770,2018-06-01,5059608,85,54.44,en,Comedy,,,,,,,,,2018,06
Kitty,tt5327862,2016-05-20,0,15,64.29,en,Fantasy,,,,,,,,,2016,05
The Guest House,tt2421910,2017-09-19,0,96,65.0,en,Thriller,,,,,,,,,2017,09
The Redeeming,tt4172510,2018-01-29,0,85,54.0,en,Drama,Mystery,Thriller,,,,,,,2018,01
డజ్ దువ్వాడ జగన్నాధం,tt6734984,2017-06-23,0,160,63.29,te,Action,Comedy,Crime,,,,,,,2017,06
Momo,tt6556552,2017-12-27,5011944,85,52.11,fr,Comedy,,,,,,,,,2017,12
Avengers Grimm: Time Wars,tt8159584,2018-05-01,0,88,48.0,en,Action,Adventure,Fantasy,,,,,,,2018,05
Grimm's Snow White,tt2081255,2012-03-13,0,89,57.66,en,Fantasy,,,,,,,,,2012,03
The Toymaker,tt5457454,2017-08-21,0,84,38.75,en,Horror,,,,,,,,,2017,08
A Cidade Onde Envelheço,tt5466056,2017-02-09,0,99,56.54,pt,Drama,,,,,,,,,2017,02
獣道,tt5645536,2017-07-15,0,95,75.0,ja,Comedy,Drama,,,,,,,,2017,07
A Tale of Two Coreys,tt6998122,2018-01-06,0,87,63.75,en,Drama,,,,,,,,,2018,01
映画 ハイ☆スピード！-Free! Starting Days-,tt4872210,2015-12-05,0,110,72.0,ja,Animation,Drama,Comedy,,,,,,,2015,12
Mommy's Little Girl,tt4875694,2016-03-19,0,85,58.86,en,TV Movie,Drama,Thriller,,,,,,,2016,03
Hotel Artemis,tt5834262,2018-06-07,12371132,94,60.17,en,Thriller,Science Fiction,Action,,,,,,,2018,06
PQ17: An Arctic Convoy Disaster,tt3415772,2014-01-02,0,60,81.0,en,Documentary,History,,,,,,,,2014,01
Confessions of a Porn Addict,tt1207648,2008-03-27,0,79,52.0,en,Comedy,,,,,,,,,2008,03
Damsel,tt5881528,2018-06-22,0,114,52.0,en,Comedy,Western,,,,,,,,2018,06
Modern Love Is Automatic,tt1322953,2009-03-15,0,93,60.0,en,Comedy,,,,,,,,,2009,03
Fursonas,tt5259184,2016-01-25,0,81,60.0,en,Documentary,,,,,,,,,2016,01
Ungodly Acts,tt4652128,2015-09-19,0,90,45.0,en,Drama,TV Movie,Thriller,,,,,,,2015,09
The Missing Girl,tt3851142,2015-09-13,0,89,60.0,en,Mystery,Comedy,Drama,,,,,,,2015,09
Vlog,tt1311672,2008-10-24,0,97,38.0,en,Horror,,,,,,,,,2008,10
The Choking Game,tt3159050,2014-07-26,0,86,52.0,en,Drama,,,,,,,,,2014,07
Walking the Halls,tt2047910,2012-01-07,0,88,58.419999999999995,en,Drama,Thriller,TV Movie,,,,,,,2012,01
Puppylove,tt2311526,2013-06-29,0,90,59.0,fr,Romance,Drama,,,,,,,,2013,06
My Sweet Audrina,tt4698792,2016-01-09,0,85,54.0,en,Drama,Thriller,TV Movie,,,,,,,2016,01
神様のカルテ2,tt2576828,2014-03-21,0,116,62.0,ja,Drama,,,,,,,,,2014,03
はじまりのみち,tt2444942,2013-06-01,0,96,59.0,ja,Drama,,,,,,,,,2013,06
ペタル ダンス,tt2301059,2013-04-19,0,90,63.0,ja,Drama,,,,,,,,,2013,04
きいろいゾウ,tt2404269,2013-02-02,3666854,131,58.0,ja,Drama,Romance,,,,,,,,2013,02
ツレがうつになりまして。,tt1810833,2011-10-08,0,121,66.36,ja,Drama,Comedy,,,,,,,,2011,10
オカンの嫁入り,tt1587234,2010-09-04,0,110,53.0,ja,Drama,Romance,,,,,,,,2010,09
ソラニン,tt1415228,2010-04-03,0,126,71.0,ja,Drama,Music,Romance,,,,,,,2010,04
少年メリケンサック,tt1313146,2009-02-14,0,125,62.0,ja,Comedy,Music,,,,,,,,2009,02
陰日向に咲く,tt1167845,2008-01-26,0,129,70.0,ja,Comedy,Drama,Romance,,,,,,,2008,01
サッド ヴァケイション,tt0915749,2007-09-08,0,136,68.0,ja,Drama,,,,,,,,,2007,09
初雪の恋 ヴァージン・スノー,tt0997155,2007-05-12,0,102,67.75,ja,Romance,,,,,,,,,2007,05
東京タワー　オカンとボクと、時々、オトン,tt0820158,2007-04-14,0,142,70.0,ja,Drama,,,,,,,,,2007,04
Pension complète,tt4838440,2015-12-30,0,81,47.39,fr,Comedy,,,,,,,,,2015,12
순정만화,tt1210837,2008-11-27,0,113,70.0,ko,Comedy,Drama,,,,,,,,2008,11
The Catcher Was a Spy,tt4602066,2018-06-22,0,94,62.71,en,Drama,War,Thriller,,,,,,,2018,06
The Spy Who Dumped Me,tt6663582,2018-08-02,33562069,117,64.0,en,Action,Comedy,,,,,,,,2018,08
Mission: Impossible - Fallout,tt4912910,2018-07-13,791657398,147,74.0,en,Action,Adventure,,,,,,,,2018,07
The Early Hatchling Gets The Worm,tt5797476,2016-06-10,0,3,54.0,en,Animation,,,,,,,,,2016,06
Trainer!,tt2915896,2013-06-04,0,138,69.0,de,Documentary,,,,,,,,,2013,06
Smrt u Sarajevu,tt4466648,2016-05-12,0,85,60.0,bs,Drama,,,,,,,,,2016,05
Apache Warrior,tt6423664,2017-12-12,0,0,32.0,en,Documentary,,,,,,,,,2017,12
Survivor's Guide to Prison,tt4323370,2018-02-23,0,102,64.0,en,Documentary,,,,,,,,,2018,02
Vincent n'a pas d'écailles,tt3636528,2014-10-15,0,80,53.57,fr,Comedy,Adventure,Fantasy,,,,,,,2014,10
Ocean's Eight,tt5164214,2018-06-07,297718711,111,69.9,en,Crime,Comedy,Action,,,,,,,2018,06
UV,tt0823654,2007-05-30,0,102,62.5,en,Drama,Mystery,,,,,,,,2007,05
La enfermedad del domingo,tt6053948,2018-02-23,0,113,67.29,es,Drama,,,,,,,,,2018,02
లెజెండ్,tt3555036,2014-03-28,0,161,54.0,te,Action,Drama,Romance,,,,,,,2014,03
Pappa pia,tt6609088,2017-08-15,0,105,57.0,hu,Romance,Comedy,Music,,,,,,,2017,08
SuperFly,tt7690670,2018-06-13,20545116,107,68.0,en,Action,Crime,,,,,,,,2018,06
97% Owned,tt2145874,2012-05-01,0,130,80.0,en,Documentary,,,,,,,,,2012,05
"1, 2, 3, voleurs",tt2110386,2011-11-25,0,95,47.14,fr,Crime,TV Movie,,,,,,,,2011,11
Never Leave Alive,tt3063364,2017-04-27,0,90,49.0,en,Adventure,Action,,,,,,,,2017,04
Ibiza,tt3685236,2018-05-25,0,94,57.489999999999995,en,Comedy,Romance,,,,,,,,2018,05
Astro,tt6156656,2018-06-08,0,104,43.61,en,Science Fiction,Action,Thriller,,,,,,,2018,06
"Tulipani: Love, Honour and a Bicycle",tt4121610,2017-09-08,0,92,66.56,nl,Drama,Comedy,,,,,,,,2017,09
Que baje Dios y lo vea,tt6197484,2018-01-05,0,95,55.86,es,Comedy,,,,,,,,,2018,01
జనతా గ్యారేజ్,tt5946852,2016-09-01,21000000,165,73.08,te,Action,Drama,,,,,,,,2016,09
"Robin des Bois, la véritable histoire",tt4032428,2015-04-15,0,87,44.28,fr,Comedy,Adventure,,,,,,,,2015,04
"Thi Mai, rumbo a Vietnam",tt6126346,2018-01-12,0,99,62.07,es,Comedy,,,,,,,,,2018,01
"인간, 공간, 시간 그리고 인간",tt6927316,2018-02-01,0,122,56.48,ko,Drama,,,,,,,,,2018,02
Harry & Meghan: A Royal Romance,tt7883022,2018-05-13,0,120,68.76,en,Romance,,,,,,,,,2018,05
Royal Matchmaker,tt8111210,2018-03-24,0,90,67.74,en,Romance,TV Movie,,,,,,,,2018,03
The Neighbor,tt3905764,2017-04-23,5500000,105,50.18,en,Thriller,Drama,,,,,,,,2017,04
Pensé que iba a haber fiesta,tt2642228,2013-05-08,0,86,51.0,es,Drama,,,,,,,,,2013,05
Vannin',tt3024884,2013-10-10,0,60,65.0,en,Documentary,,,,,,,,,2013,10
Con il fiato sospeso,tt3154404,2013-08-30,0,0,73.0,it,Drama,,,,,,,,,2013,08
劇場版 マクロスF 虚空歌姫 ~イツワリノウタヒメ~,tt1548563,2009-11-21,0,120,71.52,ja,Drama,Romance,Animation,Science Fiction,,,,,,2009,11
Nollywood Babylon,tt1288595,2009-07-03,0,74,58.0,en,Documentary,,,,,,,,,2009,07
내 심장을 쏴라,tt4596408,2015-01-28,0,101,78.92999999999999,ko,Drama,,,,,,,,,2015,01
청년경찰,tt7056732,2017-08-09,0,108,74.97,ko,Action,Comedy,Crime,,,,,,,2017,08
Tiramisù,tt4908040,2016-02-25,0,91,53.5,it,Comedy,,,,,,,,,2016,02
"Ed, Edd n Eddy's Big Picture Show",tt1232047,2009-11-08,0,87,72.87,en,Comedy,Animation,Adventure,TV Movie,,,,,,2009,11
Welcome to Nollywood,tt1034469,2007-04-12,0,58,0.0,en,Documentary,,,,,,,,,2007,04
Spivak,tt6342110,2018-05-11,0,91,56.0,en,Comedy,,,,,,,,,2018,05
The Miseducation of Cameron Post,tt6257174,2018-07-18,2019874,92,69.53,en,Drama,,,,,,,,,2018,07
The Silent Storm,tt2923780,2014-10-14,0,98,53.0,en,Romance,Drama,,,,,,,,2014,10
The Swan Princess: Royally Undercover,tt6687748,2017-03-26,0,79,69.0,en,Family,Animation,Adventure,Comedy,Mystery,,,,,2017,03
Tout pour être heureux,tt4386356,2016-04-06,0,97,63.0,fr,Comedy,,,,,,,,,2016,04
Les Gorilles,tt3592172,2015-04-15,0,0,45.22,fr,Comedy,,,,,,,,,2015,04
杨门女将之军令如山,tt2106514,2011-11-18,0,100,56.0,zh,War,Action,,,,,,,,2011,11
逆时营救,tt5342650,2017-06-28,0,106,69.87,zh,Action,Science Fiction,,,,,,,,2017,06
The Con Artist,tt1401607,2010-11-25,0,83,46.25,en,Comedy,Drama,Crime,,,,,,,2010,11
Space Dive,tt2002794,2012-11-04,0,90,58.08,en,Documentary,,,,,,,,,2012,11
Craters of the Moon,tt2089653,2014-07-18,0,77,50.0,en,Drama,Horror,Thriller,,,,,,,2014,07
Hollow Creek,tt2545538,2016-02-01,0,116,44.669999999999995,en,Crime,Mystery,Thriller,,,,,,,2016,02
Dirty Beautiful,tt3278416,2015-02-28,0,95,47.0,en,Romance,Comedy,Drama,,,,,,,2015,02
Sunday School Musical,tt1270792,2008-10-21,0,93,49.0,en,Music,Drama,,,,,,,,2008,10
The Carter Effect,tt7284952,2017-09-09,0,60,71.39999999999999,en,Documentary,,,,,,,,,2017,09
그물,tt5996202,2016-10-06,599913,114,73.4,ko,Drama,,,,,,,,,2016,10
La chute de Sparte,tt6632664,2018-06-01,0,93,58.0,fr,Drama,,,,,,,,,2018,06
超时空同居,tt8404272,2018-05-18,0,101,67.83,zh,Comedy,Romance,Drama,Mystery,Fantasy,,,,,2018,05
Prodigals,tt3760974,2018-06-08,0,109,40.0,en,Drama,,,,,,,,,2018,06
Demi Lovato: Simply Complicated,tt7526414,2017-10-17,0,78,80.0,en,Music,Documentary,,,,,,,,2017,10
Iron Soldier,tt1665744,2010-06-24,0,75,52.0,en,Science Fiction,Action,,,,,,,,2010,06
2036 Origin Unknown,tt4575328,2018-06-08,0,94,46.57,en,Science Fiction,,,,,,,,,2018,06
Gutterdämmerung,tt4864574,2016-05-06,0,120,57.5,en,Music,,,,,,,,,2016,05
彼女がその名を知らない鳥たち,tt6493644,2017-10-28,0,123,57.0,ja,Mystery,Drama,Romance,,,,,,,2017,10
Alex Strangelove,tt5688996,2018-04-16,0,99,65.85,en,Comedy,Drama,,,,,,,,2018,04
Iskateli Priklyucheniy,tt2085829,2012-10-18,0,100,35.0,en,Comedy,Adventure,,,,,,,,2012,10
Freshman Father,tt1525359,2010-06-05,0,0,65.44,en,Drama,TV Movie,,,,,,,,2010,06
Rob Schneider: Soy Sauce and the Holocaust,tt2734818,2013-08-01,0,60,52.5,en,Comedy,,,,,,,,,2013,08
Alternative Math,tt7044478,2017-07-15,0,9,67.2,en,Comedy,,,,,,,,,2017,07
American Meat,tt1482980,2013-04-12,0,85,0.0,en,Documentary,,,,,,,,,2013,04
The Price of Sugar,tt1045874,2007-03-11,0,90,0.0,en,Documentary,,,,,,,,,2007,03
Lunch Line,tt1848989,2010-01-01,0,0,0.0,en,,,,,,,,,,2010,01
Truck Farm,tt1863441,2011-01-01,0,48,80.0,en,Documentary,,,,,,,,,2011,01
Soul Food Junkies,tt2633778,2012-01-01,0,64,80.0,en,Documentary,,,,,,,,,2012,01
Growing Cities,tt2408586,2013-01-22,0,97,70.0,en,Documentary,,,,,,,,,2013,01
La Camioneta: The Journey of One American School Bus,tt2040398,2012-03-10,0,72,58.0,en,Documentary,,,,,,,,,2012,03
Dirty Computer,tt8343642,2018-04-23,0,49,72.0,en,Music,Drama,Romance,Science Fiction,,,,,,2018,04
Katie Says Goodbye,tt4547938,2018-03-08,0,88,67.32000000000001,en,Drama,,,,,,,,,2018,03
يوم الدين,tt6846432,2018-11-21,0,97,67.5,ar,Adventure,Comedy,Drama,,,,,,,2018,11
Le Talent de mes amis,tt4032450,2015-05-06,0,98,50.339999999999996,fr,Comedy,,,,,,,,,2015,05
A Single Life,tt3838700,2014-12-04,0,2,71.0,xx,Animation,,,,,,,,,2014,12
Loving Pablo,tt4682788,2017-10-12,17535962,123,62.45,es,Crime,Drama,,,,,,,,2017,10
האופה מברלין,tt4830786,2017-12-28,0,113,70.05,he,Drama,,,,,,,,,2017,12
The Forgiven,tt2249081,2018-03-09,42213,115,62.04,en,Thriller,Drama,,,,,,,,2018,03
La Régate,tt1406175,2009-10-08,0,100,70.0,fr,Drama,,,,,,,,,2009,10
Last Days of Coney Island,tt3113960,2015-10-29,0,22,46.67,en,Animation,,,,,,,,,2015,10
I skuggan av värmen,tt1376710,2009-03-20,0,92,59.0,sv,Drama,,,,,,,,,2009,03
Ayla,tt6316138,2017-10-27,0,125,81.47,tr,Drama,War,,,,,,,,2017,10
King Lear,tt7473890,2018-05-28,0,115,60.0,en,Drama,TV Movie,,,,,,,,2018,05
Monster High: New Ghoul at School,tt1789846,2010-10-31,0,23,65.63,en,Family,Animation,Fantasy,,,,,,,2010,10
Food Fight,tt1193092,2008-03-27,0,91,80.0,en,Documentary,,,,,,,,,2008,03
All I Want,tt4946006,2018-04-13,0,91,80.0,en,Comedy,Romance,,,,,,,,2018,04
Brace for Impact,tt5568250,2016-04-03,0,0,53.06,en,Thriller,TV Movie,,,,,,,,2016,04
Gurrumul,tt7737502,2018-04-26,0,96,70.0,en,Documentary,Music,,,,,,,,2018,04
Nothing Like a Dame,tt7363336,2018-05-02,0,80,68.21,en,Documentary,,,,,,,,,2018,05
Twenty Twenty-Four,tt5106390,2017-02-05,0,88,46.0,en,Thriller,Mystery,Science Fiction,,,,,,,2017,02
后来的我们,tt8033592,2018-04-28,209221331,120,75.78999999999999,zh,Romance,Drama,,,,,,,,2018,04
Four Christmases and a Wedding,tt7642558,2017-12-02,0,90,64.0,en,TV Movie,Romance,Comedy,,,,,,,2017,12
Super Star,tt1178657,2008-02-08,0,0,70.0,en,,,,,,,,,,2008,02
Пикап: Съем без правил,tt1548624,2009-12-03,2238101,81,44.0,ru,Comedy,Romance,,,,,,,,2009,12
BlacKkKlansman,tt7349662,2018-08-09,93400823,135,75.28999999999999,en,Comedy,Crime,Drama,History,,,,,,2018,08
Anonymous 616,tt6411954,2018-04-17,0,80,46.67,en,Horror,Thriller,,,,,,,,2018,04
О чём молчат девушки,tt2736854,2013-03-07,3678530,82,7.5,ru,Comedy,,,,,,,,,2013,03
Last Ones Out,tt4619908,2016-06-16,0,75,58.0,en,Horror,Thriller,Drama,,,,,,,2016,06
Lek and the Dogs,tt3653132,2018-06-08,0,92,44.0,en,,,,,,,,,,2018,06
House of Z,tt5321568,2016-06-30,0,87,74.0,en,Documentary,,,,,,,,,2016,06
光,tt6165792,2017-05-27,0,101,66.56,ja,Romance,Drama,,,,,,,,2017,05
Kevin Smith: Silent but Deadly,tt8102036,2018-05-11,0,85,68.33,en,Comedy,Documentary,,,,,,,,2018,05
Pourquoi j'ai pas mangé mon père,tt1220911,2015-04-08,16294916,100,52.41,fr,Adventure,Comedy,Animation,,,,,,,2015,04
Camping 2,tt1503096,2010-04-21,0,99,48.239999999999995,fr,Comedy,,,,,,,,,2010,04
Camping 3,tt4979860,2016-06-29,0,105,48.0,fr,Comedy,,,,,,,,,2016,06
Les Tuche 3,tt7066382,2018-01-31,0,92,53.06,fr,Comedy,,,,,,,,,2018,01
Entre amis,tt4246850,2015-04-22,0,90,54.660000000000004,fr,Comedy,,,,,,,,,2015,04
Ce soir je dors chez toi,tt1024896,2007-11-21,0,84,51.0,fr,Comedy,,,,,,,,,2007,11
Fastlife,tt3499754,2014-07-16,0,91,48.5,fr,Comedy,,,,,,,,,2014,07
Money,tt2935516,2017-09-27,0,90,61.0,fr,Thriller,,,,,,,,,2017,09
Bunks,tt3161448,2013-10-27,0,80,59.870000000000005,en,TV Movie,Comedy,Horror,,,,,,,2013,10
Kissing Candice,tt5225428,2018-06-22,0,102,56.0,en,Thriller,Drama,,,,,,,,2018,06
La Prière,tt7839456,2018-03-21,0,107,64.41,fr,Drama,,,,,,,,,2018,03
Mein Bruder heisst Robert und ist ein Idiot,tt3552348,2019-03-27,0,174,51.0,de,Drama,,,,,,,,,2019,03
Down a Dark Hall,tt2372251,2018-08-01,2707199,96,55.11,en,Thriller,Drama,Fantasy,Horror,,,,,,2018,08
Christopher Robin,tt4575576,2018-08-02,99138899,104,73.42,en,Adventure,Comedy,Family,Fantasy,,,,,,2018,08
Charming,tt4086018,2018-03-26,8751856,90,65.41,en,Animation,Adventure,Comedy,Family,Fantasy,Music,,,,2018,03
The Competition,tt5841344,2018-01-26,0,105,43.040000000000006,en,Romance,Comedy,,,,,,,,2018,01
Книга мастеров,tt1293793,2009-10-29,10814122,101,46.760000000000005,ru,Fantasy,,,,,,,,,2009,10
Les ponts de Sarajevo,tt3495794,2014-07-16,0,114,64.0,fr,Drama,Documentary,,,,,,,,2014,07
Eva,tt6414890,2018-03-07,0,102,44.55,fr,Drama,Romance,,,,,,,,2018,03
Chacun sa vie,tt5825150,2017-03-15,0,113,46.13,fr,Comedy,,,,,,,,,2017,03
Eugenio,tt8400800,2018-05-16,0,93,50.0,es,Documentary,,,,,,,,,2018,05
Agnieszka,tt4080046,2014-10-10,0,98,55.0,de,Drama,,,,,,,,,2014,10
Rett Vest,tt6047280,2018-01-05,0,76,48.0,no,Comedy,Drama,,,,,,,,2018,01
Papillon,tt5093026,2017-09-07,10060903,134,73.32,en,Drama,History,Crime,,,,,,,2017,09
La nuit a dévoré le monde,tt4266076,2018-03-07,0,94,60.410000000000004,fr,Drama,Horror,Thriller,,,,,,,2018,03
Bad Blood,tt5782040,2017-10-08,0,90,46.67,en,Thriller,,,,,,,,,2017,10
The Unraveling,tt4076916,2015-04-11,0,85,51.0,en,Thriller,Crime,Drama,Horror,,,,,,2015,04
Escape Plan 2: Hades,tt6513656,2018-06-05,17500000,96,51.08,en,Action,,,,,,,,,2018,06
Hailey Dean Mysteries: Dating Is Murder,tt7584908,2017-10-20,0,84,72.58,en,Mystery,Crime,TV Movie,,,,,,,2017,10
Nés en 68,tt1160015,2008-05-21,0,173,58.129999999999995,fr,Drama,,,,,,,,,2008,05
Yours in Sisterhood,tt7681112,2018-02-21,0,101,42.0,en,History,Documentary,,,,,,,,2018,02
Hackers Are People Too,tt1279942,2008-08-08,0,43,65.0,en,Documentary,,,,,,,,,2008,08
Affairs of State,tt4180556,2018-06-15,0,97,50.0,en,Drama,Thriller,Romance,,,,,,,2018,06
Braqueurs,tt4428728,2016-05-04,0,78,62.019999999999996,fr,Drama,Crime,Thriller,,,,,,,2016,05
Jeg er din,tt2798170,2013-08-15,0,96,51.0,no,Drama,,,,,,,,,2013,08
Сокровища О.К.,tt2572764,2013-05-01,1431461,110,53.849999999999994,ru,Comedy,Adventure,Romance,,,,,,,2013,05
Nine Meals from Chaos,tt7840854,2018-01-08,0,99,51.0,es,Drama,,,,,,,,,2018,01
National Theatre Live: The Curious Incident of the Dog in the Night-Time,tt3786680,2012-09-06,0,141,100.0,en,Drama,,,,,,,,,2012,09
オレンジ,tt4636298,2015-12-12,0,139,75.0,ja,Drama,,,,,,,,,2015,12
Studio 54,tt5773986,2018-06-15,0,98,64.73,en,Documentary,,,,,,,,,2018,06
The Happy Prince,tt2404639,2018-04-12,0,101,65.0,en,Drama,,,,,,,,,2018,04
Hate Story IV,tt5325684,2018-03-09,3200000,131,69.0,hi,Thriller,Crime,Drama,,,,,,,2018,03
Das schweigende Klassenzimmer,tt6576556,2018-03-01,0,112,74.27,de,Drama,History,,,,,,,,2018,03
A Murder in Mansfield,tt7561086,2017-11-12,0,88,68.0,en,Documentary,Crime,,,,,,,,2017,11
"Hale County This Morning, This Evening",tt6634646,2018-01-19,0,76,62.0,en,Documentary,,,,,,,,,2018,01
Bathtubs Over Broadway,tt6029778,2018-04-21,0,87,80.0,en,Documentary,Comedy,Music,,,,,,,2018,04
Qu'un seul tienne et les autres suivront,tt1486815,2009-12-09,0,120,66.56,fr,Drama,,,,,,,,,2009,12
Bao,tt8075496,2018-06-15,0,8,75.98,en,Animation,Family,Fantasy,,,,,,,2018,06
"Mektoub, My Love: Canto Uno",tt6121444,2017-09-07,0,180,67.64999999999999,fr,Romance,Drama,,,,,,,,2017,09
The Children Act,tt6040662,2018-08-01,17696794,105,65.49000000000001,en,Drama,,,,,,,,,2018,08
