original_title,imdb_id,revenue,runtime,vote_average,original_language,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_9,genre_10,Year,Month
天の茶助,tt3560464,0,106,64.0,ja,Drama,Comedy,Fantasy,,,,,,,,2015,02
L.A. Slasher,tt2735292,0,86,51.0,en,Comedy,Crime,Horror,,,,,,,,2015,06
"Hail, Caesar!",tt0475290,63647656,106,59.029999999999994,en,Comedy,Drama,Mystery,,,,,,,,2016,02
How to Change the World,tt4144504,0,110,71.0,en,Documentary,History,,,,,,,,,2014,12
Er ist wieder da,tt4176826,25513752,116,67.91,de,Comedy,,,,,,,,,,2015,10
Just Eat It: A Food Waste Story,tt3597400,0,75,69.47,en,Documentary,,,,,,,,,,2014,04
Bros Before Hos,tt2947832,0,87,62.190000000000005,nl,Comedy,,,,,,,,,,2013,12
Slow Learners,tt2537390,0,96,59.56,en,Romance,Comedy,,,,,,,,,2015,08
許されざる者,tt2347134,0,135,69.72,ja,Action,Crime,Drama,,,,,,,,2013,09
Spies og Glistrup,tt2191400,0,110,63.0,da,Comedy,Drama,,,,,,,,,2013,08
スカイハイ 劇場版,tt0398563,1831166,122,63.0,ja,Action,Horror,Thriller,,,,,,,,2003,12
Goosebumps,tt1051904,158162788,103,63.129999999999995,en,Adventure,Horror,Comedy,,,,,,,,2015,08
The Perfect Guy,tt3862750,60273173,100,56.870000000000005,en,Thriller,,,,,,,,,,2015,09
Rock the Kasbah,tt3164256,3020664,100,54.24,en,Comedy,Music,War,,,,,,,,2015,10
Freaks of Nature,tt1817771,70958,92,61.62,en,Science Fiction,Comedy,Horror,,,,,,,,2015,10
Bone Tomahawk,tt2494362,0,133,68.15,en,Western,Horror,,,,,,,,,2015,10
Extraordinary Tales,tt3454574,0,73,64.38,en,Horror,Animation,Mystery,,,,,,,,2013,02
The Dressmaker,tt2910904,25003426,118,69.91,en,Drama,Comedy,Western,,,,,,,,2015,10
Nowitzki: The Perfect Shot,tt3626804,0,106,74.19,en,Documentary,,,,,,,,,,2014,09
Trumbo,tt3203606,8235661,124,71.52,en,Drama,,,,,,,,,,2015,10
Our Lips Are Sealed,tt0270560,0,89,60.47,en,Comedy,Family,Crime,,,,,,,,2000,05
Idaho Transfer,tt0071647,0,86,50.0,en,Science Fiction,,,,,,,,,,1973,06
Witch Hunt,tt0187598,0,90,28.0,en,Crime,Drama,TV Movie,,,,,,,,1999,05
Concussion,tt3322364,50363790,123,70.89,en,Drama,History,,,,,,,,,2015,11
The Peanuts Movie,tt2452042,246233113,88,69.0,en,Comedy,Animation,Family,,,,,,,,2015,11
Bloodsport: The Dark Kumite,tt0172184,0,100,48.43,en,Action,Thriller,,,,,,,,,1999,03
Формула любви,tt0216755,0,90,77.71,ru,Romance,Comedy,,,,,,,,,1984,01
Человек с бульвара Капуцинов,tt0092745,0,98,74.73,ru,Comedy,Romance,Western,Music,,,,,,,1987,06
Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей. Часть 1,tt0083100,0,74,79.07,ru,Mystery,Adventure,Crime,TV Movie,,,,,,,1981,07
Blue Mountain State: The Rise of Thadland,tt3748440,0,91,56.84,en,Comedy,,,,,,,,,,2016,02
दिल तो पागल है,tt0118983,11000000,179,68.0,hi,Drama,Romance,Comedy,,,,,,,,1997,10
バケモノの子,tt4272866,49714378,119,80.0,ja,Action,Adventure,Animation,Drama,Family,Fantasy,,,,,2015,07
Creed,tt3076658,173567581,133,73.94,en,Drama,Action,,,,,,,,,2015,11
Dragons: Gift of the Night Fury,tt2065968,0,22,71.0,en,Animation,Comedy,Adventure,Family,,,,,,,2011,11
Twinsters,tt2980626,0,90,73.4,en,Family,Documentary,,,,,,,,,2015,07
Cosmic Scrat-tastrophe,tt5184298,0,5,67.0,en,Science Fiction,Comedy,Animation,Family,Adventure,,,,,,2015,11
Solace,tt1291570,22586863,101,63.769999999999996,en,Thriller,Crime,Mystery,,,,,,,,2015,09
Lost in the Sun,tt3593046,25000,95,60.330000000000005,en,Action,Crime,Drama,Thriller,,,,,,,2015,11
Le Maître d'école,tt0082726,0,95,61.04,fr,Comedy,,,,,,,,,,1981,10
Eros,tt0343663,0,104,56.0,en,Drama,Romance,,,,,,,,,2004,12
Nos jours heureux,tt0478566,10890811,103,74.05,fr,Comedy,Family,,,,,,,,,2006,06
Девчата,tt0134614,0,96,76.0,ru,Comedy,Romance,,,,,,,,,1962,03
О чём ещё говорят мужчины,tt1863347,17808683,95,63.71000000000001,ru,Romance,Comedy,,,,,,,,,2011,12
Шерлок Холмс и доктор Ватсон: Сокровища Агры,tt0086333,0,151,80.24,ru,Crime,,,,,,,,,,1983,06
Приключения Шерлока Холмса и доктора Ватсона: Двадцатый век начинается,tt0091942,0,149,73.71000000000001,ru,Mystery,Crime,Adventure,,,,,,,,1987,04
Приключения Шерлока Холмса и доктора Ватсона: Король шантажа,tt0459944,0,63,79.15,ru,Mystery,TV Movie,Crime,Adventure,,,,,,,1980,09
Doctor Who: Last Christmas,tt4050552,0,57,78.0,en,Science Fiction,Adventure,Drama,,,,,,,,2014,12
"Doctor Who: The Doctor, the Widow and the Wardrobe",tt1998643,0,59,68.0,en,Science Fiction,Drama,,,,,,,,,2011,12
Doctor Who: A Christmas Carol,tt1672218,0,62,79.68,en,Science Fiction,,,,,,,,,,2010,12
Doctor Who: Planet of the Dead,tt1337072,0,59,75.0,en,Science Fiction,TV Movie,Thriller,Fantasy,Mystery,,,,,,2009,04
Doctor Who: The Next Doctor,tt1321969,0,60,74.0,en,Science Fiction,TV Movie,Mystery,Adventure,Fantasy,,,,,,2008,12
Doctor Who: Voyage of the Damned,tt1061123,0,72,75.0,en,Science Fiction,TV Movie,,,,,,,,,2007,12
Doctor Who: The Runaway Bride,tt0827573,0,60,77.4,en,Science Fiction,,,,,,,,,,2006,12
A Perfect Day,tt3577624,1702433,106,66.57,en,Comedy,Drama,War,,,,,,,,2015,08
叉手,tt0082153,0,92,64.0,zh,Action,Drama,,,,,,,,,1981,05
獨臂刀王,tt0064265,0,106,57.5,zh,Action,,,,,,,,,,1969,02
Nekem lámpást adott kezembe az Úr Pesten,tt0185534,0,103,61.0,hu,Comedy,Drama,,,,,,,,,1999,01
Hitchcock/Truffaut,tt3748512,302459,81,73.83,en,Documentary,,,,,,,,,,2015,09
The 5th Wave,tt2304933,109906372,112,59.3,en,Science Fiction,Adventure,Action,,,,,,,,2016,01
A Very Murray Christmas,tt4537842,0,56,52.67,en,Comedy,Music,TV Movie,,,,,,,,2015,12
Chi-Raq,tt4594834,0,127,58.72,en,Drama,Crime,Comedy,,,,,,,,2015,12
Truth,tt3859076,5383097,125,65.78999999999999,en,Drama,,,,,,,,,,2015,10
Just Jim,tt3291148,0,85,56.81,en,Comedy,,,,,,,,,,2015,09
The Big Short,tt1596363,133346506,131,73.31,en,Comedy,Drama,,,,,,,,,2015,12
Applesauce,tt4270878,0,91,62.0,en,Comedy,,,,,,,,,,2015,11
The Ridiculous 6,tt2479478,0,119,51.39,en,Western,Comedy,,,,,,,,,2015,12
John Mulaney: The Comeback Kid,tt5069564,0,62,77.18,en,Comedy,,,,,,,,,,2015,11
Saw,tt0495241,0,10,69.75,en,Crime,Horror,Thriller,,,,,,,,2003,01
Mojave,tt2322517,0,93,50.919999999999995,en,Thriller,,,,,,,,,,2015,04
Wizards of Waverly Place: The Movie,tt1369845,0,94,66.15,en,Family,TV Movie,Adventure,Comedy,Drama,Fantasy,Action,,,,2009,08
World of Tomorrow,tt4171032,0,17,78.17,en,Animation,Drama,Science Fiction,,,,,,,,2015,01
Zoolander 2,tt1608290,56722693,100,48.66,en,Comedy,Adventure,Action,,,,,,,,2016,02
How to Be Single,tt1292566,112343513,110,62.25,en,Comedy,Romance,,,,,,,,,2016,01
青の祓魔師 劇場版,tt3028018,0,88,72.86,ja,Animation,Fantasy,Mystery,Horror,Action,,,,,,2012,12
Devil Dog: The Hound of Hell,tt0077429,0,95,60.0,en,Horror,TV Movie,,,,,,,,,1978,10
He Never Died,tt2386404,0,99,61.31999999999999,en,Comedy,Drama,Fantasy,Horror,,,,,,,2015,12
寄生獣,tt3345472,0,109,71.0,ja,Science Fiction,Horror,,,,,,,,,2014,11
寄生獣 完結編,tt3345474,0,117,70.0,ja,Science Fiction,Horror,,,,,,,,,2015,04
A Cosmic Christmas,tt0182015,0,26,57.0,en,Animation,Science Fiction,Family,TV Movie,,,,,,,1977,12
Nocturnal Animals,tt4550098,29252978,117,74.53999999999999,en,Drama,Thriller,,,,,,,,,2016,11
Lumberjack Man,tt3201722,0,105,52.0,en,Horror,Comedy,,,,,,,,,2015,10
Daddy's Home,tt1528854,242786137,96,62.58,en,Comedy,,,,,,,,,,2015,12
Sisters,tt1850457,105011053,118,59.57,en,Comedy,,,,,,,,,,2015,12
'Tis the Season for Love,tt5056034,0,84,58.9,en,Romance,TV Movie,,,,,,,,,2015,11
Kung Fu Panda 3,tt2267968,521170825,95,68.60000000000001,en,Action,Adventure,Animation,Comedy,Family,,,,,,2016,01
오싹한 연애,tt2132405,0,114,75.47,ko,Horror,Romance,Comedy,,,,,,,,2011,12
Unicorn City,tt1734589,0,103,58.0,en,Comedy,Romance,,,,,,,,,2012,02
Standoff,tt3703908,0,80,61.0,en,Thriller,Drama,,,,,,,,,2016,01
Swelter,tt2112277,0,96,50.57000000000001,en,Action,Drama,Thriller,,,,,,,,2014,04
Pride and Prejudice and Zombies,tt1374989,16457494,108,61.529999999999994,en,Romance,Horror,Comedy,Thriller,,,,,,,2016,02
Garm Wars: The Last Druid,tt2504640,0,92,46.0,en,Action,Science Fiction,Thriller,,,,,,,,2014,10
The Devil's Candy,tt4935372,0,79,63.0,en,Horror,Drama,Mystery,Thriller,,,,,,,2017,03
Close Range,tt3511596,0,80,67.0,en,Action,Crime,,,,,,,,,2015,12
The Love Bug,tt0119571,0,88,54.71,en,Fantasy,Adventure,Comedy,Family,,,,,,,1997,11
Doctor Who: The Husbands of River Song,tt4701546,0,60,80.07,en,Drama,Science Fiction,Comedy,,,,,,,,2015,12
Moonwalkers,tt2718440,0,107,61.72,en,Comedy,,,,,,,,,,2015,03
Demain,tt4449576,43471,118,78.28999999999999,fr,Documentary,,,,,,,,,,2015,11
Anacleto: Agente secreto,tt3510480,0,94,56.92999999999999,es,Action,Comedy,,,,,,,,,2015,09
Wiener-Dog,tt4144190,469311,88,56.07,en,Comedy,Drama,,,,,,,,,2016,06
Ride Along 2,tt2869728,124827316,102,62.39,en,Action,Comedy,,,,,,,,,2016,01
Maggie's Plan,tt3471098,3351735,98,57.169999999999995,en,Romance,Comedy,Drama,,,,,,,,2016,04
Eddie the Eagle,tt1083452,46152411,106,71.78,en,Comedy,Drama,History,Adventure,,,,,,,2016,02
The Flash II: Revenge of the Trickster,tt0101893,0,88,66.14,en,Action,Fantasy,Science Fiction,,,,,,,,1991,09
Exposed,tt4019560,1787926,102,49.36,en,Drama,Crime,Thriller,Mystery,,,,,,,2016,01
Stonewall,tt3018070,187674,129,61.849999999999994,en,Drama,History,,,,,,,,,2015,09
Frankenstein,tt4086032,0,89,55.620000000000005,en,Horror,Science Fiction,Thriller,,,,,,,,2015,08
Welcome to Happiness,tt3564794,0,108,55.0,en,Fantasy,Comedy,Drama,,,,,,,,2016,05
Risen,tt3231054,46069568,107,61.050000000000004,en,Action,History,Adventure,Drama,,,,,,,2016,02
The Survivalist,tt2580382,0,104,62.45,en,Drama,Science Fiction,Thriller,,,,,,,,2015,04
Dirty Grandpa,tt1860213,94073028,102,59.0,en,Comedy,,,,,,,,,,2016,01
Reptilicus,tt0056405,0,92,37.05,da,Horror,Science Fiction,,,,,,,,,1961,02
Requiem for the American Dream,tt3270538,44695,73,77.23,en,Documentary,,,,,,,,,,2015,04
Трое из Простоквашино,tt0189160,0,17,73.37,ru,Animation,,,,,,,,,,1978,06
The Finest Hours,tt2025690,52099090,117,65.82,en,Action,Drama,History,Thriller,,,,,,,2016,01
攻殻機動隊: Stand Alone Complex - Solid State Society,tt0856797,0,105,73.25,ja,Animation,Action,Thriller,Crime,Science Fiction,,,,,,2006,09
Grease Live,tt4366830,0,130,71.0,en,TV Movie,Music,,,,,,,,,2016,01
Gods of Egypt,tt2404233,150680864,127,56.09,en,Action,Adventure,Fantasy,,,,,,,,2016,02
El abrazo de la serpiente,tt4285496,1320005,125,76.75,es,Drama,Adventure,,,,,,,,,2015,05
Race,tt3499096,24804129,134,72.47,en,Drama,History,,,,,,,,,2016,02
10 Cloverfield Lane,tt1179933,108286421,104,69.72,en,Thriller,Science Fiction,Drama,Horror,,,,,,,2016,03
London Has Fallen,tt3300542,205754447,99,61.64,en,Action,Thriller,,,,,,,,,2016,03
Zootopia,tt2948356,1023784195,109,77.45,en,Animation,Adventure,Family,Comedy,,,,,,,2016,02
Whiskey Tango Foxtrot,tt3553442,23083334,112,62.56,en,Comedy,Drama,War,,,,,,,,2016,03
Desierto,tt3147312,4924990,88,60.93,en,Thriller,Drama,,,,,,,,,2015,04
Grimsby,tt3381008,27979040,83,59.25,en,Action,Comedy,,,,,,,,,2016,02
Dad's Army,tt0066963,0,95,44.1,en,Comedy,War,,,,,,,,,1971,03
Michael Jackson's Thriller,tt0088263,0,13,81.61,en,Horror,Music,,,,,,,,,1983,11
L'attesa,tt3715122,0,100,63.440000000000005,it,Drama,,,,,,,,,,2015,09
Southbound,tt4935334,23665,89,59.42999999999999,en,Fantasy,Thriller,Horror,Science Fiction,,,,,,,2015,09
葉問3,tt2888046,157029618,105,69.73,cn,Action,Drama,History,,,,,,,,2015,12
Santa's Little Helper,tt4592572,0,91,54.0,en,Comedy,Family,,,,,,,,,2015,11
Who Killed Chea Vichea?,tt1276121,0,56,0.0,en,Documentary,History,Thriller,,,,,,,,2010,01
Hunt for the Wilderpeople,tt4698684,23915910,101,76.94,en,Adventure,Comedy,Drama,,,,,,,,2016,03
Rabbits,tt0347840,0,42,68.15,en,Mystery,Fantasy,Horror,,,,,,,,2002,01
ジーニアスパーティー,tt0962762,0,102,63.38,ja,Animation,Science Fiction,,,,,,,,,2007,07
Ať žijí duchové!,tt0075703,0,85,66.88,cs,Family,Comedy,Music,Fantasy,,,,,,,1977,11
Čarlston za Ognjenku,tt0380249,0,86,61.0,sr,Drama,Comedy,Fantasy,,,,,,,,2008,01
Dad's Army,tt4104054,0,100,48.98,en,Comedy,War,,,,,,,,,2016,02
The Barkley Marathons: The Race That Eats Its Young,tt2400291,0,90,75.3,en,Documentary,History,,,,,,,,,2014,10
Merci Patron !,tt5326448,3,84,73.0,fr,Comedy,Documentary,,,,,,,,,2016,02
The Neon Demon,tt1974419,3377430,118,65.35,en,Thriller,Drama,Horror,,,,,,,,2016,06
Fraktus - Das letzte Kapitel der Musikgeschichte,tt1971571,0,95,69.53,de,Music,Comedy,,,,,,,,,2012,11
Eye in the Sky,tt2057392,18704595,102,70.0,en,Drama,Thriller,War,,,,,,,,2016,03
Camino,tt4991652,0,103,48.84,en,Thriller,Action,Adventure,,,,,,,,2016,03
Mr. Right,tt2091935,34694,95,64.49,en,Comedy,Action,Romance,Crime,,,,,,,2016,02
Noin 7 veljestä,tt0134854,0,93,66.0,fi,Comedy,,,,,,,,,,1968,08
Florence Foster Jenkins,tt4136084,48902953,110,66.77,en,Comedy,Drama,,,,,,,,,2016,05
My Big Fat Greek Wedding 2,tt3760922,90632641,94,59.32000000000001,en,Romance,Comedy,,,,,,,,,2016,03
Boi Neon,tt4899406,0,101,68.1,pt,Drama,,,,,,,,,,2016,01
Get a Job,tt1468846,0,83,53.48,en,Comedy,,,,,,,,,,2016,03
Keanu,tt4139124,20609977,100,61.0,en,Action,Comedy,Crime,,,,,,,,2016,04
Me Him Her,tt2507238,0,97,51.0,en,Comedy,,,,,,,,,,2016,03
Ice Age: The Great Egg-Scapade,tt5480340,0,25,64.0,en,Adventure,Animation,Comedy,Family,TV Movie,,,,,,2016,03
Everybody Wants Some!!,tt2937696,3400278,116,63.54,en,Comedy,,,,,,,,,,2016,03
Sing Street,tt3544112,13624522,106,78.97,en,Comedy,Romance,Drama,Music,,,,,,,2016,03
Zoom,tt3763866,0,96,57.08,en,Animation,Comedy,Drama,,,,,,,,2015,09
Paterson,tt5247022,2152738,118,70.87,en,Drama,,,,,,,,,,2016,11
The Huntsman: Winter's War,tt2381991,164989338,114,62.800000000000004,en,Action,Adventure,Drama,,,,,,,,2016,04
Neighbors 2: Sorority Rising,tt4438848,108758521,92,58.19,en,Comedy,,,,,,,,,,2016,05
Project X,tt0063465,0,97,61.0,en,Science Fiction,Mystery,,,,,,,,,1968,05
The Trust,tt3733774,0,93,50.9,en,Crime,Thriller,,,,,,,,,2016,04
Hush,tt5022702,0,82,67.41,en,Horror,Thriller,,,,,,,,,2016,03
Jimmy Carr: Telling Jokes,tt1585985,0,90,74.0,en,Comedy,,,,,,,,,,2009,11
Jimmy Carr: Making People Laugh,tt1794821,0,113,73.0,en,Comedy,,,,,,,,,,2010,11
Texas - Doc Snyder hält die Welt in Atem,tt0108317,0,86,61.0,de,Comedy,Western,,,,,,,,,1993,01
00 Schneider - Jagd auf Nihil Baxter,tt0109000,0,92,66.0,de,Comedy,Crime,,,,,,,,,1994,12
The Man Who Knew Infinity,tt0787524,11472454,108,71.81,en,Drama,,,,,,,,,,2016,04
Despite the Falling Snow,tt2474932,0,94,59.720000000000006,en,Drama,Romance,Thriller,,,,,,,,2016,01
Wizards of the Lost Kingdom II,tt0090334,0,79,22.0,en,Action,Fantasy,,,,,,,,,1989,03
Money Monster,tt2241351,93282604,98,64.44,en,Thriller,Drama,,,,,,,,,2016,05
Barbershop: The Next Cut,tt3628584,55030051,112,63.05,en,Comedy,Drama,,,,,,,,,2016,04
Finding Dory,tt2277860,1028570889,97,70.44,en,Adventure,Animation,Comedy,Family,,,,,,,2016,06
The Boss,tt2702724,78636257,91,58.56,en,Comedy,,,,,,,,,,2016,04
The Angry Birds Movie,tt1985949,349779543,97,61.97,en,Animation,Adventure,Comedy,,,,,,,,2016,05
バクマン。,tt3715854,0,119,63.0,ja,Drama,Comedy,,,,,,,,,2015,10
I Am Wrath,tt3212232,0,92,55.64,en,Action,Crime,Drama,Thriller,,,,,,,2016,04
Precious Cargo,tt4651410,100659,99,51.92,en,Action,Crime,Thriller,,,,,,,,2016,07
Snowden,tt3774114,37357216,134,71.0,en,Drama,History,Crime,Thriller,,,,,,,2016,09
天地無用! in LOVE,tt0117876,0,95,60.0,ja,Animation,Comedy,,,,,,,,,1996,04
Ratchet & Clank,tt2865120,8821329,94,58.0,en,Action,Adventure,Animation,Family,,,,,,,2016,04
Kicking Off,tt3703750,0,85,35.0,en,Comedy,Crime,,,,,,,,,2015,09
"로봇, 소리",tt4788944,0,117,73.21,ko,Drama,Science Fiction,,,,,,,,,2016,01
劇場版 銀魂 完結篇 万事屋よ永遠なれ,tt2374144,0,110,80.32,ja,Action,Comedy,Science Fiction,Animation,,,,,,,2013,07
The Nice Guys,tt3799694,62788218,116,70.95,en,Comedy,Crime,Action,,,,,,,,2016,05
Kindergarten Cop 2,tt4763168,0,100,49.34,en,Comedy,Action,,,,,,,,,2016,06
Buck Rogers in the 25th Century,tt0077278,21700000,98,60.0,en,Science Fiction,,,,,,,,,,1979,03
Härlig är jorden,tt0102083,0,14,71.42999999999999,sv,Comedy,Drama,,,,,,,,,1991,01
Экипаж,tt5653294,27305571,138,68.76,ru,Action,,,,,,,,,,2016,04
The Shallows,tt4052882,119100758,86,63.550000000000004,en,Horror,Drama,Thriller,,,,,,,,2016,06
特警新人類,tt0206334,0,114,51.0,cn,Action,Comedy,Thriller,,,,,,,,1999,06
아가씨,tt4016934,37767206,145,82.56,ko,Thriller,Drama,Romance,,,,,,,,2016,06
Alice Through the Looking Glass,tt2567026,299457024,113,65.55,en,Adventure,Family,Fantasy,,,,,,,,2016,05
The BFG,tt3691740,195243411,117,62.480000000000004,en,Adventure,Family,Fantasy,,,,,,,,2016,06
My Scientology Movie,tt5111874,0,99,66.07000000000001,en,Documentary,,,,,,,,,,2016,05
Sausage Party,tt1700841,140705322,89,57.21,en,Adventure,Animation,Comedy,Fantasy,,,,,,,2016,07
けんか空手 極真拳,tt0165348,0,85,65.0,ja,Action,Drama,,,,,,,,,1975,08
All Yours,tt5368354,0,84,57.0,en,Comedy,Drama,Romance,TV Movie,,,,,,,2016,04
Kill Command,tt2667380,0,99,55.56,en,Action,Horror,Science Fiction,,,,,,,,2016,05
Captain Fantastic,tt3553976,23123592,118,79.23,en,Adventure,Drama,,,,,,,,,2016,07
Toni Erdmann,tt4048272,0,162,69.76,de,Comedy,Drama,,,,,,,,,2016,07
곡성,tt5215952,49851770,156,73.0,ko,Horror,Mystery,,,,,,,,,2016,05
Комедия строгого режима,tt0106591,0,78,51.0,ru,Comedy,,,,,,,,,,1992,11
The Meddler,tt4501454,4267218,100,59.0,en,Comedy,Drama,,,,,,,,,2016,04
Now You See Me 2,tt3110958,334901337,129,68.28,en,Crime,Thriller,Action,Mystery,,,,,,,2016,06
Ali Wong: Baby Cobra,tt5066574,0,60,72.93,en,Comedy,,,,,,,,,,2016,05
Café Society,tt4513674,43763247,97,64.58,en,Comedy,Drama,Romance,,,,,,,,2016,05
迷宮物語,tt0185481,0,50,65.69,ja,Science Fiction,Animation,Adventure,Fantasy,,,,,,,1989,04
Swiss Army Man,tt4034354,4900000,97,69.35,en,Comedy,Drama,Romance,Fantasy,Adventure,,,,,,2016,06
The Do-Over,tt4769836,0,108,56.89,en,Action,Adventure,Comedy,,,,,,,,2016,05
La morte ha sorriso all'assassino,tt0068972,0,88,57.45,it,Horror,,,,,,,,,,1973,07
Teenage Mutant Ninja Turtles: Out of the Shadows,tt3949660,245623848,112,59.93000000000001,en,Action,Adventure,Comedy,Family,Science Fiction,,,,,,2016,06
The Fundamentals of Caring,tt2452386,0,97,73.16,en,Comedy,Drama,,,,,,,,,2016,06
Popstar: Never Stop Never Stopping,tt3960412,9496130,86,66.2,en,Comedy,Music,,,,,,,,,2016,06
A Midsummer Night's Dream,tt5051278,0,90,59.0,en,Comedy,Fantasy,Romance,,,,,,,,2016,05
Бременские музыканты,tt0211281,0,20,69.41,ru,Animation,Drama,Fantasy,Family,,,,,,,1969,10
Bo Burnham: Make Happy,tt5192124,0,60,81.0,en,Comedy,Music,,,,,,,,,2016,06
The Conjuring 2,tt3065204,320392818,134,72.83,en,Horror,Thriller,,,,,,,,,2016,06
Pelé: Birth of a Legend,tt0995868,27312,107,74.0,en,Drama,,,,,,,,,,2016,05
Ghostbusters,tt1289401,229147509,117,53.739999999999995,en,Action,Fantasy,Comedy,,,,,,,,2016,07
Central Intelligence,tt1489889,216972543,107,63.98,en,Action,Comedy,Crime,Mystery,,,,,,,2016,06
O.J.: Made in America,tt5275892,0,467,84.29,en,Documentary,Crime,History,,,,,,,,2016,05
Bloodmoon,tt0118745,0,102,71.0,en,Action,Thriller,,,,,,,,,1997,06
Genius,tt1703957,5681622,104,65.05,en,History,Drama,,,,,,,,,2016,06
The Wooden Horse,tt0043147,0,101,68.41,en,War,Drama,,,,,,,,,1950,10
Jason Bourne,tt4196776,415484914,123,63.07000000000001,en,Action,Thriller,,,,,,,,,2016,07
The Maid's Room,tt2263814,0,98,48.64,en,Thriller,,,,,,,,,,2014,08
博徒外人部隊,tt0066806,0,93,69.0,ja,Drama,Action,Crime,,,,,,,,1971,01
The Legend of Tarzan,tt0918940,356743061,109,58.81999999999999,en,Fantasy,Action,Adventure,,,,,,,,2016,06
The Purge: Election Year,tt4094724,118587880,105,64.06,en,Action,Horror,Thriller,,,,,,,,2016,06
Mike and Dave Need Wedding Dates,tt2823054,77068246,98,60.7,en,Comedy,,,,,,,,,,2016,07
Ice Age: Collision Course,tt3416828,408579038,95,60.61,en,Adventure,Animation,Family,Comedy,Science Fiction,,,,,,2016,06
Lights Out,tt4786282,148868835,81,63.25,en,Horror,Thriller,Mystery,,,,,,,,2016,07
Pete's Dragon,tt2788732,143695338,103,63.7,en,Adventure,Family,Fantasy,,,,,,,,2016,08
Indignation,tt4193394,3924527,110,63.87,en,Drama,Romance,,,,,,,,,2016,07
Goat,tt4437216,23020,103,53.879999999999995,en,Drama,,,,,,,,,,2016,09
Marauders,tt3963816,0,107,58.17,en,Action,Crime,Thriller,,,,,,,,2016,07
Piper,tt5613056,0,6,81.69,en,Family,Animation,,,,,,,,,2016,06
The Adderall Diaries,tt1735907,13191,87,53.91,en,Thriller,,,,,,,,,,2016,04
HAZARD,tt0798722,0,103,65.0,ja,Drama,Crime,,,,,,,,,2005,11
La tortue rouge,tt3666024,921974,81,75.11,fr,Animation,Drama,Fantasy,Family,,,,,,,2016,06
Satanic,tt4796122,349183,84,42.599999999999994,en,Horror,Mystery,Thriller,,,,,,,,2016,07
Nerve,tt3531824,85241496,96,70.59,en,Mystery,Adventure,Crime,,,,,,,,2016,06
グシャノビンヅメ,tt0422370,0,96,56.09,ja,Science Fiction,Horror,,,,,,,,,2004,02
Sully,tt3263904,240797623,96,71.58,en,Drama,History,,,,,,,,,2016,09
The Forbidden Dance,tt0099595,0,97,62.76,en,Romance,Drama,,,,,,,,,1990,03
Jim Jefferies: Freedumb,tt5849950,0,86,73.0,en,Comedy,,,,,,,,,,2016,07
The Grandmother,tt0065794,0,34,67.35000000000001,en,Drama,Horror,,,,,,,,,1970,07
Skyggen,tt0136535,0,97,47.0,en,Science Fiction,,,,,,,,,,1998,08
The Infiltrator,tt1355631,21011110,127,66.36,en,Crime,Drama,Thriller,,,,,,,,2016,07
War Dogs,tt2005151,86234523,114,68.86,en,Comedy,Crime,Drama,,,,,,,,2016,08
Vigilante Diaries,tt3903852,0,107,39.84,en,Action,,,,,,,,,,2016,09
Batman: The Killing Joke,tt4853102,3775000,76,66.03,en,Action,Animation,Crime,Drama,,,,,,,2016,07
Bad Moms,tt4651520,183936074,100,65.01,en,Comedy,,,,,,,,,,2016,07
Hell or High Water,tt2582782,37589296,102,73.04,en,Crime,Drama,Thriller,Western,,,,,,,2016,08
キングスグレイブ ファイナルファンタジーXV,tt5595168,269980,115,68.04,ja,Animation,Science Fiction,Action,,,,,,,,2016,07
Don't Breathe,tt4160708,159047649,89,70.06,en,Thriller,Horror,,,,,,,,,2016,06
Body,tt3732950,2634,75,52.0,en,Drama,Thriller,Horror,,,,,,,,2015,01
Sharknado 4: The 4th Awakens,tt4831420,0,85,45.86,en,Comedy,Science Fiction,,,,,,,,,2016,07
The Edge of Seventeen,tt1878870,18803648,105,71.74000000000001,en,Comedy,Drama,,,,,,,,,2016,11
Elle,tt3716530,2341534,130,66.53,fr,Drama,Thriller,,,,,,,,,2016,05
부산행,tt5700672,87547518,118,77.61,ko,Horror,Thriller,Science Fiction,Action,,,,,,,2016,07
Tom Segura: Mostly Stories,tt4970632,0,73,70.67,en,Comedy,,,,,,,,,,2016,01
The Magnificent Seven,tt2404435,162360636,132,63.92,en,Adventure,Action,Western,,,,,,,,2016,09
Moonlight,tt4975722,65046687,111,74.0,en,Drama,,,,,,,,,,2016,10
Masterminds,tt2461150,29200000,94,57.31,en,Action,Comedy,Crime,,,,,,,,2016,09
Kubo and the Two Strings,tt4302938,76249438,102,76.49,en,Animation,Adventure,Family,,,,,,,,2016,08
Bridget Jones's Baby,tt1473832,211952420,123,64.21000000000001,en,Comedy,Romance,,,,,,,,,2016,09
Deepwater Horizon,tt1860357,121790373,107,68.34,en,Drama,Action,,,,,,,,,2016,09
Miss Peregrine's Home for Peculiar Children,tt1935859,296482446,127,68.02,en,Fantasy,Adventure,Family,Drama,,,,,,,2016,09
The Girl on the Train,tt3631112,173185859,112,64.27,en,Thriller,Mystery,Drama,,,,,,,,2016,10
The Accountant,tt2140479,155160045,128,70.44,en,Crime,Thriller,Drama,,,,,,,,2016,10
