,Release Group,Rollout,Markets,Domestic,International,Worldwide,imdb_id,Area,Release Date,Opening,Gross,Filmmakers,Role,# Releases,Lifetime Gross,Rank
0,,,,,,,tt0115906,Domestic,"Dec 13, 1996","$26,709","$285,112",,,,,
0,,,,,,,tt0116695,Domestic,"Dec 13, 1996","$17,084,296","$153,952,592",,,,,
0,Original Release,"March 13, 1987",Domestic,"$22,847,564",–,"$22,847,564",tt0093822,,,,,,,,,
0,,,,,,,tt0094155,Domestic,"Mar 6, 1987","$187,381","$25,411,386",,,,,
0,,,,,,,tt0105435,Domestic,"Sep 11, 1992","$10,031,145","$51,432,691",,,,,
0,,,,,,,tt0115633,,,,,Anjelica Huston,Director,,,
0,,,,,,,tt0116621,Domestic,"Dec 18, 1996","$2,515","$14,481,231",,,,,
0,,,,,,,tt0116999,Domestic,"Dec 20, 1996","$57,739","$12,803,305",,,,,
0,,,,,,,tt0116410,Domestic,"Dec 20, 1996","$168,012","$13,323,144",,,,,
0,,,,,,,tt0115641,Domestic,"Dec 20, 1996","$20,114,233","$63,118,386",,,,,
0,,,,,,,tt0112769,Domestic,"Dec 20, 1996",–,"$873,196",,,,,
0,Original Release,"December 20, 1996",Domestic,"$103,046,663",–,"$103,046,663",tt0117571,,,,,,,,,
0,,,,,,,tt0104691,Domestic,"Sep 25, 1992","$10,976,661","$75,505,856",,,,,
0,,,,,,,tt0117038,Domestic,"Dec 25, 1996","$17,435,711","$95,318,203",,,,,
0,Original Release,"December 27, 1996",Domestic,"$4,708,156","$31,033","$4,739,189",tt0116477,,,,,,,,,
0,,,,,,,tt0117690,Domestic,"Dec 27, 1996","$88,515","$671,437",,,,,
0,,,,,,,tt0118163,Domestic,"Dec 20, 1996","$3,316","$375,757",,,,,
0,,,,,,,tt0117091,Domestic,"Dec 27, 1996","$137,701","$19,145,198",,,,,
0,,,,,,,tt0118100,Domestic,"Dec 25, 1996",–,"$1,018,682",,,,,
0,,,,,,,tt0116250,Domestic,"Dec 25, 1996","$195,085","$50,047,179",,,,,
0,,,,,,,tt0117364,Domestic,"Dec 27, 1996","$107,819","$3,692,836",,,,,
0,,,,,,,tt0119731,Domestic,"Apr 18, 1997","$7,962,268","$25,804,707",,,,,
0,,,,,,,tt0116506,,,,,Ralph Ziman,Director,,,
0,,,,,,,tt0119115,Domestic,"Jan 24, 1997","$3,759,480","$9,381,260",,,,,
0,,,,,,,tt0120550,Domestic,"Jan 24, 1997","$2,755,382","$7,233,324",,,,,
0,,,,,,,tt0120390,Domestic,"Jan 10, 1997","$4,464,008","$11,538,235",,,,,
0,,,,,,,tt0112362,,,,,Michael Rymer,Director,,,
0,,,,,,,tt0116704,Domestic,"Jan 10, 1997","$5,778,933","$15,318,863",,,,,
0,,,,,,,tt0120414,,,,,Roger Christian,Director,,,
0,,,,,,,tt0118708,Domestic,"Jan 17, 1997","$12,220,920","$31,480,418",,,,,
0,,,,,,,tt0119664,Domestic,"Jan 17, 1997","$11,411,107","$32,000,301",,,,,
0,,,,,,,tt0106535,Domestic,"Feb 11, 1994","$23,410","$322,975",,,,,
0,,,,,,,tt0118928,Domestic,"Feb 7, 1997","$18,479,435","$67,127,760",,,,,
0,,,,,,,tt0119644,Domestic,"Jan 31, 1997","$2,131,001","$4,073,582",,,,,
0,,,,,,,tt0106266,Domestic,"Mar 5, 1993","$3,617,317","$9,745,803",,,,,
0,,,,,,,tt0106387,Domestic,"Apr 16, 1993","$3,285,063","$23,261,580",,,,,
0,,,,,,,tt0119937,Domestic,"Jan 24, 1997","$311,253","$589,304",,,,,
0,,,,,,,tt0119640,Domestic,"Apr 18, 1997","$2,128,565","$4,529,843",,,,,
0,,,,,,,tt0116790,Domestic,"Jan 17, 1997",–,"$5,770,254",,,,,
0,,,,,,,tt0119225,Domestic,"Jan 31, 1997","$2,678,372","$5,571,205",,,,,
0,,,,,,,tt0118111,Domestic,"Jan 31, 1997","$37,990","$2,923,982",,,,,
0,,,,,,,tt0118691,Domestic,"Feb 7, 1997","$4,080,222","$11,486,880",,,,,
0,,,,,,,tt0120238,Domestic,"Feb 7, 1997","$69,365","$656,747",,,,,
0,,,,,,,tt0119887,Domestic,"Feb 7, 1997","$1,817,278","$3,600,616",,,,,
0,,,,,,,tt0119141,Domestic,"Feb 14, 1997","$8,588,068","$29,481,428",,,,,
0,,,,,,,tt0120357,Domestic,"Feb 14, 1997","$195,236","$387,069",,,,,
0,,,,,,,tt0118548,Domestic,"Feb 14, 1997","$14,678,016","$50,068,310",,,,,
0,,,,,,,tt0120317,Domestic,"Feb 14, 1997","$6,424,617","$18,301,610",,,,,
0,,,,,,,tt0120434,Domestic,"Feb 14, 1997","$12,837,927","$36,400,360",,,,,
0,Original Release,"February 21, 1997",Domestic,"$3,675,201",–,"$3,675,201",tt0116922,,,,,,,,,
0,,,,,,,tt0120036,Domestic,"Feb 21, 1997","$3,154,075","$13,130,349",,,,,
0,,,,,,,tt0119008,Domestic,"Feb 28, 1997","$11,660,216","$41,909,762",,,,,
0,,,,,,,tt0118750,Domestic,"Feb 28, 1997","$6,429,364","$20,050,376",,,,,
0,,,,,,,tt0118702,,,,,Tamra Davis,Director,,,
0,,,,,,,tt0119432,Domestic,"Mar 7, 1997","$12,812,047","$59,927,618",,,,,
0,,,,,,,tt0116743,Domestic,"Feb 28, 1997","$53,499","$4,109,095",,,,,
0,,,,,,,tt0119951,Domestic,"Mar 7, 1997","$14,616,333","$41,230,799",,,,,
0,,,,,,,tt0119572,Domestic,"Mar 14, 1997","$3,908,725","$12,479,335",,,,,
0,,,,,,,tt0120053,Domestic,"Apr 4, 1997","$16,278,873","$61,363,304",,,,,
0,,,,,,,tt0120152,Domestic,"Feb 28, 1997","$107,108","$2,372,903",,,,,
0,Original Release,"October 4, 1996",Domestic,"$2,664,812",–,"$2,664,812",tt0115964,,,,,,,,,
0,,,,,,,tt0116041,Domestic,"Mar 5, 1997","$35,988","$2,099,677",,,,,
0,,,,,,,tt0119528,Domestic,"Mar 21, 1997","$31,423,025","$181,410,615",,,,,
0,Original Release,"March 21, 1997",Domestic,"$35,281,794",–,"$35,281,794",tt0120094,,,,,,,,,
0,,,,,,,tt0118972,Domestic,"Mar 28, 1997","$14,274,503","$42,868,348",,,,,
0,,,,,,,tt0118829,Domestic,"Mar 28, 1997","$939,781","$3,566,637",,,,,
0,,,,,,,tt0118663,Domestic,"Mar 28, 1997","$2,742,679","$7,246,735",,,,,
0,,,,,,,tt0116931,Domestic,"Mar 28, 1997","$22,807","$294,212",,,,,
0,,,,,,,tt0120389,Domestic,"Mar 28, 1997","$3,301,135","$8,363,899",,,,,
0,,,,,,,tt0118623,Domestic,"Apr 4, 1997","$75,268","$858,553",,,,,
0,,,,,,,tt0119013,Domestic,"Apr 4, 1997","$5,034,914","$11,438,337",,,,,
0,,,,,,,tt0119381,Domestic,"Apr 4, 1997","$2,301,138","$5,936,344",,,,,
0,Original Release,"April 11, 1997",Domestic,"$65,885,767",–,"$65,885,767",tt0118615,,,,,,,,,
0,,,,,,,tt0119229,Domestic,"Apr 11, 1997","$6,870,397","$28,084,357",,,,,
0,,,,,,,tt0116783,Domestic,"Apr 18, 1997",–,"$329,211",,,,,
0,,,,,,,tt0118541,Domestic,"Apr 18, 1997","$2,024,516","$3,602,884",,,,,
0,,,,,,,tt0119859,Domestic,"Apr 11, 1997","$62,518","$2,007,100",,,,,
0,Original Release,"April 25, 1997",Domestic,"$29,235,353",–,"$29,235,353",tt0120032,,,,,,,,,
0,,,,,,,tt0116295,Domestic,"Jun 13, 1997","$66,471","$1,100,788",,,,,
0,,,,,,,tt0120461,Domestic,"Apr 25, 1997","$14,581,740","$49,323,468",,,,,
0,,,,,,,tt0115886,Domestic,"May 1, 1997","$31,562","$838,368",,,,,
0,Original Release,"May 2, 1997",Domestic,"$53,883,989",–,"$53,883,989",tt0118655,,,,,,,,,
0,,,,,,,tt0118771,Domestic,"May 2, 1997","$12,307,128","$50,159,144",,,,,
0,,,,,,,tt0115760,Domestic,"May 2, 1997",–,"$541,377",,,,,
0,,,,,,,tt0119109,Domestic,"May 9, 1997","$8,776,159","$28,598,376",,,,,
0,Original Release,"May 9, 1997",Domestic,"$63,820,180",–,"$63,820,180",tt0119116,,,,,,,,,
0,,,,,,,tt0119809,Domestic,"May 9, 1997","$27,354","$194,201",,,,,
0,,,,,,,tt0111613,,,,,Margarethe von Trotta,Director,,,
0,,,,,,,tt0117615,Domestic,"Jul 11, 1997",–,"$9,499,091",,,,,
0,,,,,,,tt0118556,Domestic,"May 23, 1997","$11,446,098","$34,673,095",,,,,
0,Original Release,"May 23, 1997",Domestic,"$2,576,331",–,"$2,576,331",tt0115744,,,,,,,,,
0,Original Release,"May 23, 1997",Domestic,"$229,086,679",–,"$229,086,679",tt0119567,,,,,,,,,
0,,,,,,,tt0117359,Domestic,"Mar 14, 1997",–,"$1,300,377",,,,,
0,,,,,,,tt0117561,Domestic,"Apr 9, 1997","$6,023","$10,580",,,,,
0,,,,,,,tt0120118,Domestic,"Apr 25, 1997","$115,710","$1,007,822",,,,,
0,,,,,,,tt0114303,Domestic,"May 30, 1997","$59,026","$247,202",,,,,
0,,,,,,,tt0120373,Domestic,"May 30, 1997","$4,903,529","$13,602,831",,,,,
0,,,,,,,tt0118787,Domestic,"Jun 6, 1997","$3,504,671","$10,113,400",,,,,
0,Original Release,"June 6, 1997",Domestic,"$101,117,573",–,"$101,117,573",tt0118880,,,,,,,,,
0,,,,,,,tt0114134,Domestic,"Jun 6, 1997",–,"$2,372,744",,,,,
0,,,,,,,tt0120179,Domestic,"Jun 13, 1997","$16,158,942","$48,608,066",,,,,
0,Original Release,"June 20, 1997",Domestic,"$107,325,195",–,"$107,325,195",tt0118688,,,,,,,,,
0,,,,,,,tt0120034,Domestic,"Jun 18, 1997","$6,580","$123,330",,,,,
0,,,,,,,tt0116502,Domestic,"Jun 25, 1997","$11,589","$32,212",,,,,
0,Original Release,"June 15, 1997",Domestic,"$99,112,101",–,"$99,112,101",tt0119282,,,,,,,,,
0,,,,,,,tt0119738,Domestic,"Jun 20, 1997","$21,678,377","$127,120,029",,,,,
0,,,,,,,tt0115856,Domestic,"Jun 20, 1997",–,"$1,474,628",,,,,
0,Original Release,"June 27, 1997",Domestic,"$706,604",–,"$706,604",tt0057345,,,,,,,,,
0,Original Release,"June 27, 1997","Domestic, APAC","$112,276,146",–,"$112,276,146",tt0119094,,,,,,,,,
0,,,,,,,tt0119098,Domestic,"Jun 20, 1997","$12,045","$51,266",,,,,
0,Original Release,"July 2, 1997",Domestic,"$250,690,539",–,"$250,690,539",tt0119654,,,,,,,,,
0,,,,,,,tt0119848,Domestic,"Jul 4, 1997","$5,887,675","$29,022,252",,,,,
0,,,,,,,tt0120512,Domestic,"Jul 4, 1997","$1,810,586","$7,342,923",,,,,
0,,,,,,,tt0120133,Domestic,"Jul 11, 1997","$2,732,880","$8,345,056",,,,,
0,,,,,,,tt0118884,Domestic,"Jul 11, 1997","$20,584,908","$100,920,329",,,,,
0,,,,,,,tt0116930,Domestic,"Aug 1, 1997",–,"$604,523",,,,,
0,,,,,,,tt0119173,Domestic,"Aug 22, 1997","$11,094,241","$48,169,156",,,,,
0,Original Release,"May 14, 1982",Domestic,"$39,565,475",–,"$39,565,475",tt0082198,,,,,,,,,
0,Original Release,"July 18, 1997",Domestic,"$105,263,257",–,"$105,263,257",tt0119190,,,,,,,,,
0,,,,,,,tt0118887,Domestic,"Aug 15, 1997","$13,510,482","$44,862,187",,,,,
0,Original Release,"August 15, 1997",Domestic,"$26,673,242",–,"$26,673,242",tt0119081,,,,,,,,,
0,,,,,,,tt0120177,Domestic,"Aug 1, 1997","$19,738,749","$54,870,175",,,,,
0,,,,,,,tt0118570,Domestic,"Aug 1, 1997","$4,878,632","$23,144,499",,,,,
0,,,,,,,tt0119896,Domestic,"Aug 1, 1997","$7,809,026","$31,407,873",,,,,
0,,,,,,,tt0119361,Domestic,"Aug 1, 1997","$100,006","$2,804,473",,,,,
0,,,,,,,tt0118818,Domestic,"Aug 8, 1997","$93,303","$2,416,734",,,,,
0,,,,,,,tt0118883,Domestic,"Aug 8, 1997","$19,313,566","$75,982,834",,,,,
0,,,,,,,tt0118966,Domestic,"Jan 30, 1998","$5,833,412","$13,806,137",,,,,
0,,,,,,,tt0120207,Domestic,"Aug 15, 1997","$870,068","$1,710,972",,,,,
0,,,,,,,tt0120112,Domestic,"Aug 27, 1997","$3,020,015","$7,281,450",,,,,
0,,,,,,,tt0119311,Domestic,"Aug 29, 1997","$8,162,768","$23,499,102",,,,,
0,,,,,,,tt0119509,Domestic,"Aug 22, 1997","$3,252,450","$10,925,060",,,,,
0,Original Release,"August 22, 1997",Domestic,"$25,480,490",–,"$25,480,490",tt0119675,,,,,,,,,
0,,,,,,,tt0119695,Domestic,"Aug 22, 1997","$10,654,369","$40,922,619",,,,,
0,,,,,,,tt0119086,Domestic,"Aug 29, 1997","$6,309,583","$14,515,490",,,,,
0,,,,,,,tt0119484,Domestic,"Aug 29, 1997","$3,450,145","$6,112,613",,,,,
0,,,,,,,tt0118571,Domestic,"Jul 25, 1997","$37,132,505","$172,956,409",,,,,
0,,,,,,,tt0118531,Domestic,"Jul 30, 1997","$2,222,984","$5,727,130",,,,,
0,,,,,,,tt0099810,Domestic,"Mar 2, 1990","$17,161,835","$122,012,643",,,,,
0,,,,,,,tt0102494,Domestic,"Sep 27, 1991",–,"$6,401,336",,,,,
0,,,,,,,tt0119465,Domestic,"Jul 18, 1997",–,"$1,918,497",,,,,
0,,,,,,,tt0120197,Domestic,"Jul 23, 1997","$63,477","$661,465",,,,,
0,,,,,,,tt0119360,Domestic,"Sep 19, 1997","$15,019,821","$63,856,929",,,,,
0,,,,,,,tt0119051,Domestic,"Sep 26, 1997","$7,733,445","$27,873,386",,,,,
0,,,,,,,tt0119874,Domestic,"Sep 26, 1997","$12,311,939","$41,263,140",,,,,
0,,,,,,,tt0119488,Domestic,"Sep 19, 1997","$5,211,198","$64,616,940",,,,,
0,,,,,,,tt0120102,Domestic,"Oct 10, 1997","$10,020,378","$37,957,682",,,,,
0,,,,,,,tt0119468,Domestic,"Oct 3, 1997","$13,215,167","$60,527,873",,,,,
0,,,,,,,tt0120169,Domestic,"Sep 26, 1997","$11,197,897","$43,700,855",,,,,
0,,,,,,,tt0120524,Domestic,"Sep 19, 1997","$6,038,516","$15,738,769",,,,,
0,,,,,,,tt0120323,Domestic,"Sep 19, 1997","$2,931,762","$7,936,780",,,,,
0,,,,,,,tt0119174,Domestic,"Sep 12, 1997","$14,337,029","$48,323,648",,,,,
0,,,,,,,tt0119123,Domestic,"Sep 5, 1997","$6,073,094","$16,228,448",,,,,
0,,,,,,,tt0120399,Domestic,"Oct 3, 1997","$2,730,440","$6,682,098",,,,,
0,,,,,,,tt0119632,Domestic,"Oct 3, 1997","$1,378,930","$3,392,080",,,,,
0,,,,,,,tt0118647,Domestic,"Sep 26, 1997","$117,608","$332,597",,,,,
0,,,,,,,tt0120402,Domestic,"Jun 13, 1997","$89,563","$9,161,691",,,,,
0,,,,,,,tt0119349,Domestic,"Sep 27, 1997","$75,183","$8,038,061",,,,,
0,,,,,,,tt0118842,Domestic,"Apr 4, 1997","$52,446","$12,021,272",,,,,
0,,,,,,,tt0119164,Domestic,"Aug 15, 1997","$176,585","$45,950,122",,,,,
0,,,,,,,tt0116631,,,,,Nancy Meckler,Director,,,
0,,,,,,,tt0119280,Domestic,"Jul 18, 1997","$76,268","$9,229,808",,,,,
0,,,,,,,tt0119345,Domestic,"Oct 17, 1997","$15,818,645","$72,586,134",,,,,
0,,,,,,,tt0118971,Domestic,"Oct 17, 1997","$12,170,536","$60,944,660",,,,,
0,,,,,,,tt0120029,Domestic,"Oct 10, 1997","$4,472,937","$15,448,043",,,,,
0,,,,,,,tt0119906,Domestic,"Oct 17, 1997","$1,937,374","$4,166,918",,,,,
0,,,,,,,tt0119324,Domestic,"Oct 10, 1997","$63,266","$626,057",,,,,
0,,,,,,,tt0119107,Domestic,"Oct 3, 1997","$23,665","$878,960",,,,,
0,,,,,,,tt0120481,Domestic,"Oct 5, 1997","$14,352","$1,851,761",,,,,
0,,,,,,,tt0120539,,,,,Jim Jarmusch,Director,,,
0,Original Release,"October 24, 1997",Domestic,"$12,532,777",–,"$12,532,777",tt0119177,,,,,,,,,
0,,,,,,,tt0119095,Domestic,"Oct 24, 1997","$3,515,323","$14,059,077",,,,,
0,,,,,,,tt0119891,Domestic,"Jan 23, 1998","$3,065,951","$5,624,282",,,,,
0,,,,,,,tt0120257,Domestic,"Jan 23, 1998","$163,289","$397,020",,,,,
0,,,,,,,tt0119535,Domestic,"Oct 24, 1997","$2,007,279","$4,366,722",,,,,
0,,,,,,,tt0119338,Domestic,"Feb 13, 1998","$231,500","$375,634",,,,,
0,,,,,,,tt0119080,Domestic,"Nov 7, 1997","$3,287,846","$14,842,388",,,,,
0,,,,,,,tt0119210,Domestic,"Oct 31, 1997","$2,704,568","$6,492,660",,,,,
0,,,,,,,tt0118900,Domestic,"Oct 10, 1997","$2,443,237","$5,906,773",,,,,
0,,,,,,,tt0083131,Domestic,"Jun 26, 1981","$6,130,197","$85,297,000",,,,,
0,,,,,,,tt0118689,Domestic,"Oct 17, 1997","$2,255,233","$45,319,423",,,,,
0,,,,,,,tt0119592,Domestic,"Nov 7, 1997","$4,649,742","$10,541,523",,,,,
0,,,,,,,tt0120490,Domestic,"Nov 26, 1997","$66,920","$334,319",,,,,
0,,,,,,,tt0119527,Domestic,"Jan 30, 1998","$279,103","$572,433",,,,,
0,,,,,,,tt0119978,Domestic,"Nov 21, 1997","$10,626,507","$45,916,769",,,,,
0,Original Release,"October 10, 1997",Domestic,"$26,400,640",–,"$26,400,640",tt0118749,,,,,,,,,
0,,,,,,,tt0090329,Domestic,"Feb 8, 1985","$4,539,990","$68,706,993",,,,,
0,,,,,,,tt0119365,,,,,John Badham,Director,,,
0,Original Release,"November 7, 1997",Domestic,"$54,814,377",–,"$54,814,377",tt0120201,,,,,,,,,
0,,,,,,,tt0118901,Domestic,"Oct 31, 1997","$43,380","$221,193",,,,,
0,,,,,,,tt0107282,Domestic,"Sep 10, 1993","$159,009","$32,901,136",,,,,
0,,,,,,,tt0118836,Domestic,"Mar 13, 1998","$181,233","$181,233",,,,,
0,,,,,,,tt0120148,Domestic,"Apr 24, 1998","$834,817","$11,841,544",,,,,
0,,,,,,,tt0119707,Domestic,"Nov 21, 1997","$16,771,694","$35,927,406",,,,,
0,,,,,,,tt0120382,Domestic,"Jun 5, 1998","$31,542,121","$125,618,201",,,,,
0,,,,,,,tt0120520,Domestic,"Nov 7, 1997","$183,610","$13,692,848",,,,,
0,,,,,,,tt0119723,Domestic,"Feb 20, 1998","$90,127","$3,309,421",,,,,
0,,,,,,,tt0116592,Domestic,"Oct 31, 1997","$10,587","$20,677",,,,,
0,,,,,,,tt0119994,Domestic,"Oct 31, 1997","$7,403,362","$22,459,274",,,,,
0,,,,,,,tt0119395,Domestic,"Nov 14, 1997","$15,164,595","$54,930,280",,,,,
0,,,,,,,tt0118617,Domestic,"Nov 14, 1997","$120,541","$58,406,347",,,,,
0,,,,,,,tt0120483,Domestic,"Nov 14, 1997","$4,604,819","$13,717,039",,,,,
0,,,,,,,tt0118583,Domestic,"Nov 26, 1997","$16,474,092","$47,795,658",,,,,
0,,,,,,,tt0118607,Domestic,"Dec 10, 1997","$4,573,523","$44,229,441",,,,,
0,,,,,,,tt0118632,Domestic,"Dec 19, 1997","$29,396","$19,868,354",,,,,
0,,,,,,,tt0123385,Domestic,"May 8, 1998","$32,941","$356,749",,,,,
0,,,,,,,tt0118698,Domestic,"Nov 26, 1997","$109,243","$496,059",,,,,
0,,,,,,,tt0118804,Domestic,"Apr 3, 1998","$135,606","$1,995,911",,,,,
0,,,,,,,tt0118954,Domestic,"Dec 12, 1997","$356,476","$10,686,841",,,,,
0,,,,,,,tt0119137,Domestic,"Nov 26, 1997","$26,725,207","$92,977,226",,,,,
0,,,,,,,tt0119142,Domestic,"Dec 12, 1997","$6,015,970","$31,642,995",,,,,
0,,,,,,,tt0119217,Domestic,"Dec 5, 1997","$272,912","$138,433,435",,,,,
0,,,,,,,tt0119303,Domestic,"Dec 12, 1997","$5,085,482","$30,882,515",,,,,
0,,,,,,,tt0119668,Domestic,"Nov 21, 1997","$5,233,658","$25,105,255",,,,,
0,,,,,,,tt0119715,Domestic,"Dec 19, 1997","$6,062,922","$61,917,389",,,,,
0,Original Release,"December 12, 1997",Domestic,"$101,363,301",–,"$101,363,301",tt0120082,,,,,,,,,
0,,,,,,,tt0120222,,,,,Rodney Gibbons,Director,,,
0,,,,,,,tt0120255,Domestic,"Oct 10, 1997","$31,149","$3,263,585",,,,,
0,Original Release,"December 19, 1997",Domestic,"$600,788,188","$1,242,690,261","$1,843,478,449",tt0120338,,,,,,,,,
0,Original Release,"December 19, 1997",Domestic,"$125,304,276",–,"$125,304,276",tt0120347,,,,,,,,,
0,,,,,,,tt0119925,Domestic,"Dec 25, 1997","$5,260,324","$17,626,234",,,,,
0,,,,,,,tt0119314,Domestic,"May 15, 1998","$13,685,488","$75,383,563",,,,,
0,Original Release,"December 25, 1997",Domestic,"$39,673,162",–,"$39,673,162",tt0119396,,,,,,,,,
0,Original Release,"December 25, 1997",Domestic,"$5,684,789",–,"$5,684,789",tt0119485,,,,,,,,,
0,,,,,,,tt0119718,Domestic,"Dec 25, 1997","$5,233,631","$21,437,192",,,,,
0,Original Release,"March 6, 1998",Domestic,"$17,451,873","$28,690,764","$46,142,637",tt0118715,,,,,,,,,
0,,,,,,,tt0118566,Domestic,"Dec 26, 1997","$50,052","$2,465,960",,,,,
0,,,,,,,tt0119590,Domestic,"Dec 26, 1997","$76,212","$2,162,043",,,,,
0,,,,,,,tt0119223,Domestic,"Jan 30, 1998","$9,593,290","$26,420,672",,,,,
0,,,,,,,tt0118539,Domestic,"Apr 10, 1998","$150,127","$375,805",,,,,
0,,,,,,,tt0120820,Domestic,"Feb 20, 1998","$5,337,651","$12,874,899",,,,,
0,,,,,,,tt0120885,Domestic,"Dec 25, 1997","$92,079","$43,061,945",,,,,
0,,,,,,,tt0118929,Domestic,"Feb 27, 1998","$5,576,953","$14,378,331",,,,,
0,,,,,,,tt0120696,Domestic,"Jan 16, 1998","$8,009,024","$19,870,567",,,,,
0,,,,,,,tt0120693,Domestic,"Jan 16, 1998","$7,722,540","$17,460,020",,,,,
0,,,,,,,tt0119099,Domestic,"Jan 16, 1998","$10,401,586","$25,232,289",,,,,
0,,,,,,,tt0120122,Domestic,"May 1, 1998","$56,240","$375,261",,,,,
0,Original Release,"January 21, 1998","Domestic, APAC","$163,145","$1,768","$164,913",tt0112913,,,,,,,,,
0,,,,,,,tt0119815,Domestic,"Jan 30, 1998","$32,017","$397,517",,,,,
0,,,,,,,tt0120185,Domestic,"Jan 23, 1998","$10,527,222","$29,342,592",,,,,
0,,,,,,,tt0118956,Domestic,"Jan 30, 1998","$4,737,793","$11,203,026",,,,,
0,,,,,,,tt0119734,Domestic,"Apr 24, 1998",–,"$118,475",,,,,
0,,,,,,,tt0120008,Domestic,"Feb 6, 1998","$8,046,553","$19,204,929",,,,,
0,Original Release,"September 10, 1999",Domestic,"$39,371",–,"$39,371",tt0120594,,,,,,,,,
0,,,,,,,tt0119784,Domestic,"Feb 6, 1998","$91,549","$125,397",,,,,
0,,,,,,,tt0118747,Domestic,"Feb 6, 1998","$6,129,615","$14,051,384",,,,,
0,Original Release,"February 13, 1998",Domestic,"$80,245,725","$43,061,262","$123,306,987",tt0120888,,,,,,,,,
0,,,,,,,tt0120184,Domestic,"Feb 13, 1998","$14,433,957","$37,020,277",,,,,
0,,,,,,,tt0120782,Domestic,"Feb 20, 1998","$2,876,753","$5,878,911",,,,,
0,Original Release,"December 23, 1997",Domestic,"$148,478,011",–,"$148,478,011",tt0119822,,,,,,,,,
0,,,,,,,tt0099939,Domestic,"Sep 28, 1990","$411,597","$2,554,476",,,,,
0,,,,,,,tt0119594,Domestic,"Mar 6, 1998","$5,866,411","$15,055,091",,,,,
0,,,,,,,tt0120873,Domestic,"Mar 6, 1998","$16,863,988","$57,167,405",,,,,
0,,,,,,,tt0120491,Domestic,"Nov 13, 1998","$19,812","$37,621",,,,,
0,,,,,,,tt0119574,Domestic,"Mar 6, 1998","$78,151","$2,581,012",,,,,
0,,,,,,,tt0120661,Domestic,"Mar 6, 1998","$364,244","$87,178,599",,,,,
0,,,,,,,tt0118744,Domestic,"Mar 6, 1998","$5,742,431","$13,583,690",,,,,
0,,,,,,,tt0120241,Domestic,"Apr 17, 1998","$558,081","$1,740,156",,,,,
0,,,,,,,tt0120744,Domestic,"Mar 13, 1998","$17,271,450","$56,968,902",,,,,
0,,,,,,,tt0120769,Domestic,"Mar 27, 1998","$4,010,245","$10,452,012",,,,,
0,Original Release,"March 20, 1998",Domestic,"$30,147,739",–,"$30,147,739",tt0120890,,,,,,,,,
0,,,,,,,tt0125454,Domestic,"Apr 17, 1998","$5,369,800","$26,875,268",,,,,
0,,,,,,,tt0120642,Domestic,"Jan 29, 1999","$2,706","$4,390",,,,,
0,,,,,,,tt0119250,Domestic,"Mar 20, 1998","$59,508","$500,000",,,,,
0,,,,,,,tt0119942,Domestic,"Mar 20, 1998","$12,045,395","$39,001,187",,,,,
0,,,,,,,tt0120510,Domestic,"Mar 20, 1998","$95,875","$282,175",,,,,
0,,,,,,,tt0124179,Domestic,"Apr 24, 1998","$649,423","$2,057,193",,,,,
0,,,,,,,tt0120772,Domestic,"Apr 17, 1998","$9,725,855","$29,187,243",,,,,
0,,,,,,,tt0119305,Domestic,"Apr 17, 1998","$77,910","$77,910",,,,,
0,,,,,,,tt0119905,Domestic,"Apr 10, 1998","$5,894,607","$23,047,939",,,,,
0,,,,,,,tt0120598,Domestic,"Apr 3, 1998","$2,203,865","$12,218,638",,,,,
0,,,,,,,tt0124295,Domestic,"Apr 10, 1998","$146,909","$720,074",,,,,
0,,,,,,,tt0118851,Domestic,"Apr 17, 1998","$97,916","$2,178,160",,,,,
0,,,,,,,tt0120738,Domestic,"Apr 3, 1998","$20,154,919","$69,117,629",,,,,
0,,,,,,,tt0120749,Domestic,"Apr 3, 1998","$10,104,715","$32,935,289",,,,,
0,Original Release,"April 3, 1998",Domestic,"$9,584,314",–,"$9,584,314",tt0120176,,,,,,,,,
0,,,,,,,tt0120632,Domestic,"Apr 10, 1998","$15,369,048","$78,685,114",,,,,
0,,,,,,,tt0120728,Domestic,"May 29, 1998","$277,601","$3,020,601",,,,,
0,,,,,,,tt0120773,Domestic,"Apr 10, 1998","$4,810,288","$18,912,328",,,,,
0,,,,,,,tt0120765,Domestic,"Apr 10, 1998","$3,117,795","$8,072,007",,,,,
0,,,,,,,tt0124718,Domestic,"May 1, 1998","$7,610,663","$21,567,853",,,,,
0,,,,,,,tt0119196,Domestic,"Jan 23, 1998","$118,278","$1,677,131",,,,,
0,Original Release,"January 16, 1998",Domestic,"$1,713,459",–,"$1,713,459",tt0118819,,,,,,,,,
0,,,,,,,tt0120906,Domestic,"Jan 30, 1998","$434,840","$2,087,471",,,,,
0,,,,,,,tt0118755,Domestic,"Feb 13, 1998","$4,470,111","$22,619,589",,,,,
0,,,,,,,tt0120725,Domestic,"Feb 27, 1998","$3,316,377","$7,571,115",,,,,
0,Original Release,"February 27, 1998",Domestic,"$668,228",–,"$668,228",tt0138563,,,,,,,,,
0,,,,,,,tt0119987,Domestic,"Feb 27, 1998","$83,488","$83,488",,,,,
0,,,,,,,tt0117786,Domestic,"Mar 20, 1998","$5,250,704","$12,716,953",,,,,
0,,,,,,,tt0120265,Portugal,"Sep 21, 2017",–,"$10,923",,,,,
