,Release Group,Rollout,Markets,Domestic,International,Worldwide,imdb_id,Area,Release Date,Opening,Gross,Filmmakers,Role,# Releases,Lifetime Gross,Rank
0,Original Release,"September 18, 2002-November 5, 2004",10 markets,"$446,955","$5,459,398","$5,906,353",tt0274407,,,,,,,,,
0,Original Release,"November 10-January 14, 2005",42 markets,"$162,775,358","$123,225,147","$286,000,505",tt0338348,,,,,,,,,
0,,,,,,,tt0362269,Domestic,"Nov 12, 2004","$169,038","$10,254,979",,,,,
0,,,,,,,tt0387575,Domestic,"Nov 12, 2004","$8,800,000","$17,083,732",,,,,
0,,,,,,,tt0367479,Domestic,"Nov 12, 2004","$11,500,000","$28,331,233",,,,,
0,,,,,,,tt0317198,Domestic,"Nov 12, 2004","$8,684,055","$40,226,215",,,,,
0,,,,,,,tt0308644,Domestic,"Nov 12, 2004","$220,524","$51,680,613",,,,,
0,,,,,,,tt0368891,Domestic,"Nov 19, 2004","$35,142,554","$173,008,894",,,,,
0,Original Release,"March 19-July 9, 2005",35 markets,"$5,211,842","$35,138,995","$40,350,837",tt0275491,,,,,,,,,
0,Original Release,"November 19, 2004-April 22, 2006",37 markets,"$85,417,988","$54,775,005","$140,192,993",tt0345950,,,,,,,,,
0,,,,,,,tt0346491,Domestic,"Nov 24, 2004","$13,687,087","$34,297,191",,,,,
0,Original Release,"November 24-January 5, 2005",37 markets,"$73,780,539","$22,791,941","$96,572,480",tt0388419,,,,,,,,,
0,,,,,,,tt0884842,Domestic,"Nov 26, 2004","$22,444","$105,054",,,,,
0,Original Release,"December 3-May 21, 2005",57 markets,"$33,987,757","$81,517,270","$115,505,027",tt0376541,,,,,,,,,
0,,,,,,,tt0327919,Domestic,"Dec 3, 2004","$160,346","$288,552",,,,,
0,,,,,,,tt0385004,Domestic,"Dec 3, 2004","$397,472","$11,050,094",,,,,
0,,,,,,,tt0349903,Domestic,"Dec 10, 2004","$39,153,380","$125,544,280",,,,,
0,,,,,,,tt0359013,Domestic,"Dec 8, 2004","$16,100,000","$52,411,906",,,,,
0,,,,,,,tt0403910,Domestic,"Aug 20, 2004","$11,927","$177,485",,,,,
0,,,,,,,tt0051516,,,,,George Abbott,Director,,,
0,,,,,,,tt0072272,Domestic,"May 18, 1974",–,"$26,890,200",,,,,
0,,,,,,,tt0088979,Domestic,"Jun 14, 1985","$2,649,832","$7,840,873",,,,,
0,,,,,,,tt0106912,Domestic,"Mar 12, 1993","$6,116,484","$19,885,552",,,,,
0,,,,,,,tt0032635,,,,,Joe May,Director,,,
0,Original Release,"September 17, 2003-June 23, 2006",14 markets,"$553,504","$8,007,867","$8,561,371",tt0364517,,,,,,,,,
0,,,,,,,tt0391024,Domestic,"May 21, 2004","$27,125","$2,589,616",,,,,
0,,,,,,,tt0014142,,,,,Wallace Worsley,Director,,,
0,,,,,,,tt0015841,,,,,Fred C. Newmeyer,Director,,,
0,,,,,,,tt0015881,,,,,Erich von Stroheim,Director,,,
0,,,,,,,tt0018037,,,,,Alan Crosland,Director,,,
0,,,,,,,tt0019421,,,,,Charles Reisner,Director,,,
0,,,,,,,tt0020530,,,,,Luis Buñuel,Director,,,
0,,,,,,,tt0021079,,,,,Mervyn LeRoy,Director,,,
0,,,,,,,tt0022718,United Kingdom,"Dec 17, 2010","$2,805","$2,805",,,,,
0,,,,,,,tt0024844,United Kingdom,"Jan 20, 2012","$9,505","$9,505",,,,,
0,Original Release,"May 29, 1936",Domestic,–,–,–,tt0027652,,,,,,,,,
0,,,,,,,tt0027996,South Korea,,$579,"$8,362",,,,,
0,,,,,,,tt0028691,,,,,Victor Fleming,Director,,,
0,Original Release,"October 8, 1937",Domestic,–,–,–,tt0029604,,,,,,,,,
0,Original Release,"June 15, 1938",Domestic,–,–,–,tt0030241,,,,,,,,,
0,,,,,,,tt0031867,,,,,Raoul Walsh,Director,,,
0,,,,,,,tt0032145,Domestic,"Apr 7, 1989","$15,493","$624,643",,,,,
0,,,,,,,tt0032701,France,"Nov 5, 2008","$7,456","$16,455",,,,,
0,,,,,,,tt0035238,,,,,Mervyn LeRoy,Director,,,
0,,,,,,,tt0035415,,,,,Julien Duvivier,Director,,,
0,,,,,,,tt0036506,,,,,Carl Theodor Dreyer,Director,,,
0,,,,,,,tt0037094,,,,,Vincent Sherman,Director,,,
0,Original Release,"May 22, 1947",Domestic,–,–,–,tt0038574,,,,,,,,,
0,,,,,,,tt0040308,,,,,Charles Walters,Director,,,
0,2022 Re-release,,Australia,–,–,–,tt0040525,,,,,,,,,
0,,,,,,,tt0041587,France,"Jun 19, 2002",–,"$14,768",,,,,
0,,,,,,,tt0042200,,,,,George Sidney,Director,,,
0,,,,,,,tt0042646,,,,,Compton Bennett,Director,,,
0,Original Release,"February 16, 2007","LATAM, EMEA",–,"$134,613","$134,613",tt0042804,,,,,,,,,
0,Original Release,"September 29, 1954",Domestic,"$4,335,968",–,"$4,335,968",tt0047522,,,,,,,,,
0,,,,,,,tt0047677,,,,,Laslo Benedek,Director,,,
0,,,,,,,tt0048393,France,"Aug 6, 2003",–,"$4,528",,,,,
0,,,,,,,tt0048434,,,,,Alain Resnais,Director,,,
0,,,,,,,tt0052278,,,,,George Seaton,Director,,,
0,,,,,,,tt0053115,,,,,Masaki Kobayashi,Director,,,
0,Original Release,"May 25, 2017",Colombia,–,"$3,967","$3,967",tt0053168,,,,,,,,,
0,,,,,,,tt0054144,United Kingdom,"Jun 29, 2007","$8,159","$34,105",,,,,
0,,,,,,,tt0055233,,,,,Masaki Kobayashi,Director,,,
0,,,,,,,tt0056058,France,"Aug 13, 2008","$5,982","$15,222",,,,,
0,,,,,,,tt0056905,,,,,Jean-Luc Godard,Director,,,
0,,,,,,,tt0058430,,,,,Kaneto Shindô,Director,,,
0,,,,,,,tt0058530,,,,,Byron Haskin,Director,,,
0,Original Release,"September 20, 1967",Domestic,–,–,–,tt0058946,,,,,,,,,
0,,,,,,,tt0059026,,,,,Bill Melendez,Director,,,
0,,,,,,,tt0059418,Domestic,"Apr 8, 2005","$3,520","$20,807",,,,,
0,,,,,,,tt0059798,,,,,Fred Coe,Director,,,
0,Tarkovsky At 70,"September 13, 2002",Domestic,"$177,345",–,"$177,345",tt0060107,,,,,,,,,
0,,,,,,,tt0060138,Domestic,"Oct 17, 2003","$8,436","$45,406",,,,,
0,,,,,,,tt0060802,South Korea,"May 10, 2007",–,"$34,198",,,,,
0,,,,,,,tt0061101,,,,,Seijun Suzuki,Director,,,
0,,,,,,,tt0061882,,,,,Seijun Suzuki,Director,,,
0,Retrospective Jacques Tati,"July 3, 2002",France,–,"$505,726","$505,726",tt0062136,,,,,,,,,
0,,,,,,,tt0062138,,,,,John Boorman,Director,,,
0,,,,,,,tt0062687,,,,,René Goscinny,Director,,,
0,,,,,,,tt0062759,,,,,Leonid Gaidai,Director,,,
0,,,,,,,tt0063665,,,,,Jean-Luc Godard,Director,,,
0,,,,,,,tt0063829,,,,,Melville Shavelson,Director,,,
0,,,,,,,tt0065772,Portugal,,$491,"$5,112",,,,,
0,,,,,,,tt0066565,,,,,Vladimir Motyl,Director,,,
0,Original Release,"January 30-May 22, 2008",EMEA,–,"$83,827","$83,827",tt0066601,,,,,,,,,
0,,,,,,,tt0067023,France,"Jan 28, 2009","$2,544","$2,544",,,,,
0,,,,,,,tt0067355,Italy,"Jun 9, 2022","$28,664","$28,807",,,,,
0,Original Release,"December 13-April 6, 2007",3 markets,"$80,302","$75,518","$155,820",tt0067866,,,,,,,,,
0,,,,,,,tt0068503,,,,,Robert Fuest,Director,,,
0,,,,,,,tt0069865,,,,,Don Siegel,Director,,,
0,,,,,,,tt0069945,,,,,John Carpenter,Director,,,
0,,,,,,,tt0070842,,,,,Paul Verhoeven,Director,,,
0,,,,,,,tt0071464,,,,,Just Jaeckin,Director,,,
0,,,,,,,tt0071571,,,,,H.B. Halicki,Director,,,
0,Original Release,"January 19-May 18, 2007",3 markets,"$61,001","$34,857","$95,858",tt0071615,,,,,,,,,
0,,,,,,,tt0072901,,,,,René Goscinny,Director,,,
0,,,,,,,tt0073018,Domestic,"May 18, 1975",–,"$12,484,444",,,,,
0,,,,,,,tt0073179,,,,,Eldar Ryazanov,Director,,,
0,Original Release,"April 9, 1975",Domestic,–,–,–,tt0073580,,,,,,,,,
0,,,,,,,tt0073820,,,,,Dan Curtis,Director,,,
0,,,,,,,tt0074559,,,,,Richard T. Heffron,Director,,,
0,,,,,,,tt0074605,,,,,Barbara Kopple,Director,,,
0,,,,,,,tt0075223,Domestic,"Dec 8, 1976",–,"$51,079,064",,,,,
0,,,,,,,tt0076141,Domestic,"Dec 25, 1977",–,"$31,063,038",,,,,
0,,,,,,,tt0076451,Domestic,"Jun 22, 1977",–,"$16,400,000",,,,,
0,,,,,,,tt0076843,Domestic,"Nov 14, 1977",–,"$25,933,445",,,,,
0,,,,,,,tt0077559,,,,,Cheh Chang,Director,,,
0,,,,,,,tt0077655,,,,,John Woo,Director,,,
0,,,,,,,tt0078062,,,,,Robert S. Fiveson,Director,,,
0,,,,,,,tt0078252,,,,,Woo-Ping Yuen,Director,,,
0,Original Release,"March 14, 1979",Domestic,"$15,284,643",–,"$15,284,643",tt0079261,,,,,,,,,
0,,,,Domestic,,,tt0079489,,,,,,,,"$43,885,000",2043.0
0,,,,,,,tt0085255,Domestic,"May 13, 1983","$8,258,149","$42,313,354",,,,,
0,,,,,,,tt0085404,,,,,Nicholas Meyer,Director,,,
0,,,,,,,tt0085474,,,,,Bruce Gowers,Director,,,
0,Original Release,"January 11, 1984",Domestic,–,–,–,tt0085482,,,,,,,,,
0,,,,,,,tt0086491,Domestic,"Jun 24, 1983","$6,614,366","$29,450,919",,,,,
0,,,,,,,tt0086994,Domestic,"Aug 8, 2014",–,"$12,589",,,,,
0,,,,,,,tt0087065,,,,,Richard Franklin,Director,,,
0,,,,,,,tt0087225,,,,,John Korty,Director,,,
0,,,,,,,tt0088117,Domestic,"Nov 9, 1984","$1,432,800","$2,491,460",,,,,
0,Original Release,"September 15, 2000",Domestic,"$13,801","$16,386","$30,187",tt0088275,,,,,,,,,
0,,,,,,,tt0089006,,,,,Volker Schlöndorff,Director,,,
0,,,,,,,tt0089110,,,,,Jim Wheat,Director,,,
0,,,,,,,tt0089374,Domestic,"Feb 1, 2019","$25,591","$113,164",,,,,
0,,,,,,,tt0089869,Domestic,"Oct 18, 1985","$9,825","$2,123,135",,,,,
0,Original Release,"December 6, 1985",Domestic,"$60,088,980",–,"$60,088,980",tt0090056,,,,,,,,,
0,,,,,,,tt0090319,Domestic,"Nov 22, 1985","$477,539","$42,160,849",,,,,
0,,,,,,,tt0090557,Domestic,"Oct 3, 1986","$25,384","$3,272,593",,,,,
0,,,,,,,tt0090856,Domestic,"Jul 11, 1986","$4,152,296","$12,308,521",,,,,
0,Original Release,"December 7, 2007",United Kingdom,–,"$15,390","$15,390",tt0091670,,,,,,,,,
0,Original Release,"August 8, 2008",South Korea,–,"$74,799","$74,799",tt0092263,,,,,,,,,
0,,,,,,,tt0093066,,,,,Don Jurwich,Director,,,
0,,,,,,,tt0093171,,,,,Donald G. Jackson,Director,,,
0,Original Release,"April 3, 1987",Domestic,–,–,–,tt0093412,,,,,,,,,
0,Original Release,"October 23, 1987",Domestic,"$14,182,492",–,"$14,182,492",tt0093777,,,,,,,,,
0,,,,,,,tt0093978,,,,,Siu-Tung Ching,Director,,,
0,,,,,,,tt0094357,,,,,John Woo,Director,,,
0,,,,,,,tt0095050,Domestic,"Mar 18, 1988","$280,763","$3,076,031",,,,,
0,,,,,,,tt0095655,,,,,Jerry Kramer,Director,,,
0,,,,,,,tt0095715,,,,,Jan Svankmajer,Director,,,
0,,,,,,,tt0096386,,,,,Étienne Chatiliez,Director,,,
0,Original Release,"March 31, 2004",France,–,"$3,488,960","$3,488,960",tt0097814,,,,,,,,,
0,,,,,,,tt0099018,Domestic,"Dec 22, 1990","$1,608,365","$6,939,946",,,,,
0,,,,,,,tt0099329,Domestic,"Apr 6, 1990","$3,004,905","$8,266,343",,,,,
0,,,,,,,tt0099426,,,,,John Woo,Director,,,
0,,,,,,,tt0099654,Domestic,"Jun 29, 1990","$4,803,480","$24,707,633",,,,,
0,,,,,,,tt0099902,Domestic,"Mar 6, 1991","$10,300","$1,986,433",,,,,
0,,,,,,,tt0099951,Domestic,"Nov 9, 1990","$948,002","$2,060,847",,,,,
0,,,,,,,tt0100029,Domestic,"Jan 11, 1991","$7,094,552","$24,078,196",,,,,
0,,,,,,,tt0100280,Domestic,"Mar 16, 1990","$658,835","$10,959,015",,,,,
0,,,,,,,tt0100339,Japan,"Jul 17, 2020","$174,266","$578,959",,,,,
0,,,,,,,tt0100685,Domestic,"Sep 14, 1990","$179,927","$1,911,542",,,,,
0,,,,,,,tt0101254,Domestic,"Jan 15, 1992","$13,690","$922,872",,,,,
0,Original Release,"November 19, 2004",Domestic,"$146,310","$42,320","$188,630",tt0101258,,,,,,,,,
0,,,,,,,tt0101420,,,,,E. Elias Merhige,Director,,,
0,,,,,,,tt0101786,Domestic,"Jul 19, 1991","$1,867,201","$4,603,929",,,,,
0,,,,,,,tt0102015,Domestic,"Nov 27, 1991","$42,992","$1,318,449",,,,,
0,,,,,,,tt0102164,Domestic,"Oct 9, 1992","$15,508","$626,057",,,,,
0,,,,,,,tt0102293,,,,,Ngai Choi Lam,Director,,,
0,,,,,,,tt0102395,Domestic,"May 17, 1991","$1,692,817","$3,752,428",,,,,
0,Original Release,"May 8, 2008",Russia/CIS,–,"$19,867","$19,867",tt0102587,,,,,,,,,
0,,,,,,,tt0102609,Domestic,"Oct 18, 1991","$5,012,332","$25,682,090",,,,,
0,,,,,,,tt0102744,Domestic,"Oct 19, 1990","$3,853,149","$21,413,105",,,,,
0,,,,,,,tt0103923,,,,,Albert Pyun,Director,,,
0,,,,,,,tt0103950,,,,,Jing Wong,Director,,,
0,Original Release,"March 7-December 4, 2008","EMEA, APAC",–,"$573,719","$573,719",tt0104652,,,,,,,,,
0,,,,,,,tt0104663,Domestic,"Mar 3, 1993","$17,524","$931,280",,,,,
0,,,,,,,tt0104670,Domestic,"Mar 27, 1992","$5,180,414","$14,796,494",,,,,
0,,,,,,,tt0104802,Domestic,"Feb 28, 1992","$319,793","$6,742,168",,,,,
0,,,,,,,tt0105391,Domestic,"Jan 31, 1992","$6,406,829","$21,633,781",,,,,
0,,,,,,,tt0105402,Domestic,"Apr 9, 1993","$250,003","$17,180,393",,,,,
0,,,,,,,tt0105682,Domestic,"Jun 4, 1993",–,"$1,605,437",,,,,
0,,,,,,,tt0105764,Domestic,"Feb 24, 1993","$27,761","$799,856",,,,,
0,,,,,,,tt0106356,,,,,Glenn Jordan,Director,,,
0,,,,,,,tt0106950,Domestic,"Sep 3, 1993","$4,040,711","$6,739,141",,,,,
0,,,,,,,tt0107612,Domestic,"Oct 8, 1993","$1,853,647","$4,348,572",,,,,
0,,,,,,,tt0108170,Domestic,"Nov 24, 1993","$21,802","$3,323,524",,,,,
0,,,,,,,tt0108188,Domestic,"Apr 10, 1998","$17,527","$58,834",,,,,
0,,,,,,,tt0109552,,,,,Bradford May,Director,,,
0,,,,,,,tt0109838,Domestic,"Oct 1, 1993","$6,957","$29,296",,,,,
0,,,,,,,tt0110200,,,,,Gordon Chan,Director,,,
0,,,,,,,tt0110442,Domestic,"Apr 1, 1994","$7,040,777","$30,626,182",,,,,
0,,,,,,,tt0110612,Domestic,"Feb 4, 1994","$5,645,251","$25,479,558",,,,,
0,,,,,,,tt0110917,Domestic,"May 26, 1995","$35,639","$190,749",,,,,
0,,,,,,,tt0113556,,,,,Markku Pölönen,Director,,,
0,,,,,,,tt0113617,Domestic,"Sep 8, 1995","$2,520,206","$7,024,389",,,,,
0,Original Release,"November 22, 2007",South Korea,–,"$69,029","$69,029",tt0113824,,,,,,,,,
0,,,,,,,tt0114563,,,,,Gisaburô Sugii,Director,,,
0,Original Release,"June 20, 2014",Domestic,"$198,126",–,"$198,126",tt0115940,,,,,,,,,
0,,,,,,,tt0116835,,,,,Betty Thomas,Director,,,
0,,,,,,,tt0117407,Domestic,"Aug 18, 2006","$1,792","$4,815",,,,,
0,,,,,,,tt0118308,,,,,Diarmuid Lawrence,Director,,,
0,,,,,,,tt0118760,Domestic,"Dec 31, 1997","$86,097","$5,980,578",,,,,
0,,,,,,,tt0119237,Domestic,"Oct 17, 1997",–,"$116,799",,,,,
0,,,,,,,tt0119794,,,,,Gabriele Salvatores,Director,,,
0,,,,,,,tt0120131,,,,,Darrell Rooney,Director,,,
0,,,,,,,tt0120604,Italy,"May 7, 1999",–,"$102,744",,,,,
0,,,,,,,tt0120801,,,,,Benjamin Ross,Director,,,
0,,,,,,,tt0120860,Taiwan,"May 3, 2002","$6,374","$6,374",,,,,
0,,,,,,,tt0123865,,,,,Michael Cristofer,Director,,,
0,,,,,,,tt0124901,Domestic,"Nov 13, 1998","$1,971","$3,121",,,,,
0,,,,,,,tt0127357,,,,,Benny Chan,Director,,,
0,,,,,,,tt0145600,,,,,Leslie Libman,Director,,,
0,,,,,,,tt0146402,,,,,Dave Payne,Director,,,
0,,,,,,,tt0158131,,,,,Uli Edel,Director,,,
0,,,,,,,tt0161292,,,,,Nicolas Winding Refn,Director,,,
0,,,,,,,tt0164961,France,"Sep 19, 2001",–,"$9,597,193",,,,,
0,,,,,,,tt0165662,,,,,Turi Meyer,Director,,,
0,,,,,,,tt0169590,,,,,Toshihiko Masuda,Director,,,
0,,,,,,,tt0169858,United Kingdom,"Nov 19, 2021","$42,214","$42,214",,,,,
0,,,,,,,tt0177262,,,,,Tony Silver,Director,,,
0,,,,,,,tt0177858,Türkiye,"Jul 11, 2003","$9,060","$34,245",,,,,
0,,,,,,,tt0181627,Spain,,–,"$279,003",,,,,
0,,,,,,,tt0183869,Domestic,"Oct 6, 2000",–,"$626,164",,,,,
0,,,,,,,tt0206036,,,,,Jane Anderson,Director,,,
0,,,,,,,tt0209463,Domestic,"Jul 28, 2000","$21,417","$259,510",,,,,
0,Original Release,"September 29, 2004-April 6, 2007",25 markets,"$1,444,588","$18,025,651","$19,470,239",tt0212712,,,,,,,,,
0,,,,,,,tt0230025,Domestic,"May 24, 2002","$14,599","$148,479",,,,,
0,,,,,,,tt0233298,,,,,Curt Geda,Director,,,
0,Original Release,"March 16, 2001-March 28, 2003",6 markets,"$131,296","$111,463","$242,759",tt0235198,,,,,,,,,
0,,,,,,,tt0235618,France,"Jun 11, 2003",–,"$8,488",,,,,
0,,,,,,,tt0239655,France,"Oct 3, 2001",–,"$9,017",,,,,
0,,,,,,,tt0239894,,,,,Joe Berlinger,Director,,,
0,Original Release,"January 30-March 8, 2002",EMEA,–,"$108,012,365","$108,012,365",tt0250223,,,,,,,,,
0,,,,,,,tt0250440,,,,,Karen Disher,Director,,,
0,,,,,,,tt0250491,Czech Republic,"Sep 27, 2001","$1,743","$1,743",,,,,
0,,,,,,,tt0250934,,,,,Billy Crystal,Director,,,
0,,,,,,,tt0260991,Hong Kong,"Jan 11, 2002",–,"$106,290",,,,,
0,,,,,,,tt0265651,United Kingdom,"May 30, 2003","$392,261","$1,580,280",,,,,
0,,,,,,,tt0269389,Denmark,"Jul 13, 2001",–,"$481,542",,,,,
0,,,,,,,tt0270688,Domestic,"Aug 22, 2003","$9,475","$28,811",,,,,
0,,,,,,,tt0271946,France,"Sep 2, 2003",–,"$647,735",,,,,
0,,,,,,,tt0273517,Domestic,"Dec 25, 2004","$6,400,000","$22,163,442",,,,,
0,,,,,,,tt0275230,,,,,Hiroyuki Kitakubo,Director,,,
0,,,,,,,tt0276830,France,"Feb 11, 2004",–,"$5,050,538",,,,,
0,,,,,,,tt0283877,,,,,Morgan J. Freeman,Director,,,
0,,,,,,,tt0284837,United Kingdom,"Mar 22, 2002","$4,607,461","$14,841,786",,,,,
0,,,,,,,tt0285005,,,,,Takashi Miike,Director,,,
0,,,,,,,tt0285492,France,"Jun 18, 2003",–,"$1,757,071",,,,,
0,Original Release,"September 6, 2001",Hong Kong,–,"$231,031","$231,031",tt0286751,,,,,,,,,
0,Original Release,"January 18-August 22, 2003","Domestic, EMEA","$13,031","$532,028","$545,059",tt0290661,,,,,,,,,
0,Original Release,"June 6-21, 2002",APAC,–,"$343,132","$343,132",tt0293715,,,,,,,,,
0,,,,,,,tt0298482,,,,,Vincenzo Natali,Director,,,
0,,,,,,,tt0298504,Germany,"Jun 19, 2003",–,"$875,016",,,,,
0,,,,,,,tt0301167,Domestic,"Nov 29, 2002","$1,841","$2,591",,,,,
0,,,,,,,tt0302585,,,,,Michael Dowse,Director,,,
0,,,,,,,tt0304262,,,,,Takashi Miike,Director,,,
0,,,,,,,tt0308152,,,,,Jean-Baptiste Andrea,Director,,,
0,Original Release,"March 29, 2002",South Korea,–,"$1,909,648","$1,909,648",tt0310775,,,,,,,,,
0,,,,,,,tt0311361,,,,,Lee Demarbre,Director,,,
0,,,,,,,tt0312843,,,,,Sion Sono,Director,,,
0,,,,,,,tt0318081,Domestic,"Sep 2, 2005","$917,398","$1,900,451",,,,,
0,,,,,,,tt0318403,South Korea,"Dec 9, 2010","$1,440","$1,465",,,,,
0,Original Release,"August 15, 2002",South Korea,–,"$6,686,648","$6,686,648",tt0320193,,,,,,,,,
0,Original Release,"February 14-September 3, 2004",4 markets,"$227,986","$12,443,320","$12,671,306",tt0323807,,,,,,,,,
0,,,,,,,tt0328832,,,,,Peter Chung,Director,,,
0,,,,,,,tt0330099,Domestic,"Aug 27, 2004","$50,601","$366,301",,,,,
0,,,,,,,tt0330500,,,,,Takashi Shimizu,Director,,,
0,,,,,,,tt0331811,Italy,"Aug 20, 2004","$213,076","$1,022,424",,,,,
0,,,,,,,tt0334541,,,,,S.S. Wilson,Director,,,
0,,,,,,,tt0334965,,,,,Damon Santostefano,Director,,,
0,,,,,,,tt0337103,Domestic,"Aug 27, 2004","$46,376","$152,148",,,,,
0,,,,,,,tt0337824,,,,,Bruce Beresford,Director,,,
0,,,,,,,tt0337930,Domestic,"Aug 20, 2004","$446,768","$1,117,864",,,,,
0,Original Release,"July 5-October 31, 2003",APAC,–,"$14,899,584","$14,899,584",tt0338763,,,,,,,,,
0,,,,,,,tt0339135,Italy,"Aug 29, 2003",–,"$45,681",,,,,
0,,,,,,,tt0339291,Domestic,"Dec 17, 2004","$30,061,756","$118,634,549",,,,,
0,,,,,,,tt0342492,Domestic,"Dec 10, 2004","$2,483","$3,783",,,,,
0,,,,,,,tt0344510,Domestic,"Nov 26, 2004","$101,749","$6,524,389",,,,,
0,Original Release,"August 6, 2004",Domestic,"$32,014",–,"$32,014",tt0345549,,,,,,,,,
0,,,,,,,tt0347246,Domestic,"Sep 17, 2004","$317,722","$1,043,896",,,,,
0,Original Release,"July 20-August 8, 2003","EMEA, APAC",–,"$53,452,652","$53,452,652",tt0347618,,,,,,,,,
0,Original Release,"November 2, 2002",Japan,–,"$6,779,222","$6,779,222",tt0351817,,,,,,,,,
0,Original Release,"February 28, 2003-January 20, 2005",11 markets,"$543,354","$14,986,723","$15,530,077",tt0352343,,,,,,,,,
0,Original Release,"January 30, 2004",Domestic,"$80,372",–,"$80,372",tt0353489,,,,,,,,,
0,,,,,,,tt0361462,,,,,Mark Hamill,Director,,,
0,Original Release,"February 25, 2004-May 25, 2006",9 markets,"$2,110,589","$8,373,985","$10,484,574",tt0363532,,,,,,,,,
0,,,,,,,tt0363579,Domestic,"Nov 25, 2005","$7,352","$30,241",,,,,
0,,,,,,,tt0364385,Domestic,"Jul 23, 2004","$25,446","$325,680",,,,,
0,Original Release,"November 21, 2003-January 23, 2020",19 markets,"$707,481","$14,272,524","$14,980,005",tt0364569,,,,,,,,,
0,Original Release,"March 3-August 11, 2005",5 markets,"$673,828","$1,700,000","$2,373,828",tt0365190,,,,,,,,,
0,,,,,,,tt0365265,,,,,Grant Harvey,Director,,,
0,Original Release,"January 17-September 21, 2005","APAC, EMEA",–,"$16,367,880","$16,367,880",tt0366292,,,,,,,,,
0,Original Release,"March 4-September 28, 2006",31 markets,"$6,303,762","$14,822,463","$21,126,225",tt0366627,,,,,,,,,
0,,,,,,,tt0366777,Domestic,"Mar 11, 2005","$70,224","$6,584,159",,,,,
0,,,,,,,tt0367093,,,,,Phil Tippett,Director,,,
0,,,,,,,tt0368909,Domestic,"Feb 11, 2005","$1,334,869","$4,563,167",,,,,
0,,,,,,,tt0369060,Hong Kong,"Oct 1, 2003",–,"$3,194,310",,,,,
0,Original Release,"September 3-July 28, 2005",36 markets,"$2,104,923","$41,580,526","$43,685,449",tt0369702,,,,,,,,,
0,,,,,,,tt0371246,Domestic,"Dec 17, 2004","$8,817,853","$42,726,869",,,,,
0,Original Release,"March 17-December 3, 2004",20 markets,"$2,087,128","$79,945,006","$82,032,134",tt0372824,,,,,,,,,
0,,,,,,,tt0373283,Domestic,"Aug 6, 2004","$129,056","$1,310,470",,,,,
0,,,,,,,tt0373861,Domestic,"Jun 4, 2004","$21,767","$1,763,052",,,,,
0,,,,,,,tt0373926,Domestic,"Apr 22, 2005","$22,822,455","$72,708,161",,,,,
0,,,,,,,tt0374102,Domestic,"Aug 6, 2004","$1,100,943","$30,610,863",,,,,
0,,,,,,,tt0374277,Domestic,"Jul 16, 2004","$79,883","$564,535",,,,,
0,,,,,,,tt0375073,,,,,John Landis,Director,,,
0,,,,,,,tt0375104,Domestic,"Apr 30, 2004","$1,233,297","$2,694,071",,,,,
0,,,,,,,tt0375912,Domestic,"May 13, 2005","$81,706","$2,339,957",,,,,
0,Original Release,"March 12, 2003-July 8, 2005",13 markets,"$504,256","$3,924,837","$4,429,093",tt0376968,,,,,,,,,
0,,,,,,,tt0377062,Domestic,"Dec 17, 2004","$5,019,430","$21,009,180",,,,,
0,,,,,,,tt0377091,Domestic,"Aug 20, 2004","$29,170","$603,951",,,,,
0,,,,,,,tt0377109,Domestic,"Mar 18, 2005","$35,065,237","$76,231,249",,,,,
0,Original Release,"January 16, 2004",Domestic,"$1,613,533",–,"$1,613,533",tt0379225,,,,,,,,,
0,,,,,,,tt0379593,Domestic,"Sep 24, 2004","$24,373","$255,364",,,,,
0,Original Release,"May 10, 2003",Japan,–,"$6,668,719","$6,668,719",tt0384819,,,,,,,,,
0,Original Release,"October 7-June 24, 2005",4 markets,–,"$1,614,675","$1,614,675",tt0385017,,,,,,,,,
0,Original Release,"February 6, 2004-September 8, 2006",10 markets,"$1,111,061","$75,176,921","$76,287,982",tt0386064,,,,,,,,,
0,,,,,,,tt0387412,Domestic,"Jul 9, 2004","$46,359","$1,222,708",,,,,
0,,,,,,,tt0388789,Domestic,"Dec 8, 2004","$14,605","$3,515,061",,,,,
0,,,,,,,tt0388888,Domestic,"Oct 1, 2004","$20,437","$127,067",,,,,
0,,,,,,,tt0389326,Domestic,"Jul 9, 2004","$134,400","$2,276,368",,,,,
0,Original Release,"February 6, 2004",Domestic,"$10,942,306","$5,055,872","$15,998,178",tt0399877,,,,,,,,,
0,,,,,,,tt0405296,Domestic,"Jul 7, 2006","$391,672","$5,501,616",,,,,
0,Original Release,"April 24, 2004","APAC, Domestic",–,"$12,353,768","$12,353,768",tt0405821,,,,,,,,,
0,,,,,,,tt0418038,Domestic,"Aug 6, 2004","$77,982","$461,572",,,,,
0,,,,,,,tt0405159,Domestic,"Dec 15, 2004","$179,953","$100,492,203",,,,,
0,,,,,,,tt0361668,Domestic,"Jul 30, 2004","$5,030","$58,202",,,,,
0,,,,,,,tt0395169,Domestic,"Dec 22, 2004","$100,091","$23,530,892",,,,,
0,,,,,,,tt0367594,Domestic,"Jul 15, 2005","$56,178,450","$206,459,076",,,,,
0,,,,,,,tt0423866,Domestic,"Apr 29, 2005","$20,084","$241,914",,,,,
