,Area,Release Date,Opening,Gross,imdb_id,Release Group,Rollout,Markets,Domestic,International,Worldwide,Filmmakers,Role,APAC,# Releases,Lifetime Gross,Rank
0,Domestic,"Jun 29, 2012","$27,857","$154,189",tt1583737,,,,,,,,,,,,
0,Domestic,"May 15, 2015","$14,294","$277,528",tt2929890,,,,,,,,,,,,
0,Domestic,"Mar 14, 2014","$7,232","$50,257",tt2635006,,,,,,,,,,,,
0,,,,,tt0847833,,,,,,,Rob Williams,Director,,,,
0,United Arab Emirates,"Jan 22, 2015","$24,296","$24,296",tt0959306,,,,,,,,,,,,
0,,,,,tt1436553,,,,,,,Kevin Tomlinson,Director,,,,
0,France,"Sep 12, 2012","$644,744","$1,835,816",tt1934205,,,,,,,,,,,,
0,,,,,tt1137477,,,,,,,Jonas Quastel,Director,,,,
0,,,,,tt2044040,,,,,,,Alex Gibney,Director,,,,
0,,,,,tt1405412,,,,,,,Ernie Barbarash,Director,,,,
0,,,,,tt2384296,,,,,,,Scott L. Montoya,Director,,,,
0,,,,,tt3216380,,,,,,,Kiur Aarma,Director,,,,
0,,,,,tt1754277,,,,,,,Katie Wolfe,Director,,,,
0,,,,,tt2395133,,,,,,,Dan M. Kinem,Director,,,,
0,Sweden,"Sep 19, 2014","$266,990","$1,041,599",tt2923652,,,,,,,,,,,,
0,Domestic,"Jun 28, 2013","$3,419","$6,388",tt2290065,,,,,,,,,,,,
0,Russia/CIS,"Sep 2, 2010","$2,619","$3,463",tt1543701,,,,,,,,,,,,
0,,,,,tt1420554,,,,,,,Shannon Hartman,Director,,,,
0,,,,,tt1395034,,,,,,,Shannon Hartman,Director,,,,
0,,,,,tt1747960,,,,,,,Shannon Hartman,Director,,,,
0,,,,,tt1820451,,,,,,,Shannon Hartman,Director,,,,
0,,,,,tt3234126,,,,,,,Shannon Hartman,Director,,,,
0,,,,,tt3958494,,,,,,,Shannon Hartman,Director,,,,
0,,,,,tt2226495,,,,,,,Joe Johnston,Director,,,,
0,,,,,tt2815030,,,,,,,Nelson McCormick,Director,,,,
0,,,,,tt1495980,,,,,,,Michael Samuels,Director,,,,
0,Spain,"Dec 20, 2013",–,"$72,946",tt3091242,,,,,,,,,,,,
0,Spain,"Apr 12, 2013","$188,139","$473,173",tt2378079,,,,,,,,,,,,
0,Argentina,"Aug 27, 2009","$104,153","$404,609",tt1458527,,,,,,,,,,,,
0,Domestic,"Aug 8, 2008","$209,253","$666,045",tt1178640,,,,,,,,,,,,
0,,,,,tt1176410,,,,,,,Mike Elliott,Director,,,,
0,,,,,tt3124476,,,,,,,Ron Oliver,Director,,,,
0,,,,,tt1855134,,,,,,,John Putch,Director,,,,
0,,,,,tt1037222,Original Release,"May 3-December 5, 2013",5 markets,–,"$288,055","$288,055",,,,,,
0,,,,,tt2245188,,,,,,,Anthony Joseph Giunta,Director,,,,
0,Domestic,"May 3, 2013",–,"$11,157",tt1823125,,,,,,,,,,,,
0,,,,,tt2189714,,,,,,,David Schmoeller,Director,,,,
0,Italy,"May 14, 2010","$248,800","$346,997",tt1425253,,,,,,,,,,,,
0,Spain,"Sep 13, 2013",–,"$11,343",tt2645142,,,,,,,,,,,,
0,Spain,"Dec 5, 2013","$1,837,633","$8,546,351",tt2418440,,,,,,,,,,,,
0,,,,,tt2041534,,,,,,,Tyler Perry,Director,,,,
0,,,,,tt1032763,,,,,,,Dayyan Eng,Director,,,,
0,,,,,tt1683524,,,,,,,Alan Deutsch,Director,,,,
0,,,,,tt1411973,,,,,,,Matías Piñeiro,Director,,,,
0,Finland,"Sep 20, 2013","$10,005","$10,005",tt2421224,,,,,,,,,,,,
0,,,,,tt2489512,,,,,,,Robert Berger,Director,,,,
0,,,,,tt3228830,,,,,,,Sam Dunn,Director,,,,
0,,,,,tt3460252,Original Release,"December 25-February 27, 2016",52 markets,"$54,117,416","$101,642,701","$155,760,117",,,,,,
0,,,,,tt1379057,,,,,,,Sebelin Laurent,Director,,,,
0,,,,,tt3628334,,,,,,,Bobcat Goldthwait,Director,,,,
0,,,,,tt2192888,Original Release,"December 25-April 26, 2013",EMEA,–,"$7,279,565","$7,279,565",,,,,,
0,,,,,tt2652476,Original Release,"January 24-25, 2013","APAC, China",–,"$6,743,451","$6,743,451",,,,,,
0,Domestic,"Sep 12, 2014","$2,998","$10,433",tt3119416,,,,,,,,,,,,
0,,,,,tt3576060,,,,,,,Marshall Curry,Director,,,,
0,South Korea,"Aug 13, 2014","$4,748,134","$11,383,034",tt3303728,,,,,,,,,,,,
0,,,,,tt3025410,,,,,,,Alexis Durand-Brault,Director,,,,
0,Domestic,"Jan 16, 2015","$8,649","$10,071",tt3125220,,,,,,,,,,,,
0,,,,,tt1790621,,,,,,,John Stimpson,Director,,,,
0,,,,,tt2015367,,,,,,,Mike Malloy,Director,,,,
0,France,"Jan 14, 2015","$1,205,546","$1,920,217",tt2231253,,,,,,,,,,,,
0,Denmark,"May 8, 2014","$255,145","$442,742",tt3550444,,,,,,,,,,,,
0,Spain,"Oct 17, 2014","$94,956","$380,562",tt3417470,,,,,,,,,,,,
0,,,,,tt2246953,,,,,,,Naoko Ogigami,Director,,,,
0,France,"Oct 30, 2013","$185,016","$324,682",tt2474438,,,,,,,,,,,,
0,Domestic,"Jul 24, 2015","$12,650,140","$32,000,304",tt3622592,,,,,,,,,,,,
0,,,,,tt2633014,,,,,,,Matt Adams,Director,,,,
0,,,,,tt3044244,Original Release,"May 18, 2014-September 22, 2016",10 markets,"$73,378","$2,698,980","$2,772,358",,,,,,
0,Domestic,"Jan 16, 2015","$20,649,306","$64,460,211",tt0884732,,,,,,,,,,,,
0,United Kingdom,"Feb 6, 2009","$16,606","$32,295",tt1379228,,,,,,,,,,,,
0,,,,,tt2622874,,,,,,,Stephen Lance,Director,,,,
0,,,,,tt2132486,Original Release,"December 5, 2012",Belgium,–,"$1,493","$1,493",,,,,,
0,,,,,tt2535470,Original Release,"February 12, 2015",Australia,–,"$96,372","$96,372",,,,,,
0,,,,,tt3220192,,,,,,,Alain Darborg,Director,,,,
0,Sweden,"Jan 25, 2013",–,"$1,884,827",tt2287715,,,,,,,,,,,,
0,,,,,tt2219516,,,,,,,Johan von Reybekiel,Director,,,,
0,Sweden,"Apr 19, 2013",–,"$175,026",tt2642442,,,,,,,,,,,,
0,Sweden,"Mar 16, 2012","$476,404","$1,484,924",tt2243361,,,,,,,,,,,,
0,Sweden,"Jun 4, 2010","$263,269","$1,421,333",tt1580798,,,,,,,,,,,,
0,Sweden,"Apr 4, 2014","$105,276","$333,749",tt3013386,,,,,,,,,,,,
0,Domestic,"Jan 23, 2015","$14,910,105","$35,423,380",tt3181822,,,,,,,,,,,,
0,Domestic,"Feb 6, 2015","$5,306","$20,441",tt3007302,,,,,,,,,,,,
0,,,,,tt1418754,,,,,,,Kelly Dolen,Director,,,,
0,Domestic,"Mar 4, 2016","$60,551","$566,006",tt2101383,,,,,,,,,,,,
0,Domestic,"Dec 23, 2015","$65,775","$4,247,285",tt3544082,,,,,,,,,,,,
0,,,,,tt2711898,Original Release,"April 1-June 10, 2016",9 markets,"$54,235","$1,917,012","$1,971,247",,,,,,
0,Domestic,"Apr 9, 2016",–,"$295,157",tt4135844,,,,,,,,,,,,
0,Spain,"Nov 27, 2015","$120,623","$471,702",tt2735996,,,,,,,,,,,,
0,Germany,"Feb 26, 2015","$164,901","$334,069",tt3306858,,,,,,,,,,,,
0,,,,,tt1037228,Original Release,"September 4-August 28, 2009",17 markets,"$91,675","$4,772,788","$4,864,463",,,,,,
0,Germany,"Jun 11, 2015","$150,490","$2,765,898",tt4226388,,,,,,,,,,,,
0,,,,,tt4368334,,,,,,,Micah Magee,Director,,,,
0,United Kingdom,"Jun 27, 2014",–,"$49,092",tt2042583,,,,,,,,,,,,
0,Finland,"Dec 27, 2013","$307,794","$1,441,699",tt2192900,,,,,,,,,,,,
0,,,,,tt2381046,,,,,,,Carter Smith,Director,,,,
0,Domestic,"Jan 28, 2015","$45,110","$1,076,075",tt3409392,,,,,,,,,,,,
0,,,,,tt2313189,,,,,,,Jason Lockhart,Director,,,,
0,,,,,tt2370718,,,,,,,Jared Leto,Director,,,,
0,Germany,"Oct 24, 2013","$58,359","$152,194",tt2270802,,,,,,,,,,,,
0,Finland,"Feb 1, 2008","$52,445","$231,804",tt0972385,,,,,,,,,,,,
0,Finland,"Jan 23, 2015","$299,395","$1,140,091",tt3685818,,,,,,,,,,,,
0,,,,,tt1338590,,,,,,,Steve Gomer,Director,,,,
0,Austria,"Feb 14, 2014","$276,388","$1,611,326",tt2650978,,,,,,,,,,,,
0,,,,,tt1303803,Original Release,"July 16, 2010",Domestic,"$531,806",–,"$531,806",,,,,,
0,France,"May 7, 2014","$209,087","$209,087",tt2258285,,,,,,,,,,,,
0,,,,,tt3904272,,,,,,,Étienne Faure,Director,,,,
0,,,,,tt1571404,,,,,,,Spike Jonze,Director,,,,
0,,,,,tt2405862,,,,,,,Bryan Tucker,Director,,,,
0,,,,,tt1183662,,,,,,,Paul Owens,Director,,,,
0,Domestic,"Aug 14, 2013","$1,764","$3,078",tt1486843,,,,,,,,,,,,
0,,,,,tt1504691,,,,,,,Ramin Bahrani,Director,,,,
0,Domestic,"Feb 13, 2015","$42,042","$145,427",tt2474024,,,,,,,,,,,,
0,Domestic,"Nov 8, 2013","$8,756","$20,709",tt2654562,,,,,,,,,,,,
0,Domestic,"Oct 16, 2015","$13,143,310","$31,090,320",tt2554274,,,,,,,,,,,,
0,,,,,tt3402880,,,,,,,Logan Sekulow,Director,,,,
0,,,,,tt3829170,,,,,,,Colin Teague,Director,,,,
0,United Kingdom,"Nov 20, 2014","$202,556","$1,004,891",tt4168188,,,,,,,,,,,,
0,,,,,tt2640460,,,,,,,Sadyk Sher-Niyaz,Director,,,,
0,,,,,tt2375559,,,,,,,Sukumar,Director,,,,
0,,,,,tt3590482,,,,,,,Abhishek Jain,Director,,,,
0,,,,,tt2132374,Original Release,"July 19, 2013",United Kingdom,–,"$99,668","$99,668",,,,,,
0,Austria,"Mar 2, 2012","$1,617","$17,006",tt1772382,,,,,,,,,,,,
0,,,,,tt3252360,,,,,,,Joel Steege,Director,,,,
0,Germany,"Jul 22, 2010","$99,345","$411,661",tt1334313,,,,,,,,,,,,
0,New Zealand,"Oct 24, 2013","$2,693","$15,151",tt1466054,,,,,,,,,,,,
0,Sweden,"Sep 30, 2011",–,"$1,491,653",tt2023473,,,,,,,,,,,,
0,,,,,tt2937390,,,,,,,Seth Barrish,Director,,,,
0,,,,,tt3500822,,,,,,,Jay Chapman,Director,,,,
0,,,,,tt1188112,,,,,,,Joe Birbiglia,Writer,,,,
0,,,,,tt0903849,,,,,,,Michael Addis,Director,,,,
0,,,,,tt1927124,,,,,,,Clara Kuperberg,Director,,,,
0,,,,,tt2763624,,,,,,,Giorgos Servetas,Director,,,,
0,,,,,tt1157658,,,,,,,Spencer Susser,Director,,,,
0,,,,,tt1235537,Original Release,"July 8-September 9, 2010",EMEA,–,"$753,214","$753,214",,,,,,
0,Germany,"Apr 30, 2009","$231,273","$769,245",tt1123970,,,,,,,,,,,,
0,,,,,tt1532413,,,,,,,Cynthia Beatt,Director,,,,
0,Domestic,"Feb 20, 2015","$5,963,324","$12,314,651",tt2637294,,,,,,,,,,,,
0,France,"Jun 17, 2009","$1,547,087","$4,790,739",tt1043852,,,,,,,,,,,,
0,France,,"$1,817,025","$7,465,267",tt1314237,,,,,,,,,,,,
0,Hong Kong,"Mar 13, 2014","$3,108","$3,108",tt3467440,,,,,,,,,,,,
0,,,,,tt2246673,,,,,,,Sanaa Hamri,Director,,,,
0,,,,,tt2623502,,,,,,,Cory Krueckeberg,Director,,,,
0,,,,,tt2191805,,,,,,,Tawnia McKiernan,Director,,,,
0,,,,,tt2231646,,,,,,,Aik Karapetian,Director,,,,
0,Italy,"Oct 2, 2014","$447,765","$991,494",tt3552638,,,,,,,,,,,,
0,,,,,tt2123170,,,,,,,John Mackie,Director,,,,
0,,,,,tt1699762,,,,,,,Lisa R. Cohen,Director,,,,
0,,,,,tt2976354,,,,,,,Aneta Kopacz,Director,,,,
0,,,,,tt3069992,,,,,,,Tomasz Sliwinski,Director,,,,
0,Germany,"Mar 27, 2014","$52,322","$69,926",tt1798108,,,,,,,,,,,,
0,,,,,tt2375763,,,,,,,Courtney Daniels,Director,,,,
0,Belgium,"Oct 8, 2014","$17,789","$82,846",tt3877718,,,,,,,,,,,,
0,Spain,"Mar 16, 2012","$132,145","$218,262",tt1847629,,,,,,,,,,,,
0,Domestic,"Sep 26, 2014","$568,596","$1,009,620",tt2517044,,,,,,,,,,,,
0,Domestic,"Sep 5, 2014",–,"$21,286",tt3092606,,,,,,,,,,,,
0,,,,,tt2395247,,,,,,,Mark Griffiths,Director,,,,
0,Domestic,"Jul 26, 2013",–,"$5,274",tt1916749,,,,,,,,,,,,
0,,,,,tt3596492,,,,,,,Ole Giæver,Director,,,,
0,Italy,"Nov 27, 2014","$450,912","$731,668",tt2290553,,,,,,,,,,,,
0,,,,,tt1071203,,,,,,,Bryan Goeres,Director,,,,
0,Domestic,"Sep 26, 2014",–,"$23,419",tt3107070,,,,,,,,,,,,
0,Belgium,"Dec 5, 2012","$3,663","$26,083",tt2399533,,,,,,,,,,,,
0,Greece,"Oct 23, 2008","$563,446","$1,986,772",tt1309409,,,,,,,,,,,,
0,Domestic,"Jun 20, 2014",–,"$14,344",tt2436452,,,,,,,,,,,,
0,Italy,"Mar 5, 2015","$436,810","$638,268",tt2933474,,,,,,,,,,,,
0,Domestic,"Jul 6, 2012","$10,000","$10,000",tt0811137,,,,,,,,,,,,
0,,,,,tt3360148,,,,,,,Mohamed Amin Benamraoui,Director,,,,
0,,,,,tt1921179,,,,,,,Nour Eddine Lakhmari,Director,,,,
0,,,,,tt1434925,,,,,,,Maria Beatty,Director,,,,
0,Domestic,"Apr 3, 2015","$161,728","$352,534",tt1605798,,,,,,,,,,,,
0,,,,,tt2852394,,,,,,,Mahamat-Saleh Haroun,Director,,,,
0,Domestic,"Feb 22, 2013","$7,785","$324,977",tt2371287,,,,,,,,,,,,
0,,,,,tt2392672,Original Release,"February 18-June 9, 2016",EMEA,–,"$423,619","$423,619",,,,,,
0,Domestic,"Oct 23, 2015","$2,110","$2,710",tt2582426,,,,,,,,,,,,
0,Domestic,"Jun 20, 2014","$2,164","$10,457",tt2852432,,,,,,,,,,,,
0,South Korea,"Apr 17, 2014","$374,181","$1,614,237",tt3265462,,,,,,,,,,,,
0,Domestic,"Feb 15, 2013","$1,095","$1,469",tt1884457,,,,,,,,,,,,
0,,,,,tt2265050,,,,,,,Michael Maren,Director,,,,
0,Italy,"Feb 6, 2014","$298,688","$298,688",tt2081194,,,,,,,,,,,,
0,,,,,tt0914369,,,,,,,Cynthia Wade,Director,,,,
0,Domestic,"Feb 27, 2015","$18,685,137","$53,862,963",tt2381941,,,,,,,,,,,,
0,,,,,tt3106464,,,,,,,Peter DeLuise,Director,,,,
0,Domestic,"Mar 6, 2015","$20,300","$308,156",tt3675568,,,,,,,,,,,,
0,Domestic,"Dec 4, 2015","$1,428","$9,233",tt1707380,,,,,,,,,,,,
0,France,"Nov 23, 2011","$723,743","$1,234,278",tt2004279,,,,,,,,,,,,
0,,,,,tt2690718,,,,,,,Benjamín Naishtat,Director,,,,
0,Domestic,"Feb 6, 2015","$55,365,012","$162,994,032",tt2279373,,,,,,,,,,,,
0,United Arab Emirates,"Mar 12, 2015","$112,260","$233,914",tt1841642,,,,,,,,,,,,
0,,,,,tt2247732,,,,,,,Louis D'Esposito,Director,,,,
0,,,,,tt1083858,,,,,,,Joey Figueroa,Director,,,,
0,,,,,tt1728217,,,,,,,Noboru Iguchi,Director,,,,
0,France,"Nov 25, 2009","$128,253","$128,253",tt1499246,,,,,,,,,,,,
0,,,,,tt2555736,Original Release,"February 26-May 29, 2015",54 markets,"$33,078,266","$52,900,000","$85,978,266",,,,,,
0,United Kingdom,"May 4, 2012",$467,$467,tt1951218,,,,,,,,,,,,
0,,,,,tt2882328,,,,,,,Anurag Kashyap,Director,,,,
0,Domestic,"Apr 11, 2014","$6,192","$16,878",tt2330270,,,,,,,,,,,,
0,,,,,tt2368056,,,,,,,Matt Muir,Director,,,,
0,,,,,tt0991174,,,,,,,Jeff Balsmeyer,Director,,,,
0,,,,,tt2945784,,,,,,,Malcolm Mcdonald,Director,,,,
0,,,,,tt0961206,,,,,,,Todd Portugal,Director,,,,
0,Finland,"Jan 25, 2013","$497,506","$1,984,020",tt2088974,,,,,,,,,,,,
0,France,"Aug 1, 2007","$532,801","$1,445,839",tt0864911,,,,,,,,,,,,
0,,,,,tt0963207,,,,,,,Rocco Urbisci,Director,,,,
0,,,,,tt1157718,,,,,,,Jacqueline Reem Salloum,Director,,,,
0,,,,,tt1185393,,,,,,,Elizabeth Mitchell,Director,,,,
0,United Kingdom,"Oct 14, 2011","$17,729","$17,729",tt1571409,,,,,,,,,,,,
0,,,,,tt3181314,,,,,,,Bob Smeaton,Director,,,,
0,Spain,"Dec 25, 2013","$588,908","$1,749,103",tt1710393,,,,,,,,,,,,
0,France,"Feb 25, 2015","$497,118","$795,943",tt2401097,,,,,,,,,,,,
0,Domestic,"Feb 20, 2015","$11,020,798","$44,482,410",tt2097298,,,,,,,,,,,,
0,,,,,tt2475492,,,,,,,AJ Schnack,Director,,,,
0,Domestic,"Feb 7, 2014","$36,639","$143,178",tt2925642,,,,,,,,,,,,
0,,,,,tt1207926,,,,,,,Paul Cotter,Director,,,,
0,Domestic,"Oct 31, 2014","$2,120","$2,120",tt2095713,,,,,,,,,,,,
0,Domestic,"Sep 11, 2015",–,"$210,591",tt2909116,,,,,,,,,,,,
0,,,,,tt1271973,,,,,,,Dilip Mehta,Director,,,,
0,Domestic,"Feb 27, 2015","$10,203,437","$25,801,570",tt2918436,,,,,,,,,,,,
0,Belgium,"Sep 11, 2013","$79,825","$200,627",tt3088362,,,,,,,,,,,,
0,Domestic,"Mar 6, 2015","$4,772,613","$10,219,501",tt2358925,,,,,,,,,,,,
0,,,,,tt3745620,Original Release,"October 10-24, 2014",EMEA,–,"$11,953,322","$11,953,322",,,,,,
0,,,,,tt1576434,,,,,,,Virginie Despentes,Director,,,,
0,Domestic,"May 15, 2015","$10,335","$190,980",tt2935564,,,,,,,,,,,,
0,France,"Jan 29, 2014","$553,475","$843,441",tt2382422,,,,,,,,,,,,
0,Ukraine,"Oct 4, 2012","$400,000","$1,006,250",tt1826660,,,,,,,,,,,,
0,,,,,tt0988035,,,,,,,Tom Hines,Director,,,,
0,,,,,tt2636124,,,,,,,Masahiko Murata,Director,,,,
0,Domestic,"Jan 21, 2011","$365,297","$576,639",tt1433810,,,,,,,,,,,,
0,Domestic,"Jun 21, 2013","$414,211","$903,232",tt2359810,,,,,,,,,,,,
0,Domestic,"Jun 27, 2014","$14,287","$75,881",tt3326366,,,,,,,,,,,,
0,Domestic,"Jan 16, 2015","$1,335,768","$3,618,912",tt3233418,,,,,,,,,,,,
0,Domestic,"Dec 4, 2015",–,"$28,072",tt4397346,,,,,,,,,,,,
0,,,,,tt4189260,,,,,,,Brandon Vietti,Director,,,,
0,,,,,tt2080337,Original Release,"August 25-26, 2011",EMEA,–,"$208,291","$208,291",,,,,,
0,Germany,"Oct 7, 2010","$1,928,736","$14,633,199",tt1620449,,,,,,,,,,,,
0,,,,,tt4006794,,,,,,,Spike Brandt,Director,,,,
0,,,,,tt0899052,,,,,,,Stephen Poliakoff,Director,,,,
0,Poland,"Nov 22, 2013","$61,455","$137,832",tt2776106,,,,,,,,,,,,
0,,,,,tt2277946,,,,,,,Angela Sun,Director,,,,
0,Domestic,"Sep 5, 2014","$8,691","$11,774",tt2295722,,,,,,,,,,,,
0,,,,,tt1850418,,,,,,,Nathan Frankowski,Director,,,,
0,France,"Sep 22, 2010","$335,382","$335,382",tt1646127,,,,,,,,,,,,
0,,,,,tt2379318,Original Release,"June 19-October 4, 2013","LATAM, EMEA",–,"$4,268,717","$4,268,717",,,,,,
0,,,,,tt2048804,,,,,,,Susumu Kudo,Director,,,,
0,,,,,tt2719094,Original Release,"November 15, 2013",Poland,–,"$529,112","$529,112",,,,,,
0,Japan,"Nov 2, 2012","$5,055,822","$31,967,471",tt1674778,,,,,,,,,,,,
0,,,,,tt1671457,,,,,,,Stéphane Lafleur,Director,,,,
0,Belgium,"Sep 3, 2014",$522,"$3,242",tt3118696,,,,,,,,,,,,
0,Brazil,"Nov 9, 2007","$25,956","$226,783",tt1165293,,,,,,,,,,,,
0,,,,,tt1517163,,,,,,,Lav Diaz,Director,,,,
0,Domestic,"Oct 19, 2012",–,"$1,428",tt2125439,,,,,,,,,,,,
0,,,,,tt1426357,,,,,,,Denis Côté,Director,,,,
0,Argentina,"Oct 16, 2014",–,"$1,669",tt3645074,,,,,,,,,,,,
0,,,,,tt1346973,,,,,,,Raya Martin,Director,,,,
0,,,,,tt0949863,,,,,,,Raya Martin,Director,,,,
0,Italy,"Sep 19, 2013",–,"$1,314,191",tt3172520,,,,,,,,,,,,
0,Domestic,"Mar 22, 2013","$21,065","$104,442",tt2139919,,,,,,,,,,,,
0,Domestic,"Mar 13, 2015","$11,012,305","$26,461,644",tt2199571,,,,,,,,,,,,
0,,,,,tt2363181,,,,,,,Matthew Thompson,Director,,,,
0,,,,,tt3042626,,,,,,,Jake Hoffman,Director,,,,
0,Domestic,"Mar 28, 2014","$1,274","$2,631",tt1844763,,,,,,,,,,,,
0,,,,,tt3030354,,,,,,,J.K. Amalou,Director,,,,
0,Domestic,"Aug 1, 2014","$9,635","$111,376",tt2548738,,,,,,,,,,,,
0,,,,,tt2475454,,,,,,,Jeff Broadway,Director,,,,
0,Italy,"Nov 6, 2014","$1,370,376","$3,202,500",tt3331846,,,,,,,,,,,,
0,,,,,tt1270114,,,,,,,Ryan Little,Director,,,,
0,,,,,tt1614456,,,,,,,Sean Hogan,Director,,,,
0,,,,,tt2149360,,,,,,,Scott Schirmer,Director,,,,
0,,,,,tt2420756,,,,,,,Adrian Garcia Bogliano,Director,,,,
0,,,,,tt2385074,,,,,,,Éric Falardeau,Director,,,,
0,Domestic,"Feb 12, 2015",–,"$10,969",tt1991031,,,,,,,,,,,,
0,Domestic,"Jun 17, 2016","$26,920","$55,007",tt1780798,,,,,,,,,,,,
0,France,"Oct 3, 2012","$421,239","$421,239",tt2246909,,,,,,,,,,,,
0,,,,,tt3785740,,,,,,,Bernardo Ruiz,Director,,,,
0,,,,,tt3432260,,,,,,,Lorenzo Gabriele,Director,,,,
0,France,"Nov 7, 2007","$489,781","$1,203,300",tt0881233,,,,,,,,,,,,
0,,,,,tt1568863,,,,,,,Mikhaël Hers,Director,,,,
0,France,"Sep 12, 2012","$1,570,109","$6,810,991",tt2253939,,,,,,,,,,,,
0,Domestic,"Mar 6, 2015","$105,943","$113,169",tt3110770,,,,,,,,,,,,
0,Serbia and Montenegro,"May 1, 2014","$7,160","$31,559",tt3171764,,,,,,,,,,,,
0,,,,,tt1661199,Original Release,"March 11-April 25, 2015",66 markets,"$201,151,353","$341,200,000","$542,351,353",,,,,,
0,,,,,tt4007502,,,,,,,Chris Buck,Director,,,,
0,,,,,tt4139412,,,,,,,Ric Burns,Director,,,,
0,France,"Apr 2, 2014","$1,393,232","$3,142,201",tt3013588,,,,,,,,,,,,
0,Greece,"Mar 26, 2015","$68,384","$167,605",tt2917388,,,,,,,,,,,,
0,United Arab Emirates,"Apr 9, 2015","$281,792","$455,806",tt3203616,,,,,,,,,,,,
0,,,,,tt4377918,,,,,,,Mae Czarina Cruz,Director,,,,
0,,,,,tt1099229,,,,,,,C.B. Harding,Director,,,,
0,,,,,tt2393817,,,,,,,Nicholas David Lean,Director,,,,
0,,,,,tt1051226,,,,,,,Blaxwell Smart,Director,,,,
0,South Korea,"Dec 3, 2009","$15,255","$594,603",tt1359423,,,,,,,,,,,,
0,,,,,tt1669560,,,,,,,Jean-Jacques Jauffret,Director,,,,
0,East Africa,"Aug 23, 2012",–,"$15,879,015",tt2195490,,,,,,,,,,,,
0,,,,,tt2258647,,,,,,,Drew Maxwell,Director,,,,
0,,,,,tt3120054,,,,,,,Liz Tuccillo,Director,,,,
0,,,,,tt4406298,,,,,,,Ian Roumain,Director,,,,
0,Domestic,"May 16, 2014","$7,166","$50,020",tt1715876,,,,,,,,,,,,
0,,,,,tt1400515,,,,,,,Kelly Smith,Director,,,,
0,Domestic,"Mar 6, 2015",–,"$10,021",tt2766004,,,,,,,,,,,,
0,Sweden,"Oct 4, 2013","$70,276","$241,408",tt2363178,,,,,,,,,,,,
0,Austria,"Oct 11, 2013","$68,642","$1,129,826",tt3215346,,,,,,,,,,,,
0,,,,,tt3826814,,,,,,,Sonja Prosenc,Director,,,,
0,,,,,tt3730228,,,,,,,Blaz Zavrsnik,Director,,,,
0,,,,,tt3570168,,,,,,,Bitte Andersson,Director,,,,
0,New Zealand,"Aug 27, 2009","$24,133","$163,650",tt1059233,,,,,,,,,,,,
0,Finland,"Mar 13, 2015","$9,813","$9,813",tt3720382,,,,,,,,,,,,
0,,,,,tt1156528,,,,,,,Janez Burger,Director,,,,
0,,,,,tt3420534,,,,,,,Midi Z,Director,,,,
0,United Kingdom,"Dec 20, 2013","$898,049","$4,107,208",tt3013528,,,,,,,,,,,,
0,Domestic,"Mar 13, 2015","$56,858","$801,606",tt1185418,,,,,,,,,,,,
0,,,,,tt4058426,,,,,,,Leslee Udwin,Director,,,,
0,,,,,tt1027683,,,,,,,Kim Bass,Director,,,,
0,,,,,tt1764285,,,,,,,Mark Simon Hewis,Director,,,,
0,Domestic,"Nov 7, 2014","$1,714","$1,714",tt1485749,,,,,,,,,,,,
0,,,,,tt1587807,,,,,,,Eric Forsberg,Director,,,,
0,,,,,tt1331297,,,,,,,Vardis Marinakis,Director,,,,
0,,,,,tt1001548,,,,,,,Justin Rhodes,Director,,,,
0,Italy,"Mar 15, 2012","$1,573,502","$3,950,054",tt2281345,,,,,,,,,,,,
0,,,,,tt0960835,,,,,,,Leigh Scott,Director,,,,
0,,,,,tt1172995,,,,,,,Seth Kramer,Director,,,,
0,Sweden,"Jun 29, 2011","$179,742","$992,565",tt1815782,,,,,,,,,,,,
0,United Arab Emirates,"Mar 13, 2014","$40,244","$40,244",tt2147459,,,,,,,,,,,,
0,Germany,"Mar 14, 2013","$1,124,120","$4,513,834",tt2418558,,,,,,,,,,,,
0,Domestic,"May 22, 2015","$22,620,386","$47,425,125",tt1029360,,,,,,,,,,,,
0,Domestic,"Oct 9, 2015","$15,315,435","$35,088,320",tt3332064,,,,,,,,,,,,
0,,,,,tt1791682,Original Release,"March 27, 2015-November 5, 2020",30 markets,"$7,587,485","$9,699,824","$17,287,309",,,,,,
0,,,,,tt2443822,,,,,,,Craig William Macneill,Director,,,,
0,,,,,tt4365412,,,,,,,Anders Helgeson,Director,,,,
0,Sweden,"Feb 18, 2015","$414,098","$1,117,789",tt2122313,,,,,,,,,,,,
0,United Kingdom,"Mar 13, 2015","$743,333","$2,621,594",tt0900387,,,,,,,,,,,,
0,Russia/CIS,"May 1, 2014","$6,614,767","$14,187,131",tt3711466,,,,,,,,,,,,
0,,,,,tt2553424,,,,,,,Hugh Sullivan,Director,,,,
0,Domestic,"Mar 20, 2015","$52,263,680","$130,179,072",tt2908446,,,,,,,,,,,,
0,India,,–,"$4,216,888",tt3495030,,,,,,,,,,,,
0,Domestic,"Oct 12, 2012","$9,964","$150,664",tt1375669,,,,,,,,,,,,
0,Domestic,"Jun 26, 2015","$16,909","$24,752",tt2088003,,,,,,,,,,,,
0,,,,,tt2358911,,,,,,,Toshiyuki Kubooka,Director,,,,
0,,,,,tt2210479,Original Release,"February 4, 2012",Japan,–,"$1,348,352","$1,348,352",,,,,,
