,Area,Release Date,Opening,Gross,imdb_id,Release Group,Rollout,Markets,Domestic,International,Worldwide,Filmmakers,Role,APAC,# Releases,Lifetime Gross,Rank
0,Domestic,"Jan 5, 2007","$9,405,582","$36,605,602",tt0463998,,,,,,,,,,,,
0,Domestic,"Jan 5, 2007","$6,608,244","$15,589,393",tt0308353,,,,,,,,,,,,
0,Domestic,"Dec 15, 2006","$6,000","$51,708",tt0763840,,,,,,,,,,,,
0,Domestic,"Jan 5, 2007","$4,300,000","$8,135,024",tt0462229,,,,,,,,,,,,
0,Domestic,"Jan 12, 2007","$21,833,312","$61,356,221",tt0775539,,,,,,,,,,,,
0,,,,,tt0344854,Original Release,"November 29, 2006-June 5, 2008",46 markets,"$15,132,763","$92,811,473","$107,944,236",,,,,,
0,Domestic,"Jan 12, 2007","$6,048,315","$10,597,734",tt0772193,,,,,,,,,,,,
0,Domestic,"Jan 12, 2007","$6,412,775","$15,309,602",tt0426883,,,,,,,,,,,,
0,Domestic,"Jan 19, 2007","$8,234,000","$16,472,961",tt0455960,,,,,,,,,,,,
0,Domestic,"Feb 16, 2007","$22,564,612","$82,272,442",tt0398808,,,,,,,,,,,,
0,Domestic,"May 2, 2007","$92,034","$19,074,800",tt0473308,,,,,,,,,,,,
0,,,,,tt0397044,Original Release,"January 25-August 16, 2007",19 markets,"$3,526,847","$2,784,270","$6,311,117",,,,,,
0,Domestic,"Jan 26, 2007","$18,612,544","$39,739,367",tt0799949,,,,,,,,,,,,
0,,,,,tt0425430,Original Release,"February 2-May 29, 2008",43 markets,"$35,374,833","$19,635,826","$55,010,659",,,,,,
0,Domestic,"Feb 2, 2007","$13,122,865","$42,674,040",tt0490084,,,,,,,,,,,,
0,Domestic,"Feb 9, 2007","$13,051,650","$27,670,986",tt0367959,,,,,,,,,,,,
0,Domestic,"Feb 9, 2007","$34,195,434","$95,673,607",tt0477051,,,,,,,,,,,,
0,,,,,tt0382932,Original Release,"June 28-October 19, 2007",63 markets,"$206,445,654","$417,280,431","$623,726,085",,,,,,
0,Domestic,"Feb 23, 2007","$4,454,319","$11,003,643",tt0469263,,,,,,,,,,,,
0,Domestic,"Feb 16, 2007","$45,388,836","$115,802,596",tt0259324,,,,,,,,,,,,
0,Domestic,"Feb 16, 2007","$10,504,990","$33,231,264",tt0401997,,,,,,,,,,,,
0,Domestic,"Feb 14, 2007","$11,210,754","$31,366,978",tt0778661,,,,,,,,,,,,
0,Domestic,"Feb 14, 2007","$13,623,630","$50,572,589",tt0758766,,,,,,,,,,,,
0,Domestic,"Feb 23, 2007","$15,107,000","$35,193,167",tt0481369,,,,,,,,,,,,
0,Domestic,"Feb 23, 2007","$10,273,477","$20,342,161",tt0499554,,,,,,,,,,,,
0,,,,,tt0425112,Original Release,"February 16-February 8, 2008",42 markets,"$23,637,265","$57,106,098","$80,743,363",,,,,,
0,Domestic,"Apr 27, 2007","$7,133,049","$18,211,013",tt0435705,,,,,,,,,,,,
0,,,,,tt0443706,Original Release,"March 2-September 6, 2007",58 markets,"$33,080,084","$51,705,830","$84,785,914",,,,,,
0,Domestic,"Mar 2, 2007","$39,699,023","$168,273,550",tt0486946,,,,,,,,,,,,
0,,,,,tt0416449,Original Release,"March 7-June 9, 2007",63 markets,"$210,614,939","$245,453,242","$456,068,181",,,,,,
0,Domestic,"Mar 23, 2007","$10,200,000","$21,471,047",tt0768212,,,,,,,,,,,,
0,Domestic,"Aug 3, 2007","$972,066","$18,670,946",tt0416508,,,,,,,,,,,,
0,Domestic,"Mar 16, 2007","$5,674,802","$12,550,605",tt0770772,,,,,,,,,,,,
0,,,,,tt0477071,Original Release,"March 16-December 20, 2007",49 markets,"$47,852,604","$36,294,228","$84,146,832",,,,,,
0,Domestic,"Mar 16, 2007","$7,842,725","$16,809,076",tt0455760,,,,,,,,,,,,
0,Domestic,"Mar 23, 2007","$7,460,690","$19,661,987",tt0490204,,,,,,,,,,,,
0,Domestic,"Mar 23, 2007","$3,533,300","$7,057,600",tt0475355,,,,,,,,,,,,
0,Domestic,"Mar 23, 2007","$14,523,571","$47,003,582",tt0822854,,,,,,,,,,,,
0,Domestic,"Mar 23, 2007","$9,686,362","$20,804,166",tt0800069,,,,,,,,,,,,
0,Domestic,"Mar 23, 2007","$24,255,205","$54,149,098",tt0453556,,,,,,,,,,,,
0,Domestic,"Feb 16, 2007","$690,423","$1,290,212",tt0459605,,,,,,,,,,,,
0,Domestic,"Mar 30, 2007","$2,007,000","$4,600,585",tt0427470,,,,,,,,,,,,
0,Domestic,"Mar 30, 2007","$33,014,202","$118,594,548",tt0445934,,,,,,,,,,,,
0,Domestic,"Apr 4, 2007","$14,262,724","$49,662,533",tt0422774,,,,,,,,,,,,
0,Domestic,"Apr 5, 2007","$10,025,203","$25,126,214",tt0444682,,,,,,,,,,,,
0,Domestic,"Apr 4, 2007","$3,838,916","$13,932,383",tt0476995,,,,,,,,,,,,
0,Domestic,"Mar 30, 2007","$25,123,781","$97,822,171",tt0396555,,,,,,,,,,,,
0,,,,,tt0448134,Original Release,"April 5-September 28, 2007",59 markets,"$3,675,753","$31,130,607","$34,806,360",,,,,,
0,Domestic,"Apr 6, 2007","$1,501,000","$7,164,995",tt0462338,,,,,,,,,,,,
0,Domestic,"Apr 13, 2007","$11,206,163","$23,984,949",tt0457433,,,,,,,,,,,,
0,Domestic,"Apr 13, 2007","$22,224,982","$80,209,692",tt0486822,,,,,,,,,,,,
0,Domestic,"Apr 13, 2007","$5,001,214","$10,232,081",tt0446013,,,,,,,,,,,,
0,Domestic,"Apr 13, 2007","$3,088,000","$5,520,368",tt0455326,,,,,,,,,,,,
0,Domestic,"Apr 13, 2007","$3,962,385","$6,881,022",tt0780595,,,,,,,,,,,,
0,,,,,tt0450188,Original Release,"February 14-October 16, 2008",49 markets,"$10,301,706","$75,973,087","$86,274,793",,,,,,
0,Domestic,"Apr 20, 2007","$11,180,000","$39,015,018",tt0488120,,,,,,,,,,,,
0,Domestic,"Apr 20, 2007","$7,603,376","$19,363,565",tt0452702,,,,,,,,,,,,
0,Domestic,"Apr 20, 2007","$4,712,341","$11,052,958",tt0419843,,,,,,,,,,,,
0,Domestic,"Aug 24, 2007","$9,889,780","$33,302,167",tt0453451,,,,,,,,,,,,
0,Domestic,"Apr 27, 2007","$7,717,309","$20,578,909",tt0435670,,,,,,,,,,,,
0,Domestic,"Apr 27, 2007","$2,484,624","$4,502,604",tt0772178,,,,,,,,,,,,
0,Domestic,"Apr 27, 2007","$3,807,595","$7,371,706",tt0443473,,,,,,,,,,,,
0,Domestic,"May 4, 2007","$151,116,516","$336,530,303",tt0413300,,,,,,,,,,,,
0,Domestic,"May 4, 2007","$2,710,445","$5,758,950",tt0338216,,,,,,,,,,,,
0,Domestic,"Apr 13, 2007","$108,223","$1,540,141",tt0756729,,,,,,,,,,,,
0,Domestic,"May 11, 2007","$1,394,229","$3,093,394",tt0458364,,,,,,,,,,,,
0,Domestic,"Jun 1, 2007","$30,690,990","$148,768,917",tt0478311,,,,,,,,,,,,
0,,,,,tt0427327,Original Release,"July 19-April 4, 2008",63 markets,"$118,871,849","$84,681,073","$203,552,922",,,,,,
0,Domestic,"May 11, 2007","$9,807,292","$28,638,916",tt0463854,,,,,,,,,,,,
0,Domestic,"May 11, 2007","$6,773,870","$19,103,072",tt0791304,,,,,,,,,,,,
0,Domestic,"May 11, 2007","$3,420,645","$8,130,530",tt0800003,,,,,,,,,,,,
0,Domestic,"May 18, 2007","$121,629,270","$322,719,944",tt0413267,,,,,,,,,,,,
0,Domestic,"May 25, 2007","$114,732,820","$309,420,425",tt0449088,,,,,,,,,,,,
0,,,,,tt0470705,Original Release,"February 21, 2007-January 15, 2009",14 markets,"$7,025,810","$1,033,330","$8,059,140",,,,,,
0,Domestic,"Jun 1, 2007","$10,017,067","$28,549,298",tt0780571,,,,,,,,,,,,
0,Domestic,"Jun 1, 2007","$59,371","$114,306",tt0389328,,,,,,,,,,,,
0,Domestic,"Jun 1, 2007","$1,355,904","$2,956,339",tt0441007,,,,,,,,,,,,
0,Domestic,"Apr 25, 2007","$7,811","$69,770",tt0874423,,,,,,,,,,,,
0,Domestic,"Jun 15, 2007","$20,361","$221,846",tt0494222,,,,,,,,,,,,
0,Domestic,"Apr 18, 2008","$6,957,216","$17,213,467",tt0411061,,,,,,,,,,,,
0,Domestic,"Jun 8, 2007","$36,133,403","$117,154,724",tt0496806,,,,,,,,,,,,
0,Domestic,"Jun 8, 2007","$8,203,391","$17,609,452",tt0498353,,,,,,,,,,,,
0,Domestic,"Mar 7, 2008","$29,828","$486,767",tt0842929,,,,,,,,,,,,
0,Domestic,"Jun 8, 2007","$17,640,249","$58,867,694",tt0423294,,,,,,,,,,,,
0,Domestic,"Jun 15, 2007","$58,051,684","$131,921,738",tt0486576,,,,,,,,,,,,
0,,,,,tt0479500,Original Release,"June 15-November 9, 2007",13 markets,"$25,612,520","$5,054,410","$30,666,930",,,,,,
0,,,,,tt1028528,Original Release,"May 31, 2007-February 26, 2009",49 markets,–,"$30,663,961","$30,663,961",,,,,,
0,Domestic,"Aug 1, 2008","$13,385","$172,605",tt0989000,,,,,,,,,,,,
0,Domestic,"Aug 29, 2008","$150,098","$225,067",tt0473360,,,,,,,,,,,,
0,,,,,tt0386032,Original Release,"June 22-April 24, 2008",44 markets,"$24,540,079","$11,553,425","$36,093,504",,,,,,
0,Domestic,"Jun 22, 2007","$3,948,863","$9,176,787",tt0829459,,,,,,,,,,,,
0,Domestic,"Jun 22, 2007","$20,617,667","$71,985,628",tt0450385,,,,,,,,,,,,
0,Domestic,"Aug 17, 2007","$1,282,973","$8,580,428",tt0795368,,,,,,,,,,,,
0,Domestic,"Jul 4, 2007","$27,734","$379,408",tt0432264,,,,,,,,,,,,
0,Domestic,"Jun 27, 2007","$33,369,559","$134,529,403",tt0337978,,,,,,,,,,,,
0,Domestic,"Jul 3, 2007","$10,422,258","$43,799,818",tt0762114,,,,,,,,,,,,
0,Domestic,"Jun 29, 2007","$3,513,000","$12,492,481",tt0765447,,,,,,,,,,,,
0,Domestic,"Jun 22, 2007","$31,192,615","$100,462,298",tt0413099,,,,,,,,,,,,
0,Domestic,"Jul 3, 2007","$70,502,384","$319,246,193",tt0418279,,,,,,,,,,,,
0,Domestic,"Jul 13, 2007","$1,550,000","$2,626,800",tt0374563,,,,,,,,,,,,
0,,,,,tt0373889,Original Release,"July 11-August 21, 2007",63 markets,"$292,004,738","$649,672,105","$941,676,843",,,,,,
0,Domestic,"Jul 20, 2007","$34,233,750","$120,059,556",tt0762107,,,,,,,,,,,,
0,Sweden,"Dec 25, 2007","$2,584,760","$15,599,053",tt0837106,,,,,,,,,,,,
0,,,,,tt0445922,Original Release,"September 14-August 9, 2008",40 markets,"$24,343,673","$5,023,470","$29,367,143",,,,,,
0,Domestic,"Jun 22, 2007","$55,198","$956,919",tt0772157,,,,,,,,,,,,
0,,,,,tt0796314,,,,,,,David Hewlett,Director,,,,
0,,,,,tt0787475,Original Release,"August 3-November 23, 2007",14 markets,"$13,938,332","$415,322","$14,353,654",,,,,,
0,Domestic,"Aug 10, 2007","$9,169,779","$38,634,938",tt0486655,,,,,,,,,,,,
0,Domestic,"Jul 27, 2007","$2,756,661","$5,713,425",tt0785077,,,,,,,,,,,,
0,Domestic,"Aug 10, 2007","$565,000","$1,018,965",tt0461703,,,,,,,,,,,,
0,,,,,tt0462538,Original Release,"July 25-December 15, 2007",73 markets,"$183,135,014","$353,279,256","$536,414,270",,,,,,
0,Domestic,"Jul 27, 2007","$3,506,291","$7,498,716",tt0897361,,,,,,,,,,,,
0,Domestic,"Jul 27, 2007","$11,704,357","$43,107,979",tt0481141,,,,,,,,,,,,
0,Domestic,"Aug 3, 2007","$11,585,121","$43,760,605",tt0467110,,,,,,,,,,,,
0,Domestic,"Feb 22, 2008","$1,836,256","$3,951,699",tt0423977,,,,,,,,,,,,
0,,,,,tt0458522,Original Release,"August 3-September 5, 2008",8 markets,"$7,556,712","$354,820","$7,911,532",,,,,,
0,Domestic,"Aug 3, 2007","$69,283,690","$227,471,070",tt0440963,,,,,,,,,,,,
0,Domestic,"Aug 3, 2007","$4,208,455","$10,010,209",tt0804452,,,,,,,,,,,,
0,Domestic,"Jun 22, 2007","$247,000","$2,429,367",tt0796375,,,,,,,,,,,,
0,Finland,"Feb 23, 2007",–,"$506,649",tt0890882,,,,,,,,,,,,
0,Domestic,"Aug 17, 2007","$33,052,411","$121,463,226",tt0829482,,,,,,,,,,,,
0,Domestic,"Jul 25, 2007","$22,607","$833,532",tt0488508,,,,,,,,,,,,
0,Domestic,"Jul 6, 2007","$51,233","$482,355",tt0808331,,,,,,,,,,,,
0,Domestic,"Jul 13, 2007","$391,000","$4,533,261",tt0796368,,,,,,,,,,,,
0,,,,,tt0416185,Original Release,"August 24-May 22, 2008","EMEA, Domestic","$3,172,573","$70,491","$3,243,064",,,,,,
0,,,,,tt0825225,,,,,,,Desmond Nakano,Director,,,,
0,Domestic,"Jul 27, 2007","$32,601","$635,733",tt0796335,,,,,,,,,,,,
0,Domestic,"Aug 10, 2007","$50,237,000","$140,125,968",tt0293564,,,,,,,,,,,,
0,Domestic,"Aug 17, 2007","$2,746,312","$5,933,494",tt0462396,,,,,,,,,,,,
0,,,,,tt0424823,Original Release,"August 29, 2007-November 13, 2009",33 markets,"$32,886,940","$8,852,171","$41,739,111",,,,,,
0,Domestic,"Sep 21, 2007","$5,196,380","$11,892,415",tt0815244,,,,,,,,,,,,
0,Domestic,"Sep 28, 2007","$17,135,055","$47,536,778",tt0431197,,,,,,,,,,,,
0,Domestic,"Apr 27, 2007","$20,146","$36,804",tt0486051,,,,,,,,,,,,
0,,,,,tt0477078,Original Release,"August 10-February 1, 2008","EMEA, Domestic","$714,943","$44,733","$759,676",,,,,,
0,Domestic,"Aug 8, 2007","$3,402,678","$13,235,267",tt0462244,,,,,,,,,,,,
0,Domestic,"Aug 17, 2007","$5,951,409","$15,074,191",tt0427392,,,,,,,,,,,,
0,,,,,tt0499556,Original Release,"August 23, 2007-June 19, 2009",36 markets,"$22,486,409","$17,994,943","$40,481,352",,,,,,
0,Domestic,"Aug 24, 2007","$1,425,915","$3,106,835",tt0775488,,,,,,,,,,,,
0,Domestic,"Aug 24, 2007","$7,480,927","$25,930,652",tt0489237,,,,,,,,,,,,
0,Domestic,"Aug 24, 2007","$1,051,000","$1,066,555",tt0473700,,,,,,,,,,,,
0,Domestic,"Aug 31, 2007","$26,362,367","$58,272,029",tt0373883,,,,,,,,,,,,
0,Domestic,"Aug 31, 2007","$4,231,321","$9,534,258",tt0804461,,,,,,,,,,,,
0,Domestic,"Aug 10, 2007","$173,641","$4,433,994",tt0841044,,,,,,,,,,,,
0,Domestic,"Aug 17, 2007","$51,493","$677,914",tt0923752,,,,,,,,,,,,
0,France,"Feb 14, 2007",–,"$33,342,703",tt0804540,,,,,,,,,,,,
0,Domestic,"Sep 7, 2007","$508,601","$900,926",tt0784972,,,,,,,,,,,,
0,Domestic,"Aug 31, 2007","$23,617","$63,165",tt0810988,,,,,,,,,,,,
0,,,,,tt0792965,Original Release,"March 21, 2007-June 26, 2009",26 markets,–,"$31,920,899","$31,920,899",,,,,,
0,,,,,tt1286600,,,,,,,Gaël Morel,Director,,,,
0,Domestic,"Oct 5, 2007","$12,377","$22,441",tt0484111,,,,,,,,,,,,
0,,,,,tt1077258,Original Release,"June 21, 2007-March 26, 2009",50 markets,–,"$11,445,210","$11,445,210",,,,,,
0,Domestic,"Sep 7, 2007","$14,035,033","$53,606,916",tt0381849,,,,,,,,,,,,
0,Domestic,"Sep 7, 2007","$5,450,000","$12,807,139",tt0465602,,,,,,,,,,,,
0,Domestic,"Aug 3, 2007","$121,374","$769,726",tt0811106,,,,,,,,,,,,
0,Domestic,"Dec 7, 2007","$784,145","$50,927,067",tt0783233,,,,,,,,,,,,
0,,,,,tt1093842,Original Release,"June 13-July 4, 2008","Domestic, EMEA","$159,363","$126,106","$285,469",,,,,,
0,Domestic,"Jan 25, 2008","$51,712","$1,198,208",tt1032846,,,,,,,,,,,,
0,Domestic,"Jul 27, 2007","$31,533","$1,433,319",tt0912593,,,,,,,,,,,,
0,Domestic,"Sep 14, 2007","$13,471,488","$36,793,804",tt0476964,,,,,,,,,,,,
0,Domestic,"Sep 14, 2007","$133,557","$6,777,741",tt0478134,,,,,,,,,,,,
0,Domestic,"Sep 14, 2007","$15,810","$50,715",tt0465436,,,,,,,,,,,,
0,,,,,tt0469184,,,,,,,Kern Konwiser,Director,,,,
0,,,,,tt0455782,Original Release,"September 7, 2007-March 13, 2009",26 markets,"$969,869","$6,674,540","$7,644,409",,,,,,
0,,,,,tt0765443,Original Release,"September 14-December 10, 2008",57 markets,"$17,266,000","$38,840,607","$56,106,607",,,,,,
0,Domestic,"May 11, 2007","$41,811","$458,232",tt0283503,,,,,,,,,,,,
0,Domestic,"Sep 7, 2007","$38,281","$1,134,358",tt0925248,,,,,,,,,,,,
0,,,,,tt0480269,Original Release,"May 10-August 22, 2008",23 markets,"$416,951","$1,038,442","$1,455,393",,,,,,
0,United Arab Emirates,"Mar 27, 2008","$112,352","$200,026",tt0473188,,,,,,,,,,,,
0,Domestic,"Sep 21, 2007","$23,678,580","$50,648,679",tt0432021,,,,,,,,,,,,
0,Domestic,"Sep 14, 2007","$9,100,000","$25,799,486",tt0419984,,,,,,,,,,,,
0,Domestic,"Sep 21, 2007","$13,652,001","$35,017,297",tt0452625,,,,,,,,,,,,
0,,,,,tt0758758,Original Release,"September 21-September 6, 2008",31 markets,"$18,354,356","$38,320,121","$56,674,477",,,,,,
0,Domestic,"Sep 28, 2007","$22,950,971","$90,648,202",tt0492956,,,,,,,,,,,,
0,Domestic,"Sep 28, 2007","$63,918","$4,604,982",tt0808357,,,,,,,,,,,,
0,Domestic,"Sep 28, 2007","$1,707,967","$3,511,074",tt0800027,,,,,,,,,,,,
0,Germany,"Oct 18, 2007","$79,353","$142,761",tt0486640,,,,,,,,,,,,
0,Domestic,"Oct 5, 2007","$3,745,315","$8,794,452",tt0484562,,,,,,,,,,,,
0,Domestic,"Oct 5, 2007","$14,022,105","$36,787,257",tt0408839,,,,,,,,,,,,
0,,,,,tt0480242,Original Release,"October 26, 2007-June 5, 2009",49 markets,"$47,642,963","$20,828,706","$68,471,669",,,,,,
0,,,,,tt0838221,Original Release,"September 29-April 30, 2008",48 markets,"$11,902,715","$23,405,234","$35,307,949",,,,,,
0,Domestic,"Oct 12, 2007","$10,826,287","$28,563,179",tt0498399,,,,,,,,,,,,
0,Domestic,"Oct 12, 2007","$6,153,075","$16,383,509",tt0414055,,,,,,,,,,,,
0,Domestic,"Oct 5, 2007","$719,910","$49,033,882",tt0465538,,,,,,,,,,,,
0,Domestic,"Oct 12, 2007","$50,100","$342,895",tt0857265,,,,,,,,,,,,
0,Domestic,"Oct 12, 2007","$90,418","$5,972,884",tt0805564,,,,,,,,,,,,
0,Domestic,"Oct 19, 2007","$15,951,902","$39,569,000",tt0389722,,,,,,,,,,,,
0,Domestic,"Oct 19, 2007","$1,670,000","$9,736,045",tt0804522,,,,,,,,,,,,
0,Domestic,"Oct 19, 2007","$1,561,949","$3,287,315",tt0469623,,,,,,,,,,,,
0,Domestic,"Oct 19, 2007","$36,269","$121,994",tt0831884,,,,,,,,,,,,
0,Domestic,"Oct 19, 2007","$2,299,000","$20,300,218",tt0452623,,,,,,,,,,,,
0,Domestic,"Oct 19, 2007","$5,554,594","$13,349,927",tt0790804,,,,,,,,,,,,
0,Domestic,"Oct 5, 2007","$2,862","$8,161",tt0758798,,,,,,,,,,,,
0,United Kingdom,"Apr 27, 2007","$204,841","$369,299",tt0480011,,,,,,,,,,,,
0,,,,,tt0443680,Original Release,"September 21-March 27, 2008",41 markets,"$3,909,149","$11,092,627","$15,001,776",,,,,,
0,,,,,tt0758732,Original Release,"January 18-April 25, 2008",4 markets,"$102,591","$153,189","$255,780",,,,,,
0,,,,,tt0756672,,,,,,,Gideon Raff,Director,,,,
0,,,,,tt0762110,Original Release,"April 18-November 28, 2008",32 markets,"$44,383","$10,566,211","$10,610,594",,,,,,
0,Domestic,"Oct 12, 2007","$661,049","$1,159,691",tt0449018,,,,,,,,,,,,
0,Domestic,"Dec 25, 2007","$88,826","$4,445,756",tt0808417,,,,,,,,,,,,
0,Domestic,"Oct 10, 2007","$27,674","$872,252",tt0421082,,,,,,,,,,,,
0,Domestic,"Sep 21, 2007","$148,549","$3,575,227",tt0866437,,,,,,,,,,,,
0,Domestic,"May 2, 2008","$102,212","$635,783",tt0765451,,,,,,,,,,,,
0,United Kingdom,"Mar 9, 2007","$1,125,042","$2,979,875",tt0758771,,,,,,,,,,,,
0,Domestic,"Sep 14, 2007","$126,537","$1,103,075",tt0494834,,,,,,,,,,,,
0,Norway,"Nov 30, 2007",–,"$1,932",tt0961117,,,,,,,,,,,,
0,Domestic,"May 21, 2008","$14,257","$742,349",tt0880502,,,,,,,,,,,,
0,Domestic,"Oct 12, 2007","$21,353,789","$55,204,525",tt0906108,,,,,,,,,,,,
0,Domestic,"Oct 26, 2007","$31,756,764","$63,300,095",tt0890870,,,,,,,,,,,,
0,Spain,"Apr 30, 2008","$446,172","$1,324,291",tt0780534,,,,,,,,,,,,
0,Domestic,"Oct 5, 2007","$7,412","$312,751",tt0912583,,,,,,,,,,,,
0,,,,,tt0446752,Original Release,"March 2-June 13, 2008",3 markets,"$14,273","$472,449","$486,722",,,,,,
0,Domestic,"Oct 5, 2007","$26,290","$231,574",tt0912592,,,,,,,,,,,,
0,,,,,tt0817225,Original Release,"May 24, 2007-June 5, 2009","EMEA, APAC",–,"$11,581,469","$11,581,469",,,,,,
0,Domestic,"Sep 19, 2008","$3,604","$8,744",tt0861739,,,,,,,,,,,,
0,Domestic,"Sep 14, 2007","$35,814","$268,461",tt0388182,,,,,,,,,,,,
0,,,,,tt0415965,Original Release,"November 2-July 10, 2008",23 markets,"$7,500,310","$1,851,434","$9,351,744",,,,,,
0,Domestic,"Nov 2, 2007","$43,565,135","$130,164,645",tt0765429,,,,,,,,,,,,
0,Domestic,"Nov 2, 2007","$38,021,044","$126,631,277",tt0389790,,,,,,,,,,,,
0,,,,,tt0292963,Original Release,"September 26, 2007-May 14, 2009",39 markets,"$7,084,227","$17,953,430","$25,037,657",,,,,,
0,Domestic,"Nov 30, 2007","$75,721","$6,003,227",tt0401383,,,,,,,,,,,,
0,,,,,tt0477348,Original Release,"November 9-August 6, 2008",66 markets,"$74,283,625","$97,343,541","$171,627,166",,,,,,
0,Domestic,"Feb 22, 2008","$4,100,000","$11,175,164",tt0799934,,,,,,,,,,,,
0,Domestic,"Sep 28, 2007","$11,505","$18,445",tt0496328,,,,,,,,,,,,
0,Domestic,"Jun 1, 2007","$17,952","$301,027",tt0790706,,,,,,,,,,,,
0,Domestic,"Nov 21, 2007","$9,421,369","$31,664,162",tt0426931,,,,,,,,,,,,
0,,,,,tt0445336,Original Release,"September 21, 2007-July 29, 2009",19 markets,"$21,438","$1,819,461","$1,840,899",,,,,,
0,,,,,tt0756683,,,,,,,Richard Schenkman,Director,,,,
0,Domestic,"Nov 9, 2007","$6,702,434","$15,002,854",tt0891527,,,,,,,,,,,,
0,Domestic,"Nov 9, 2007","$18,515,473","$72,006,777",tt0486583,,,,,,,,,,,,
0,Domestic,"Nov 16, 2007","$27,515,871","$82,280,579",tt0442933,,,,,,,,,,,,
0,Domestic,"Nov 16, 2007","$9,630,085","$32,061,555",tt0457419,,,,,,,,,,,,
0,Domestic,"Nov 16, 2007","$1,915,000","$4,607,608",tt0484740,,,,,,,,,,,,
0,Domestic,"Oct 26, 2007","$11,059","$22,136",tt0822849,,,,,,,,,,,,
0,Domestic,"Nov 2, 2007","$23,217","$109,107",tt0988102,,,,,,,,,,,,
0,Domestic,"Nov 16, 2007","$5,993","$9,397",tt0780608,,,,,,,,,,,,
0,Domestic,"Mar 4, 2009","$12,042","$125,120",tt0488478,,,,,,,,,,,,
0,Domestic,"May 2, 2008","$3,241","$48,334",tt0995829,,,,,,,,,,,,
0,Domestic,"Nov 21, 2007","$8,931,973","$25,594,957",tt0884328,,,,,,,,,,,,
0,,,,,tt0461770,Original Release,"November 21-March 14, 2008",62 markets,"$127,807,262","$212,680,390","$340,487,652",,,,,,
0,Domestic,"Nov 21, 2007","$13,180,769","$39,687,694",tt0465494,,,,,,,,,,,,
0,Domestic,"Nov 21, 2007","$17,958,183","$49,121,934",tt0937375,,,,,,,,,,,,
0,Domestic,"Nov 9, 2007","$2,083,398","$3,995,018",tt0804516,,,,,,,,,,,,
0,,,,,tt1024943,Original Release,"November 7-9, 2007",8 markets,"$3,597,372","$36,393,437","$39,990,809",,,,,,
0,Domestic,"Nov 30, 2007","$5,856,872","$14,377,198",tt0211933,,,,,,,,,,,,
0,Domestic,"Dec 7, 2007","$26,125,000","$70,107,728",tt0385752,,,,,,,,,,,,
0,Domestic,"Dec 14, 2007","$77,211,321","$256,393,010",tt0480249,,,,,,,,,,,,
0,Domestic,"Dec 14, 2007","$44,307,417","$217,326,974",tt0952640,,,,,,,,,,,,
0,,,,,tt0757361,Original Release,"November 16-July 17, 2008",12 markets,"$1,959,420","$940,736","$2,900,156",,,,,,
0,,,,,tt0368794,Original Release,"September 7-October 31, 2008",32 markets,"$4,017,609","$7,646,507","$11,664,116",,,,,,
0,Domestic,"Nov 28, 2007","$151,859","$6,623,082",tt0775529,,,,,,,,,,,,
0,Domestic,"Dec 28, 2007","$233,323","$7,161,284",tt0464141,,,,,,,,,,,,
0,,,,,tt0467406,Original Release,"December 5, 2007-January 1, 2009",58 markets,"$143,495,265","$88,877,416","$232,372,681",,,,,,
0,France,"Apr 11, 2007","$1,055,472","$2,958,014",tt0438859,,,,,,,,,,,,
0,Domestic,"Apr 4, 2008","$74,146","$867,275",tt0765120,,,,,,,,,,,,
0,Domestic,"Nov 23, 2007","$76,214","$898,786",tt0758784,,,,,,,,,,,,
0,,,,,tt0937237,Original Release,"November 16-September 4, 2008",13 markets,"$65,388","$716,714","$782,102",,,,,,
0,Domestic,"Jul 25, 2007","$11,143","$132,782",tt0912580,,,,,,,,,,,,
0,United Kingdom,"Sep 14, 2007","$4,541","$21,680",tt0847817,,,,,,,,,,,,
0,Domestic,"Dec 25, 2007","$335,837","$93,466,502",tt0825232,,,,,,,,,,,,
0,,,,,tt0977649,,,,,,,K. Ryan Jones,Director,,,,
0,Domestic,"Dec 14, 2007","$471,713","$15,800,078",tt0419887,,,,,,,,,,,,
0,,,,,tt0810823,After Dark's Horrorfest 2,"November 9, 2007",Domestic,"$874,635",–,"$874,635",,,,,,
0,Spain,"Apr 30, 2008","$145,960","$482,919",tt0489664,,,,,,,,,,,,
0,Domestic,"Jun 6, 2008","$11,931","$11,931",tt0479289,,,,,,,,,,,,
0,Spain,"Oct 31, 2007","$869,626","$2,710,004",tt0473356,,,,,,,,,,,,
0,Domestic,"Dec 21, 2007","$9,300,805","$52,898,073",tt0408236,,,,,,,,,,,,
0,Domestic,"Dec 21, 2007","$44,783,772","$219,964,115",tt0465234,,,,,,,,,,,,
0,,,,,tt0469494,Original Release,"December 26-April 26, 2008",54 markets,"$40,222,514","$35,959,031","$76,181,545",,,,,,
0,Domestic,"Dec 21, 2007","$9,656,250","$66,661,095",tt0472062,,,,,,,,,,,,
0,Domestic,"Dec 25, 2007","$10,059,425","$41,797,066",tt0758730,,,,,,,,,,,,
0,,,,,tt0841046,Original Release,"December 21-March 28, 2008",11 markets,"$18,317,151","$2,259,047","$20,576,198",,,,,,
0,Germany,"Dec 20, 2007","$4,326,160","$74,002,437",tt0960790,,,,,,,,,,,,
0,,,,,tt0427309,Original Release,"December 25, 2007",Domestic,"$30,236,407",–,"$30,236,407",,,,,,
